"order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Chiroptera","Mormoopidae","Pteronotus","personatus","Pteronotus personatus","Pteronotus personatus",10.995,0.234,50.105,44.49,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,400,NA,NA,NA,NA,NA,NA,"Neotropical",3
"Chiroptera","Mormoopidae","Pteronotus","quadridens","Pteronotus quadridens","Pteronotus quadridens",5.27,NA,NA,37.5,NA,NA,NA,NA,NA,156.43,NA,1.21,1,NA,2.14,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",1
"Chiroptera","Mormoopidae","Pteronotus","rubiginosus","Pteronotus rubiginosus","Pteronotus rubiginosus",19.395,0.532,68.5,60.09,NA,NA,NA,NA,NA,107.97,NA,0.995,1,NA,NA,76.1,NA,NA,NA,NA,NA,2,NA,NA,99,0,1,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,65,2135,NA,NA,NA,NA,"Neotropical",1
"Chiroptera","Pteropodidae","Pteropus","admiralitatum","Pteropus admiralitatum","Pteropus admiralitatum",306.46,NA,179.97,115,818.208,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","aldabrensis","Pteropus aldabrensis","Pteropus aldabrensis",401.245,NA,265,136.11,3613.5,NA,NA,NA,NA,156.43,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Chiroptera","Pteropodidae","Pteropus","alecto","Pteropus alecto","Pteropus alecto",641.115,7.04,254.6,165.99,7190.5,NA,NA,NA,NA,NA,NA,1.1,1,NA,NA,89.17,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,0,NA,1,0,"Australasian, Indomalayan",2
"Chiroptera","Pteropodidae","Pteropus","allenorum","Pteropus allenorum","Pteropus allenorum",271.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","anetianus","Pteropus anetianus","Pteropus anetianus",397.22,NA,NA,121.52,2701,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","aruensis","Pteropus aruensis","Pteropus aruensis",874.94,NA,285.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Chiroptera","Pteropodidae","Pteropus","brunneus","Pteropus brunneus","Pteropus brunneus",200,NA,117.64,117.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Chiroptera","Pteropodidae","Pteropus","caniceps","Pteropus caniceps","Pteropus caniceps",525.12,NA,216.67,140.22,3126.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1630,0,1630,NA,NA,NA,NA,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","capistratus","Pteropus capistratus","Pteropus capistratus",247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","chrysoproctus","Pteropus chrysoproctus","Pteropus chrysoproctus",730.19,NA,253.59,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,250,0,250,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","cognatus","Pteropus cognatus","Pteropus cognatus",448.535,NA,255.53,121.67,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,68.45,181.36,NA,NA,NA,NA,0,NA,NA,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,350,0,350,1,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","conspicillatus","Pteropus conspicillatus","Pteropus conspicillatus",760.71,8.35,NA,174.06,4218.792,755.15,755.15,NA,NA,NA,NA,1,NA,NA,NA,139.51,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,200,0,200,1,NA,1,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","coxi","Pteropus coxi","Pteropus coxi",546.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","dasymallus","Pteropus dasymallus","Pteropus dasymallus",463.43,NA,NA,131,11315,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan, Palearctic",1
"Chiroptera","Pteropodidae","Pteropus","ennisae","Pteropus ennisae","Pteropus capistratus",247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","faunulus","Pteropus faunulus","Pteropus faunulus",222.62,NA,169.49,114.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,200,0,200,NA,NA,NA,NA,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","fundatus","Pteropus fundatus","Pteropus fundatus",210.67,NA,147.36,101.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","giganteus","Pteropus giganteus","Pteropus giganteus",824.85,7.361,NA,177.97,14907.208,395.29,380.145,365,551.085,155.795,NA,0.995,1,364.75,67.66,136.04,NA,4260.476,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","gilliardorum","Pteropus gilliardorum","Pteropus gilliardorum",406.94,NA,159.02,114.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2300,200,2100,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","griseus","Pteropus griseus","Pteropus griseus",269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","howensis","Pteropus howensis","Pteropus howensis",232.92,NA,184.64,119,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,34.56,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Chiroptera","Pteropodidae","Pteropus","hypomelanus","Pteropus hypomelanus","Pteropus hypomelanus",442.805,5.302,204.9,132,7409.5,377.57,377.57,365.25,534,156.43,NA,1,1,NA,74,93.09,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,0,900,1,NA,1,0,"Indomalayan",2
"Chiroptera","Pteropodidae","Pteropus","intermedius","Pteropus intermedius","Pteropus intermedius",872,NA,279.07,181,7628.5,NA,NA,NA,NA,NA,NA,1,1,NA,133,91.32,NA,NA,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1300,0,1300,0,NA,0,0,"Indomalayan",2
"Chiroptera","Pteropodidae","Pteropus","keyensis","Pteropus keyensis","Pteropus keyensis",874.94,NA,285.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Chiroptera","Pteropodidae","Pteropus","leucopterus","Pteropus leucopterus","Pteropus leucopterus",343.81,NA,NA,139.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,1,NA,0,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","livingstonii","Pteropus livingstonii","Pteropus livingstonii",715.385,NA,340,172.95,5475,NA,NA,NA,NA,152.08,NA,1,NA,NA,137.43,151.22,NA,2956.5,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,40,1160,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Pteropus","lombocensis","Pteropus lombocensis","Pteropus lombocensis",256.15,NA,NA,113.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,500,0,500,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","loochoensis","Pteropus loochoensis","Pteropus loochoensis",458.58,NA,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",NA
"Chiroptera","Pteropodidae","Pteropus","lylei","Pteropus lylei","Pteropus lylei",318.225,6.129,237.49,151.74,7446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan, Palearctic",1
"Chiroptera","Pteropodidae","Pteropus","macrotis","Pteropus macrotis","Pteropus macrotis",365.99,6.127,211.17,135.24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,350.78,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,500,0,500,1,NA,1,0,"Australasian",4
"Chiroptera","Pteropodidae","Pteropus","mahaganus","Pteropus mahaganus","Pteropus mahaganus",297.28,5.28,189.92,137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,200,0,200,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","mariannus","Pteropus mariannus","Pteropus mariannus",458.58,NA,217.5,135.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Oceanian",1
"Chiroptera","Pteropodidae","Pteropus","melanopogon","Pteropus melanopogon","Pteropus melanopogon",874.94,NA,285.02,191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","melanotus","Pteropus melanotus","Pteropus melanotus",418.05,10.6,NA,148.6,NA,210.45,210.45,NA,366.88,156.43,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,1,NA,0,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","molossinus","Pteropus molossinus","Pteropus molossinus",121.37,NA,NA,96.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,772,0,772,NA,NA,NA,NA,"Oceanian",1
"Chiroptera","Pteropodidae","Pteropus","neohibernicus","Pteropus neohibernicus","Pteropus neohibernicus",1017.37,9.114,279.07,195.13,3613.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1400,0,1400,0,NA,1,0,"Australasian",3
"Chiroptera","Pteropodidae","Pteropus","niger","Pteropus niger","Pteropus niger",465.365,NA,NA,160.44,7081,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Afrotropical",2
"Chiroptera","Pteropodidae","Pteropus","nitendiensis","Pteropus nitendiensis","Pteropus nitendiensis",275.56,NA,175.48,119.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","ocularis","Pteropus ocularis","Pteropus ocularis",228.76,NA,202.87,138.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,0,900,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","ornatus","Pteropus ornatus","Pteropus ornatus",336.25,NA,183.18,153.99,3765.583,755.15,755.15,NA,942.87,187.72,NA,0.98,1,NA,NA,NA,NA,3650,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1066,0,1066,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","pelagicus","Pteropus pelagicus","Not recognised",155.24,NA,NA,105.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","pelewensis","Pteropus pelewensis","Pteropus pelewensis",350.137,NA,217.5,122.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Pteropus","personatus","Pteropus personatus","Pteropus personatus",130.84,NA,136.38,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,100,0,100,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","pilosus","Pteropus pilosus","Pteropus pilosus",441.09,NA,NA,151.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Oceanian",NA
"Chiroptera","Pteropodidae","Pteropus","pohlei","Pteropus pohlei","Pteropus pohlei",352.75,NA,197.33,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","poliocephalus","Pteropus poliocephalus","Pteropus poliocephalus",675,7.23,272.59,162,8614,536.12,538.06,540,760.41,187.72,NA,1,1,NA,75,120,NA,3037.951,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","pselaphon","Pteropus pselaphon","Pteropus pselaphon",321.49,NA,NA,135.58,6095.5,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","pumilus","Pteropus pumilus","Pteropus pumilus",194.2,NA,NA,108,6278,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1250,0,1250,1,NA,0,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Pteropus","rayneri","Pteropus rayneri","Pteropus rayneri",661.28,NA,255.53,158.61,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,68.45,181.36,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,700,0,700,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","rennelli","Pteropus rennelli","Pteropus rennelli",661.28,NA,255.53,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,68.45,181.36,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","rodricensis","Pteropus rodricensis","Pteropus rodricensis",303.085,NA,NA,125.34,10950,755.15,755.15,NA,931.27,198,NA,1,1,NA,45,149.74,NA,3833.001,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,400,0,400,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Pteropus","rufus","Pteropus rufus","Pteropus rufus",776.345,6.9,274.535,162,3613.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2190,NA,NA,0,NA,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,0,1200,1,NA,1,0,"Afrotropical",1
"Chiroptera","Pteropodidae","Pteropus","samoensis","Pteropus samoensis","Pteropus samoensis",309.99,5.792,NA,138.42,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,162.92,NA,NA,NA,NA,0,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Oceanian",1
"Chiroptera","Pteropodidae","Pteropus","scapulatus","Pteropus scapulatus","Pteropus scapulatus",362,5.36,NA,131.5,5767,566.36,553.18,540,NA,NA,NA,1,NA,NA,NA,133.76,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,0,NA,0,0,"Australasian",3
"Chiroptera","Pteropodidae","Pteropus","seychellensis","Pteropus seychellensis","Pteropus seychellensis",492.2,NA,265,153.17,3613.5,NA,NA,NA,NA,156.43,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Pteropus","speciosus","Pteropus speciosus","Pteropus speciosus",234.85,NA,NA,121.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,800,0,800,1,NA,0,0,"Indomalayan",NA
"Chiroptera","Pteropodidae","Pteropus","subniger","Pteropus subniger","Pteropus subniger",127.15,NA,NA,98.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1600,1200,400,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Pteropus","temminckii","Pteropus temminckii","Pteropus temminckii",250,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Australasian",1
"Chiroptera","Pteropodidae","Pteropus","tokudae","Pteropus tokudae","Pteropus tokudae",153.7,NA,145.5,93.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Oceanian",NA
"Chiroptera","Pteropodidae","Pteropus","tonganus","Pteropus tonganus","Pteropus tonganus",510.045,6.075,197.41,136.16,2579.333,NA,NA,NA,NA,167.29,NA,1,NA,NA,94.16,143.2,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian, Oceanian",1
"Chiroptera","Pteropodidae","Pteropus","tuberculatus","Pteropus tuberculatus","Pteropus tuberculatus",226.64,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Chiroptera","Pteropodidae","Pteropus","ualanus","Pteropus ualanus","Pteropus ualanus",458.58,NA,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,635,0,635,NA,NA,NA,NA,"Oceanian",1
"Chiroptera","Pteropodidae","Pteropus","vampyrus","Pteropus vampyrus","Pteropus vampyrus",944.685,10.175,279.07,200,7628.5,NA,NA,NA,NA,NA,NA,1,1,NA,133,91.32,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1250,0,1250,1,NA,1,0,"Australasian, Indomalayan, Palearctic",2
"Chiroptera","Pteropodidae","Pteropus","vetulus","Pteropus vetulus","Pteropus vetulus",151.54,NA,135.99,101.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Pteropus","voeltzkowi","Pteropus voeltzkowi","Pteropus voeltzkowi",542.4,NA,265,156,3735.167,NA,NA,NA,NA,152.08,NA,1,1,NA,NA,143.2,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,45,0,45,NA,NA,NA,NA,"Afrotropical",1
