order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number,litter_size_n,litters_per_year,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_size,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_fish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,dissected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Eulipotyphla,Soricidae,Sorex,orizabae,Sorex orizabae,Sorex orizabae,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,ornatus,Sorex ornatus,Sorex ornatus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,imputed,NA,Pacifici et al. (2013),calculated,PanTHERIA,Heldstab et al. (2018),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,pacificus,Sorex pacificus,Sorex pacificus,Amniotes,Heldstab et al. (2018),Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Heldstab et al. (2018),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,palustris,Sorex palustris,Sorex palustris,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,NA,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,NA,imputed,NA,Pacifici et al. (2013),calculated,NA,Heldstab et al. (2018),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,planiceps,Sorex planiceps,Sorex planiceps,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,portenkoi,Sorex portenkoi,Sorex portenkoi,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and undefined sex (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,preblei,Sorex preblei,Sorex preblei,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,pribilofensis,Sorex pribilofensis,Sorex pribilofensis,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,raddei,Sorex raddei,Sorex raddei,Pacifici et al. (2013),imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,roboratus,Sorex roboratus,Sorex roboratus,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,rohweri,Sorex rohweri,Sorex rohweri,PHYLACINE,split from Sorex cinereus,split from Sorex cinereus,NA,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,NA,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,imputed,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,calculated,split from Sorex cinereus,split from Sorex cinereus,imputed,split from Sorex cinereus,NA,PHYLACINE,PHYLACINE,PHYLACINE,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,split from Sorex cinereus,MammalDIET2,split from Sorex cinereus,split from Sorex cinereus,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,samniticus,Sorex samniticus,Sorex samniticus,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,satunini,Sorex satunini,Sorex satunini,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,saussurei,Sorex saussurei,Sorex saussurei,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,sclateri,Sorex sclateri,Sorex sclateri,Amniotes,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,IUCN,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,shinto,Sorex shinto,Sorex shinto,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,NA,Amniotes,Amniotes,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,sinalis,Sorex sinalis,Sorex sinalis,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,sonomae,Sorex sonomae,Sorex sonomae,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,stizodon,Sorex stizodon,Sorex stizodon,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,tenellus,Sorex tenellus,Sorex tenellus,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,thibetanus,Sorex thibetanus,Sorex thibetanus,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,NA
Eulipotyphla,Soricidae,Sorex,trowbridgii,Sorex trowbridgii,Sorex trowbridgii,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,PanTHERIA,Amniotes,Amniotes,imputed,NA,imputed,NA,imputed,calculated,NA,Heldstab et al. (2018),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,tundrensis,Sorex tundrensis,Sorex tundrensis,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,ugyunak,Sorex ugyunak,Sorex ugyunak,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and undefined sex (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,unguiculatus,Sorex unguiculatus,Sorex unguiculatus,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,NA,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,imputed,NA,imputed,NA,Pacifici et al. (2013),calculated,PanTHERIA,Botero et al. (2013),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,vagrans,Sorex vagrans,Sorex vagrans,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,NA,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,PanTHERIA,Buckley et al. (2018),imputed,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Soricidae,Sorex,ventralis,Sorex ventralis,Sorex ventralis,Amniotes,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,veraecrucis,Sorex veraecrucis,Sorex veraecrucis,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,veraepacis,Sorex veraepacis,Sorex veraepacis,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,volnuchini,Sorex volnuchini,Sorex volnuchini,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Sorex,yukonicus,Sorex yukonicus,Sorex yukonicus,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Muridae,Soricomys,kalinga,Soricomys kalinga,Soricomys kalinga,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,imputed,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Muridae,Soricomys,leonardocoi,Soricomys leonardocoi,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,NA,NA,NA,IUCN,calculated
Rodentia,Muridae,Soricomys,montanus,Soricomys montanus,Soricomys kalinga,split from Soricomys kalinga,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,split from Soricomys kalinga,NA,imputed,imputed,NA,NA,split from Soricomys kalinga,split from Soricomys kalinga,split from Soricomys kalinga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,split from Soricomys kalinga,imputed,imputed,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,NA,NA,NA,IUCN,calculated
Rodentia,Muridae,Soricomys,musseri,Soricomys musseri,Soricomys musseri,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Soricidae,Soriculus,nigrescens,Soriculus nigrescens,Soriculus nigrescens,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Cetartiodactyla,Delphinidae,Sotalia,fluviatilis,Sotalia fluviatilis,Sotalia fluviatilis,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Delphinidae,Sotalia,guianensis,Sotalia guianensis,Sotalia guianensis,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,IUCN,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,imputed,imputed,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Delphinidae,Sousa,chinensis,Sousa chinensis,Sousa chinensis,Amniotes,imputed,Amniotes,NA,Amniotes,"mean of female, male and undefined (Amniotes)",Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,NA,Amniotes,NA,Pacifici et al. (2013),imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,NA
Cetartiodactyla,Delphinidae,Sousa,plumbea,Sousa plumbea,Sousa chinensis,split from Sousa chinensis,imputed,split from Sousa chinensis,NA,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,NA,split from Sousa chinensis,split from Sousa chinensis,imputed,NA,split from Sousa chinensis,NA,split from Sousa chinensis,imputed,NA,marine,imputed,NA,NA,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,split from Sousa chinensis,imputed,split from Sousa chinensis,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,NA,NA,NA,IUCN,calculated
