order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number,litter_size_n,litters_per_year,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_size,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_fish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,dissected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Chiroptera,Vespertilionidae,Eptesicus,pachyomus,Eptesicus pachyomus,Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,NA,imputed,NA,imputed,split from Eptesicus serotinus,NA,split from Eptesicus serotinus,split from Eptesicus serotinus,imputed,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,imputed,imputed,NA,split from Eptesicus serotinus,split from Eptesicus serotinus,NA,NA,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,split from Eptesicus serotinus,NA,NA,NA,NA,NA,NA,NA,NA,calculated
Chiroptera,Vespertilionidae,Eptesicus,pachyotis,Eptesicus pachyotis,Eptesicus pachyotis,Amniotes,Tsuboi et al. (2018),imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Chiroptera,Vespertilionidae,Eptesicus,platyops,Eptesicus platyops,Eptesicus platyops,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,NA
Chiroptera,Vespertilionidae,Eptesicus,serotinus,Eptesicus serotinus,Eptesicus serotinus,Amniotes,Tsuboi et al. (2018),Amniotes,PanTHERIA,Amniotes,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,imputed,NA,Heldstab et al. (2018),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,PHYLACINE,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),NA,calculated
Chiroptera,Vespertilionidae,Eptesicus,taddeii,Eptesicus taddeii,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,NA,NA,NA,IUCN,calculated
Chiroptera,Vespertilionidae,Eptesicus,tatei,Eptesicus tatei,Eptesicus tatei,Amniotes,imputed,imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Perissodactyla,Equidae,Equus,africanus,Equus africanus,Equus africanus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,PanTHERIA,Amniotes,NA,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,PanTHERIA,Turbill et al. (2011),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Perissodactyla,Equidae,Equus,ferus,Equus ferus,Equus ferus,Amniotes,Heldstab et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,NA,Pacifici et al. (2013),calculated,NA,Heldstab et al. (2018),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Perissodactyla,Equidae,Equus,grevyi,Equus grevyi,Equus grevyi,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,NA,Pacifici et al. (2013),calculated,PanTHERIA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Perissodactyla,Equidae,Equus,hemionus,Equus hemionus,Equus hemionus,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,NA,Amniotes,NA,Pacifici et al. (2013),calculated,TetraDENSITY,Botero et al. (2013),PanTHERIA,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Perissodactyla,Equidae,Equus,kiang,Equus kiang,Equus kiang,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,NA,Pacifici et al. (2013),calculated,TetraDENSITY,Botero et al. (2013),PanTHERIA,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Perissodactyla,Equidae,Equus,quagga,Equus quagga,Equus quagga,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,TetraDENSITY,Turbill et al. (2011),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Perissodactyla,Equidae,Equus,zebra,Equus zebra,Equus zebra,Amniotes,Heldstab et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,TetraDENSITY,Heldstab et al. (2018),PanTHERIA,PanTHERIA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa granti,Eremitalpa granti,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,PanTHERIA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,PanTHERIA,imputed,PanTHERIA,PanTHERIA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Dipodidae,Eremodipus,lichtensteini,Eremodipus lichtensteini,Eremodipus lichtensteini,Amniotes,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,Amniotes,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Cricetidae,Eremoryzomys,polius,Eremoryzomys polius,Eremoryzomys polius,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon dorsatum,Erethizon dorsatum,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,PanTHERIA,Heldstab et al. (2018),PanTHERIA,PanTHERIA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Carnivora,Phocidae,Erignathus,barbatus,Erignathus barbatus,Erignathus barbatus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,AnAge,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),imputed,PanTHERIA,Heldstab et al. (2018),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Erinaceidae,Erinaceus,amurensis,Erinaceus amurensis,Erinaceus amurensis,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Erinaceidae,Erinaceus,concolor,Erinaceus concolor,Erinaceus concolor,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,NA,Buckley et al. (2018),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Erinaceidae,Erinaceus,europaeus,Erinaceus europaeus,Erinaceus europaeus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,TetraDENSITY,Buckley et al. (2018),PanTHERIA,PanTHERIA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Erinaceidae,Erinaceus,roumanicus,Erinaceus roumanicus,Erinaceus roumanicus,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Muridae,Eropeplus,canus,Eropeplus canus,Eropeplus canus,Pacifici et al. (2013),imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Chiroptera,Phyllostomidae,Erophylla,bombifrons,Erophylla bombifrons,Erophylla bombifrons,Amniotes,imputed,imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,NA,imputed,imputed,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Chiroptera,Phyllostomidae,Erophylla,sezekorni,Erophylla sezekorni,Erophylla sezekorni,Amniotes,imputed,imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Primates,Cercopithecidae,Erythrocebus,baumstarki,Erythrocebus baumstarki,Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,NA,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,NA,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,Botero et al. (2013),imputed,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,split from Erythrocebus patas,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),NA,Botero et al. (2013),Botero et al. (2013),IUCN,split from Erythrocebus patas
Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus patas,Erythrocebus patas,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,TetraDENSITY,Heldstab et al. (2018),imputed,PanTHERIA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Primates,Cercopithecidae,Erythrocebus,poliophaeus,Erythrocebus poliophaeus,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetartiodactyla,Eschrichtiidae,Eschrichtius,robustus,Eschrichtius robustus,Eschrichtius robustus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,NA,Pacifici et al. (2013),imputed,PanTHERIA,marine,imputed,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Balaenidae,Eubalaena,australis,Eubalaena australis,Eubalaena australis,Amniotes,imputed,Amniotes,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),imputed,NA,marine,imputed,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Balaenidae,Eubalaena,glacialis,Eubalaena glacialis,Eubalaena glacialis,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),imputed,NA,marine,imputed,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Balaenidae,Eubalaena,japonica,Eubalaena japonica,Eubalaena japonica,Amniotes,imputed,Amniotes,NA,Amniotes,"mean of female, male and undefined (Amniotes)",Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Dipodidae,Euchoreutes,naso,Euchoreutes naso,Euchoreutes naso,Pacifici et al. (2013),imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,PanTHERIA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Chiroptera,Vespertilionidae,Euderma,maculatum,Euderma maculatum,Euderma maculatum,Amniotes,imputed,imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,Amniotes,imputed,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Chiroptera,Megadermatidae,Eudiscoderma,thongareeae,Eudiscoderma thongareeae,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IUCN,IUCN,IUCN,IUCN,NA,IUCN,NA,NA,NA,NA,NA,IUCN,calculated
Chiroptera,Vespertilionidae,Eudiscopus,denticulus,Eudiscopus denticulus,Eudiscopus denticulus,Amniotes,imputed,imputed,PanTHERIA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
