"","taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason","iucn2020_binomial"
"582",13849,"Mops thersites","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mops","Railer Bat","(Thomas, 1903)",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A., Fahr, J., Bergmans, W., Mickleburgh, S., Hutson, A.M. & Juste, J.","Piraccini, R.",NA,"4152462",NA,0,NA,NA,NA,NA,NA,NA,"Mops thersites"
"583",13850,"Mops trevori","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mops","Trevor's Mops Bat","J.A. Allen, 1917",2019,"2018-08-31","DD",NA,"Decreasing",FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Bergmans, W., Cotterill, F.P.D. & Fahr, J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mops trevori"
"584",13877,"Mormoops blainvillei","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MORMOOPIDAE","Mormoops","Antillean Ghost-faced Bat","Leach, 1821",2016,"2016-07-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mormoops blainvillei"
"585",13878,"Mormoops megalophylla","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MORMOOPIDAE","Mormoops","Ghost-faced Bat","(Peters, 1864)",2019,"2016-07-09","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Davalos, L., Molinari, J., Mantilla-Meluk, H., Medina, C., Pineda, J. & Rodriguez, B.","Solari, S.",NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,"Mormoops megalophylla"
"586",71733227,"Mormopterus acetabulosus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Mauritian Free-tailed Bat","(Hermann, 1804)",2017,"2016-04-27","EN","A2b; B1ab(iii)+2ab(iii)","Decreasing",FALSE,FALSE,TRUE,"Bergmans, W., Hutson, A.M., Oleksy, R. & Taylor, F.","Monadjem, A.","16","2067",NA,0,NA,NA,NA,NA,NA,NA,"Mormopterus acetabulosus"
"587",13881,"Mormopterus doriae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Sumatran Mastiff Bat","K. Andersen, 1907",2016,"2015-12-08","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Hutson, A.M., Schlitter, D. & Kingston, T.","Piraccini, R.",NA,"1472",250,0,NA,NA,NA,NA,NA,NA,"Mormopterus doriae"
"588",71727235,"Mormopterus francoismoutoui","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Reunion Free-tailed Bat","Goodman, Jansen van Vuuren, Ratrimomanarivo, Probst &amp; Bowie, 2008",2017,"2016-05-02","LC",NA,"Increasing",FALSE,FALSE,TRUE,"Goodman, S.","Monadjem, A.",NA,NA,2000,0,NA,NA,NA,NA,NA,NA,"Mormopterus francoismoutoui"
"589",13882,"Mormopterus jugularis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Peters' Wrinkle-lipped Bat","(Peters in Sclater, 1865)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.","Piraccini, R.",NA,"423038",1750,5,NA,NA,NA,NA,NA,NA,"Mormopterus jugularis"
"590",13883,"Mormopterus kalinowskii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Kalinowski's Mastiff Bat","(Thomas, 1893)",2019,"2018-03-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1830,0,NA,NA,NA,NA,NA,NA,"Mormopterus kalinowskii"
"591",13884,"Mormopterus minutus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Little Goblin Bat","(Miller, 1899)",2015,"2014-10-21","VU","B2ab(ii,iii)","Decreasing",FALSE,FALSE,TRUE,"Mancina, C.","Solari, S.","2000","61000",NA,NA,NA,NA,NA,NA,NA,NA,"Mormopterus minutus"
"592",13887,"Mormopterus phrudus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Mormopterus","Incan Little Mastiff Bat","Handley, 1956",2016,"2015-07-10","VU","D2","Unknown",FALSE,FALSE,TRUE,"Velazco, P.","Solari, S.","20","1306",3000,1800,NA,NA,NA,NA,NA,NA,"Mormopterus phrudus"
"593",13904,"Mosia nigrescens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Mosia","Lesser Sheath-tailed Bat","(Gray, 1843)",2021,"2019-07-19","LC",NA,"Stable",FALSE,FALSE,TRUE,"Armstrong, K.N.","Waldien, D.L.",NA,NA,1600,0,NA,NA,NA,NA,TRUE,"Correction of assessor initials.","Mosia nigrescens"
"594",13936,"Murina aenea","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Bronze Tube-nosed Bat","Hill, 1964",2020,"2018-09-10","VU","A2c+3c","Decreasing",FALSE,FALSE,TRUE,"Azhar, M.I. & Rossiter, S.J.","Khan, F.A.A.",NA,NA,1200,0,NA,NA,NA,NA,NA,NA,"Murina aenea"
"595",84487907,"Murina annamitica","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Annam Tube-nosed Bat","Francis &amp; Eger, 2012",2020,"2018-09-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Francis, C.M.","Furey, N.",NA,NA,1300,500,NA,NA,NA,NA,NA,NA,"Murina annamitica"
"596",13937,"Murina aurata","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Tibetan Tube-nosed Bat","Milne-Edwards, 1872",2020,"2018-09-28","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Yu, W. & Wu, Y.","Fukui, D. & Waldien, D.L.","501-2000",">20,000",2300,1154,NA,NA,NA,NA,NA,NA,"Murina aurata"
"597",84487939,"Murina balaensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Bala Tube-nosed Bat","Soisook, Karapan, Satasook &amp; Bates, 2013",2017,"2016-05-25","CR","B1ab(iii)+2ab(iii)","Unknown",FALSE,FALSE,TRUE,"Soisook, P.","Piraccini, R.","4","0.06-1",340,340,NA,NA,NA,NA,NA,NA,"Murina balaensis"
"598",84488085,"Murina beelzebub","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Beelzebub Tube-nosed Bat","Son, Furey &amp; Csorba, 2011",2019,"2016-08-21","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Furey, N., Son, N. & Görföl, T.","Waldien, D.L.",NA,NA,1600,0,NA,NA,NA,NA,NA,NA,"Murina beelzebub"
"599",84488443,"Murina bicolor","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Bicolored Tube-nosed Bat","Kuo, Fang, Csorba &amp; Lee, 2009",2017,"2016-06-22","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Lee, L. & Kuo, H.","Piraccini, R.",NA,"16421",3350,400,NA,NA,NA,NA,NA,NA,"Murina bicolor"
"600",84500863,"Murina chrysochaetes","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Golden-haired Tube-nosed Bat","Eger &amp; Lim, 2011",2021,"2021-04-18","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Bouillard, N.","Waldien, D.L.",NA,NA,1950,978,NA,NA,NA,NA,NA,NA,"Murina chrysochaetes"
"601",154196798,"Murina cyclotis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Round-eared Tube-nosed Bat","Dobson, 1872",2020,"2019-06-06","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Bates, P.J.J., Francis, C.M., Rosell-Ambal, R.G.B., Tabaranza, B., Heaney, L., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,1500,250,NA,NA,NA,NA,NA,NA,"Murina cyclotis"
"602",84557696,"Murina eleryi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Elery’s Tube-nosed Bat","Furey, Thong, Bates &amp; Csorba, 2009",2021,"2018-09-03","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Furey, N. & Csorba, G.","Battistoni, A.",NA,NA,1140,200,NA,NA,NA,NA,NA,NA,"Murina eleryi"
"603",84561002,"Murina feae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina",NA,"Thomas, 1891",2020,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G.","Waldien, D.L.",NA,NA,1250,340,NA,NA,NA,NA,NA,NA,"Murina feae"
"604",84500852,"Murina fionae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Fiona’s Tube-nosed Bat","Francis &amp; Eger, 2012",2020,"2018-09-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Francis, C.M.","Furey, N.",NA,NA,1140,290,NA,NA,NA,NA,NA,NA,"Murina fionae"
"605",13939,"Murina florium","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Flute-nosed Bat","Thomas, 1908",2021,"2021-07-27","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Pennay, M.","Waldien, D.L. & Battistoni, A.",NA,NA,2800,0,NA,NA,NA,NA,NA,NA,"Murina florium"
"606",13940,"Murina fusca","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Dusky Tube-nosed Bat","Sowerby, 1922",2020,"2018-09-01","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Wu, Y. & Yu, W.","Fukui, D.","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Murina fusca"
"607",84500832,"Murina gracilis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Taiwanese Little Tube-nosed Bat","Kuo, Fang, Csorba &amp; Lee, 2009",2017,"2016-06-22","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Lee, L. & Kuo, H.","Piraccini, R.",NA,"8078",3000,1000,NA,NA,NA,NA,NA,NA,"Murina gracilis"
"608",84562293,"Murina harpioloides","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Dalat Tube-nosed Bat","Kruskop &amp; Eger, 2008",2020,"2018-08-15","EN","B1ab(i,iii)","Decreasing",FALSE,FALSE,TRUE,"Kruskop, S.V.","Son, N. & Waldien, D.L.",NA,"829",1800,1400,NA,NA,NA,NA,NA,NA,"Murina harpioloides"
"609",99712630,"Murina harrisoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Harrison's Murine Bat","Csorba &amp; Bates, 2005",2016,"2016-02-21","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Bates, P.J.J. & Francis, C.M.","Piraccini, R.",NA,"982364",NA,NA,NA,NA,NA,NA,NA,NA,"Murina harrisoni"
"610",136409,"Murina hilgendorfi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Hilgendorf's Tube-nosed Bat","Peters, 1880",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Fukui, D., Sano, A. & Kruskop, S.V.","Huang, J.C.-C.",NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,"Murina hilgendorfi"
"611",13942,"Murina huttoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","White-bellied Tube-nosed Bat","(Peters, 1872)",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Srinivasulu, B. & Srinivasulu, C.","Waldien, D.L.",NA,NA,2500,1450,NA,NA,NA,NA,NA,NA,"Murina huttoni"
"612",84547975,"Murina jaintiana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Jaintia Tube-nosed Bat","Ruedi, Biswas &amp; Csorba, 2012",2017,"2016-06-13","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Ruedi, M. & Csorba, G.","Piraccini, R.",NA,NA,1500,1000,NA,NA,NA,NA,NA,NA,"Murina jaintiana"
"613",13943,"Murina leucogaster","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Rufous Tube-nosed Bat","Milne-Edwards, 1872",2016,"2016-01-11","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Stubbe, M., Ariunbold, J., Buuveibaatar, V., Dorjderem, S., Monkhzul, T., Otgonbaatar, M., Tsogbadrakh, M., Francis, C.M., Bates, P.J.J. & Csorba, G.","Piraccini, R.",NA,"5102541",2133,700,NA,NA,NA,NA,NA,NA,"Murina leucogaster"
"614",84500876,"Murina lorelieae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Lorelie Tube-nosed Bat","Eger &amp; Lim, 2011",2020,"2018-09-01","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Yu, W. & Wu, Y.","Fukui, D.",NA,NA,1583,978,NA,NA,NA,NA,NA,NA,"Murina lorelieae"
"615",84548064,"Murina pluvialis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Rainforest Tube-nosed Bat","Ruedi, Biswas &amp; Csorba, 2012",2017,"2016-06-12","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Ruedi, M. & Csorba, G.","Piraccini, R.",NA,NA,1200,780,NA,NA,NA,NA,NA,NA,"Murina pluvialis"
"616",13944,"Murina puta","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Taiwanese Tube-nosed Bat","Kishida, 1924",2019,"2018-08-27","LC",NA,"Stable",FALSE,FALSE,TRUE,"Huang, J.C.-C., Lee, Y.-F., Ho, Y.-Y., Chou, C. & Cheng, H.-C.","Fukui, D.",NA,"40251",2800,80,NA,NA,NA,NA,NA,NA,"Murina puta"
"617",84500842,"Murina recondita","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Faint-colored Tube-nosed Bat","Kuo, Fang, Csorba, &amp; Lee, 2009",2017,"2016-06-22","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Lee, L. & Kuo, H.","Piraccini, R.",NA,"16992",2200,40,NA,NA,NA,NA,NA,NA,"Murina recondita"
"618",13945,"Murina rozendaali","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Gilded Tube-nosed Bat","Hill &amp; Francis, 1984",2020,"2018-09-10","VU","A2c+3c","Decreasing",FALSE,FALSE,TRUE,"Khan, F.A.A. & Rosli, Q.","Azhar, M.I. & Waldien, D.L.",NA,NA,1500,0,NA,NA,NA,NA,NA,NA,"Murina rozendaali"
"619",29485,"Murina ryukyuana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Ryukyu Tube-nosed Bat","Maeda &amp; Matsumura, 1998",2019,"2018-07-23","EN","B2ab(ii,iii)","Decreasing",FALSE,FALSE,TRUE,"Fukui, D. & Sano, A.","Huang, J.C.-C.","310","5251",NA,NA,NA,NA,NA,NA,NA,NA,"Murina ryukyuana"
"620",84501698,"Murina shuipuensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Shuifu Tube-nosed Bat","Eger &amp; Lim, 2011",2020,"2018-09-01","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Yu, W. & Wu, Y.","Fukui, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murina shuipuensis"
"621",13947,"Murina suilla","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Brown Tube-nosed Bat","(Temminck, 1840)",2020,"2018-09-10","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Azhar, M.I. & Rossiter, S.J.","Khan, F.A.A.",NA,NA,1540,0,NA,NA,NA,NA,NA,NA,"Murina suilla"
"622",13948,"Murina tenebrosa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Gloomy Tube-nosed Bat","Yoshiyuki, 1970",2019,"2018-07-23","CR","D","Unknown",FALSE,FALSE,TRUE,"Fukui, D. & Sano, A.","Huang, J.C.-C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murina tenebrosa"
"623",84560827,"Murina tubinaris","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Scully's Tube-nosed Bat","(Scully, 1881)",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Srinivasulu, C. & Srinivasulu, B.","Waldien, D.L.",NA,NA,2650,1200,NA,NA,NA,NA,NA,NA,"Murina tubinaris"
"624",84562332,"Murina ussuriensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Ussuri Tube-nosed Bat","Ognev, 1913",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Fukui, D., Sano, A. & Kruskop, S.V.","Huang, J.C.-C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murina ussuriensis"
"625",84562267,"Murina walstoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Murina","Walston’s tube-nosed bat","Furey, Csorba &amp; Son, 2011",2020,"2016-08-21","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Furey, N. & Görföl, T.","Battistoni, A.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Murina walstoni"
"626",14003,"Musonycteris harrisoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Musonycteris","Banana Bat","Schaldach &amp; McLaughlin, 1960",2015,"2015-07-03","VU","C1","Decreasing",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Ospina-Garces, S.","Solari, S.",NA,"87000",1700,NA,NA,NA,NA,NA,NA,NA,"Musonycteris harrisoni"
"627",14097,"Myonycteris brachycephala","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Myonycteris","Sao Tomé Collared Fruit Bat","(Bocage, 1889)",2016,"2016-04-20","EN","B1ab(iii)","Decreasing",FALSE,FALSE,TRUE,"Juste, J.","Mildenstein, T.",NA,"750",1200,300,NA,NA,NA,NA,NA,NA,"Myonycteris brachycephala"
"628",84463728,"Myonycteris leptodon","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Myonycteris","Sierra Leone Collared Fruit Bat","K. Andersen, 1908",2020,"2014-12-28","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A.","Mildenstein, T.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"The threats to this species have been corrected to reflect the unintentional effects of logging and wood harvesting to the species.","Myonycteris leptodon"
"629",14098,"Myonycteris relicta","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Myonycteris","East African Little Collared Fruit Bat","Bergmans, 1980",2016,"2016-02-06","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Taylor, P.","Mildenstein, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myonycteris relicta"
"630",84463104,"Myonycteris torquata","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Myonycteris","Little Collared Fruit Bat","(Dobson, 1878)",2016,"2014-02-21","LC",NA,"Stable",FALSE,FALSE,TRUE,"Bakwo Fils, E.M. & Kaleme, P.","Mildenstein, T.",NA,NA,800,NA,NA,NA,NA,NA,NA,NA,"Myonycteris torquata"
"631",14102,"Myopterus daubentonii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Myopterus","Daubenton's Free-tailed Bat","Desmarest, 1820",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Bergmans, W. & Fahr, J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,"Myopterus daubentonii"
"632",14103,"Myopterus whitleyi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Myopterus","Bini Free-tailed Bat","(Scharff, 1900)",2017,"2016-08-31","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Monadjem, A., Fahr, J., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"2616372",NA,0,NA,NA,NA,NA,NA,NA,"Myopterus whitleyi"
"633",85735326,"Myotis adversus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Large-footed Myotis","(Horsfield, 1824)",2021,"2020-12-12","LC",NA,"Stable",FALSE,FALSE,TRUE,"Bouillard, N.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis adversus"
"634",14139,"Myotis aelleni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Southern Myotis","Baud, 1979",2016,"2016-06-23","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,"483",NA,NA,NA,NA,TRUE,"This errata assessment has been created because the map was accidentally left out of the version published previously.",NA,NA,"Myotis aelleni"
"635",14140,"Myotis albescens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Silver-tipped Myotis","(É. Geoffroy, 1806)",2016,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Barquez, R., Diaz, M., Samudio Jr, R. & Arroyo-Cabrales, J.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis albescens"
"636",136680,"Myotis alcathoe","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Alcathoe Whiskered Bat","von Helversen &amp; Heller, 2001",2016,"2016-04-25","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Hutson, A.M. & Paunović, M.","Racey, P.A.",NA,"2860473",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis alcathoe"
"637",14141,"Myotis altarium","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Szechwan Myotis","Thomas, 1911",2019,"2018-08-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Jiang, T.L. & Feng, J.","Fukui, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis altarium"
"638",44863,"Myotis anjouanensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Anjouan Myotis","Dorst, 1960",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Jacobs, D.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis anjouanensis"
"639",136279,"Myotis annamiticus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Annamit Myotis","Kruskop &amp; Tsytsulina, 2001",2016,"2016-01-27","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Kruskop, S.V.","Piraccini, R.",NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis annamiticus"
"640",85342605,"Myotis annatessae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"Kruskop &amp; Borisenko, 2013",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Srinivasulu, C. & Srinivasulu, B.","Waldien, D.L.",NA,NA,1300,200,NA,NA,NA,NA,NA,NA,"Myotis annatessae"
"641",14142,"Myotis annectans","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Hairy-faced Bat","(Dobson, 1871)",2020,"2018-09-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Görföl, T., Csorba, G., Bates, P.J.J., Francis, C.M., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,1100,260,NA,NA,NA,NA,NA,NA,"Myotis annectans"
"642",14143,"Myotis atacamensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Atacama Myotis","(Lataste, 1892)",2016,"2014-12-12","EN","B2ab(ii,iii)","Unknown",FALSE,FALSE,TRUE,"Vargas-Rodríguez, R., Peñaranda, D., Ugarte Nuñez, J., Rodríguez-San Pedro, A., Ossa Gomez, G. & Gatica Castro, A.","Solari, S.","200",NA,2250,0,NA,NA,NA,NA,NA,NA,"Myotis atacamensis"
"643",14144,"Myotis ater","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Peters's Myotis","(Peters, 1866)",2021,"2021-05-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Wiles, G. & Furey, N.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis ater"
"644",136553,"Myotis aurascens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Steppe Whiskered Bat","Kuzyakin, 1935",2016,"2016-04-25","LC",NA,"Stable",FALSE,FALSE,TRUE,"Benda, P. & Paunović, M.","Piraccini, R.",NA,"4766158",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis aurascens"
"645",14145,"Myotis auriculus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Southwestern Myotis","Baker &amp; Stains, 1955",2017,"2016-08-29","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J., Miller, B., Reid, F., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,2200,366,NA,NA,NA,NA,NA,NA,"Myotis auriculus"
"646",14146,"Myotis australis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Australian Myotis","(Dobson, 1878)",2020,"2019-07-16","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Reardon, T.B. & Lumsden, L.F.","Pennay, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis australis"
