"","taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason","iucn2020_binomial"
"647",14147,"Myotis austroriparius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Southeastern Myotis","(Rhoads, 1897)",2017,"2016-08-29","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis austroriparius"
"648",85342628,"Myotis badius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Chestnut Myotis","Tiunov, Kruskop &amp; Feng, 2011",2019,"2018-08-20","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Jiang, T.L. & Feng, J.","Fukui, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis badius"
"649",14123,"Myotis bechsteinii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Bechstein's Myotis","(Kuhl, 1817)",2016,"2016-04-25","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Paunović, M.","Racey, P.A.",NA,"6640673",1500,0,NA,NA,NA,NA,NA,NA,"Myotis bechsteinii"
"650",14124,"Myotis blythii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Lesser Mouse-eared Myotis","(Tomes, 1857)",2016,"2016-04-25","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Juste, J. & Paunović, M.","Piraccini, R.",NA,"23471950",2100,0,NA,NA,NA,NA,NA,NA,"Myotis blythii"
"651",14148,"Myotis bocagii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Bocage's Mouse-eared Bat","(Peters, 1870)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A. & Jacobs, D.","Piraccini, R.",NA,"16881991",NA,0,NA,NA,NA,NA,NA,NA,"Myotis bocagii"
"652",14149,"Myotis bombinus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Far Eastern Myotis","Thomas, 1906",2019,"2018-07-30","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Fukui, D., Sano, A. & Kruskop, S.V.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis bombinus"
"653",85568289,"Myotis borneoensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Bornean Whiskered Myotis","Hill and Francis, 1984",2017,"2016-07-02","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Görföl, T. & Csorba, G.","Piraccini, R.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Myotis borneoensis"
"654",85566997,"Myotis brandtii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Brandt's Myotis","(Eversmann, 1845)",2020,"2019-05-13","LC",NA,"Stable",FALSE,FALSE,TRUE,"Gazaryan, S., Kruskop, S.V. & Godlevska, L.","Waldien, D.L.",NA,"22872330",2300,-20,NA,NA,TRUE,"This erratum assessment was created to correct the distribution map for this species.",NA,NA,"Myotis brandtii"
"655",136219,"Myotis bucharensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Bokhara Whiskered Bat","Kuzyakin, 1950",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Srinivasulu, B. & Srinivasulu, C.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis bucharensis"
"656",14150,"Myotis californicus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Californian Myotis","(Audubon &amp; Bachman, 1842)",2017,"2016-08-29","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Perez, S.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis californicus"
"657",14126,"Myotis capaccinii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Long-fingered Bat","(Bonaparte, 1837)",2016,"2016-04-25","VU","A4bce","Decreasing",FALSE,FALSE,TRUE,"Paunović, M.","Racey, P.A.",NA,"5387022",900,0,NA,NA,NA,NA,NA,NA,"Myotis capaccinii"
"658",14151,"Myotis chiloensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Chilean Myotis","(Waterhouse, 1840)",2016,"2016-07-26","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,1500,50,NA,NA,NA,NA,NA,NA,"Myotis chiloensis"
"659",14152,"Myotis chinensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Large Myotis","(Tomes, 1857)",2019,"2018-08-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Jiang, T.L. & Feng, J.","Fukui, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis chinensis"
"660",14153,"Myotis ciliolabrum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Western Small-footed Myotis","(Merriam, 1886)",2017,"2016-08-29","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,3300,300,NA,NA,NA,NA,NA,NA,"Myotis ciliolabrum"
"661",14154,"Myotis cobanensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Guatemalan Myotis","Goodwin, 1955",2016,"2016-06-30","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Cajas C., J. & Miller, B.","Solari, S.",NA,"207",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis cobanensis"
"662",29420,"Myotis csorbai","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Csorba’s Mouse-eared Myotis","Topál, 1997",2016,"2015-12-26","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G. & Thapa, S.","Piraccini, R.",NA,"33462",1700,1300,NA,NA,NA,NA,NA,NA,"Myotis csorbai"
"663",14127,"Myotis dasycneme","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Pond Myotis","(Boie, 1825)",2016,"2016-04-25","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Piraccini, R.","Pacifici, M. & Cassola, F.",NA,"9315566",1500,0,NA,NA,NA,NA,NA,NA,"Myotis dasycneme"
"664",85342710,"Myotis daubentonii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Daubenton's Myotis","(Kuhl, 1817)",2020,"2019-05-14","LC",NA,"Stable",FALSE,FALSE,TRUE,"Kruskop, S.V., Godlevska, L., Bücs, S., Çoraman, E. & Gazaryan, S.","Waldien, D.L.",NA,NA,1400,-20,NA,NA,TRUE,"This erratum assessment was created to correct the distribution map for this species.",NA,NA,"Myotis daubentonii"
"665",136250,"Myotis davidii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","David's Myotis","Peters, 1869",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Jiang, T.L. & Feng, J.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis davidii"
"666",136678,"Myotis dieteri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"Happold, 2005",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Happold. M.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis dieteri"
"667",88151417,"Myotis diminutus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"Moratelli &amp; Wilson, 2011",2017,"2016-12-21","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,225,150,NA,NA,NA,NA,NA,NA,"Myotis diminutus"
"668",136204,"Myotis dinellii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"I. Geoffroy, 1824",2016,"2016-07-28","LC",NA,"Stable",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis dinellii"
"669",14155,"Myotis dominicensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Dominican Myotis","Miller, 1902",2016,"2015-03-16","VU","B1ab(iii)","Unknown",FALSE,FALSE,TRUE,"Larsen, R.","Solari, S.",NA,"6115",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis dominicensis"
"670",14156,"Myotis elegans","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Elegant Myotis","Hall, 1962",2016,"2016-08-08","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Miller, B. & Rodriguez, B.","Solari, S.",NA,NA,750,NA,NA,NA,TRUE,"This errata assessment has been created because the map was accidentally left out of the version published previously.",NA,NA,"Myotis elegans"
"671",14129,"Myotis emarginatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Geoffroy's Bat","(É. Geoffroy, 1806)",2016,"2016-04-25","LC",NA,"Stable",FALSE,FALSE,TRUE,"Piraccini, R.","Pacifici, M. & Cassola, F.",NA,"15654608",1800,0,NA,NA,NA,NA,NA,NA,"Myotis emarginatus"
"672",85733126,"Myotis escalerai","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Escalera’s Bat","Cabrera, 1904",2017,"2016-05-24","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Ibáñez , C. & Juste, J.","Piraccini, R.",NA,NA,2100,0,NA,NA,NA,NA,NA,NA,"Myotis escalerai"
"673",14157,"Myotis evotis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Long-eared Myotis","(H. Allen, 1864)",2017,"2016-08-29","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,2830,NA,NA,NA,NA,NA,NA,NA,"Myotis evotis"
"674",85568302,"Myotis federatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Malayan Whiskered Myotis","Thomas, 1916",2017,"2016-07-02","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Görföl, T. & Csorba, G.","Piraccini, R.",NA,NA,900,0,NA,NA,NA,NA,NA,NA,"Myotis federatus"
"675",85735587,"Myotis fimbriatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Fringed Long-footed Myotis","(Peters, 1871)",2019,"2018-08-21","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Jiang, T.L. & Feng, J.","Waldien, D.L.",NA,">20,000sq.km",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis fimbriatus"
"676",14159,"Myotis findleyi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Findley's Myotis","Bogan, 1978",2016,"2015-07-17","EN","B1ab(i,iii)","Decreasing",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Ospina-Garces, S.","Solari, S.",NA,"915",600,0,NA,NA,NA,NA,NA,NA,"Myotis findleyi"
"677",85736120,"Myotis formosus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Hodgson's Bat","(Hodgson, 1835)",2020,"2016-08-21","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Huang, J.C.-C., Csorba, G., Chang, H.-C. & Ho, Y.-Y.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis formosus"
"678",14161,"Myotis fortidens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Cinnamon Myotis","Miller &amp; Allen, 1928",2017,"2016-08-29","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Perez, S., de Grammont, P.C. & Cuarón, A.D.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis fortidens"
"679",85566806,"Myotis frater","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Fraternal Myotis","G.M. Allen, 1923",2021,"2021-03-09","LC",NA,"Stable",FALSE,FALSE,TRUE,"Vincenot, C.E., Preble, J.H., Huang, J.C.-C., Collazo, A.M. & Kamal, A.","Waldien, D.L.",NA,NA,1000,150,NA,NA,NA,NA,NA,NA,"Myotis frater"
"680",40035,"Myotis gomantongensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Gomantong Myotis","Francis &amp; Hill, 1998",2021,"2021-08-29","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Waldien, D.L., Santiago, K., Wortham, G. & Stronsick, S.","Battistoni, A.",NA,NA,100,0,NA,NA,NA,NA,NA,NA,"Myotis gomantongensis"
"681",14163,"Myotis goudoti","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Malagasy Mouse-eared Bat","(A. Smith, 1834)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.","Piraccini, R.",NA,"620438",1200,0,NA,NA,NA,NA,NA,NA,"Myotis goudoti"
"682",14132,"Myotis grisescens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Grey Bat","A.H. Howell, 1909",2018,"2017-02-24","VU","A4bce","Increasing",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis grisescens"
"683",14164,"Myotis hasseltii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Lesser Large-footed Myotis","(Temminck, 1840)",2020,"2018-09-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Bates, P.J.J., Hutson, A.M., Carino, A., Kingston, T., Lee, B.P.Y-H, Maryanto, I., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Myotis hasseltii"
"684",14165,"Myotis hermani","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Herman's Myotis","Thomas, 1923",2016,"2015-12-30","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Hutson, A.M., Kingston, T., Bumrungsri, S. & Francis, C.M.","Piraccini, R.",NA,"71468",500,0,NA,NA,NA,NA,NA,NA,"Myotis hermani"
"685",14166,"Myotis horsfieldii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Horsfield's Myotis","(Temminck, 1840)",2019,"2018-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Phelps, K., Rosell-Ambal, R.G.B., Tabaranza, B., Heaney, L., Gonzalez, J.C., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,1450,0,NA,NA,NA,NA,NA,NA,"Myotis horsfieldii"
"686",14168,"Myotis ikonnikovi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Ikonnikov's Bat","Ognev, 1912",2020,"2019-07-21","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Zhigalin, A., Stubbe, M., Ariunbold, J., Buuveibaatar, V., Dorjderem, S., Monkhzul, T., Otgonbaatar, M. & Tsogbadrakh, M.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis ikonnikovi"
"687",85342688,"Myotis indochinensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Indochinese Mouse-eared Bat","Son, Görföl, Francis, Motokawa, Estök, Endo, Xuan Dang, Oshida &amp; Csorba, 2013",2019,"2016-08-21","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Son, N., Görföl, T. & Csorba, G.","Waldien, D.L.",NA,NA,1000,300,NA,NA,NA,NA,NA,NA,"Myotis indochinensis"
"688",14169,"Myotis insularum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Insular Myotis","(Dobson, 1878)",2020,"2019-06-01","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Helgen, K. & Bonaccorso, F.J.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis insularum"
"689",88151563,"Myotis izecksohni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"Moratelli, Peracchi, Dias &amp; de Oliveira, 2011",2017,"2016-12-21","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1000,760,NA,NA,NA,NA,NA,NA,"Myotis izecksohni"
"690",14170,"Myotis keaysi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Hairy-legged Myotis","J.A. Allen, 1914",2016,"2016-08-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,3540,500,NA,NA,NA,NA,NA,NA,"Myotis keaysi"
"691",14171,"Myotis keenii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Keen's Myotis","(Merriam, 1895)",2017,"2016-09-30","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis keenii"
"692",136429,"Myotis laniger","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Chinese Water Myotis","Peters, 1871",2019,"2018-08-29","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Feng, J. & Jiang, T.L.","Fukui, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis laniger"
"693",88151601,"Myotis lavali","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis",NA,"Moratelli, Peracchi, Dias &amp; de Oliveira, 2011",2017,"2017-03-10","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,900,15,NA,NA,NA,NA,NA,NA,"Myotis lavali"
"694",14172,"Myotis leibii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Eastern Small-footed Myotis","(Audubon &amp; Bachman, 1842)",2018,"2018-02-12","EN","A4bce","Decreasing",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,"Myotis leibii"
"695",14174,"Myotis levis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Yellowish Myotis","(I. Geoffroy, 1824)",2016,"2016-08-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,820,30,NA,NA,TRUE,"This errata assessment has been created because the map was accidentally left out of the version published previously.",NA,NA,"Myotis levis"
"696",85566977,"Myotis longicaudatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Long-tailed Myotis","Ognev, 1927",2021,"2021-03-06","LC",NA,"Stable",FALSE,FALSE,TRUE,"Vincenot, C.E., Preble, J.H. & Collazo, A.M.","Waldien, D.L.",NA,NA,1500,0,NA,NA,NA,NA,NA,NA,"Myotis longicaudatus"
"697",14175,"Myotis longipes","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Kashmir Cave Bat","(Dobson, 1873)",2016,"2016-01-27","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Kruskop, S.V.","Piraccini, R.",">2001","1836531",2000,300,NA,NA,NA,NA,NA,NA,"Myotis longipes"
"698",14176,"Myotis lucifugus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Little Brown Bat","(Le Conte, 1831)",2021,"2018-02-09","EN","A3be","Decreasing",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Corrections to the map to improve its accuracy.","Myotis lucifugus"
"699",14177,"Myotis macrodactylus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Big-footed Myotis","(Temminck, 1840)",2019,"2018-08-06","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Fukui, D., Sun, K. & Kruskop, S.V.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis macrodactylus"
"700",136697,"Myotis macropus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Large-footed Myotis","(Gould, 1855)",2021,"2020-11-10","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Gorecki , V. & Pennay, M.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis macropus"
"701",14178,"Myotis macrotarsus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Pallid Large-footed Myotis","(Waterhouse, 1845)",2019,"2018-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Duya, M.R., Alvarez, J., Fidelino, J., Gatan-Balbas, M., Pedregosa, M., Veluz, M.J., Jakosalem, P.G., Tanalgo, K., Garcia, J.J.L. & Cacho, M.A.","Alviola, P.A. & Sedlock, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis macrotarsus"
"702",76435251,"Myotis martiniquensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Schwartz's Myotis","LaVal, 1973",2016,"2015-03-16","NT",NA,"Unknown",FALSE,FALSE,TRUE,"Larsen, R.","Solari, S.",NA,"27000",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis martiniquensis"
"703",136784,"Myotis melanorhinus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Dark-nosed Small-footed Myotis","Merriam, 1890",2017,"2016-08-29","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis melanorhinus"
"704",136770,"Myotis moluccarum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Maluku Myotis","(Thomas, 1915)",2021,"2020-12-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Armstrong, K.N.","Waldien, D.L.",NA,NA,1200,0,NA,NA,NA,NA,NA,NA,"Myotis moluccarum"
"705",85567622,"Myotis montivagus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Burmese Whiskered Myotis","(Dobson, 1874)",2020,"2018-09-20","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Görföl, T., Tu, V., Csorba, G., Francis, C.M., Hutson, A.M., Bates, P.J.J., Bumrungsri, S., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,2000,200,NA,NA,NA,NA,NA,NA,"Myotis montivagus"
"706",14182,"Myotis morrisi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Morris's Bat","Hill, 1971",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis morrisi"
"707",85537578,"Myotis muricola","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Nepalese Whiskered Bat","(Gray, 1864)",2019,"2018-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Srinivasulu, C. & Srinivasulu, B.","Waldien, D.L.",NA,NA,2000,0,NA,NA,NA,NA,NA,NA,"Myotis muricola"
"708",14133,"Myotis myotis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Greater Mouse-eared Bat","(Borkhausen, 1797)",2016,"2016-04-25","LC",NA,"Stable",FALSE,FALSE,TRUE,"Coroiu, I., Juste, J. & Paunović, M.","Racey, P.A.",NA,"7071111",NA,NA,NA,NA,NA,NA,NA,NA,"Myotis myotis"
"709",14134,"Myotis mystacinus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Whiskered Myotis","(Kuhl, 1817)",2016,"2016-04-25","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Coroiu, I.","Racey, P.A.",NA,"13823224",1920,0,NA,NA,NA,NA,NA,NA,"Myotis mystacinus"
"710",85733032,"Myotis nattereri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Natterer's Bat","(Kuhl, 1817)",2020,"2019-05-14","LC",NA,"Stable",FALSE,FALSE,TRUE,"Gazaryan, S., Kruskop, S.V. & Godlevska, L.","Waldien, D.L.",NA,"16030693",2000,0,NA,NA,NA,NA,NA,NA,"Myotis nattereri"
"711",14184,"Myotis nesopolus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Curacao Myotis","Miller, 1900",2016,"2015-05-04","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myotis nesopolus"
"712",14185,"Myotis nigricans","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Black Myotis","(Schinz, 1821)",2019,"2019-02-11","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,950,50,NA,NA,NA,NA,NA,NA,"Myotis nigricans"
