"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_seed","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_MORMOOPIDAE","fam_NATALIDAE","fam_NYCTERIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_RHINOLOPHIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
NA,"0",125,1100,0,1100,1,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,223952,18.65,5.55,12.1,126.6,119.74,123.17,19,238.88,35,0.09,201.68,241.28,1470.69,1729.38,2,"Ar","1","Indomalayan",78.36,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",123.83,1000,0,1000,1,NA,NA,NA,0,0,0,0,0,100,0,1,69,3882233.27,30.46,-10.37,10.04,128.9,74.22,101.56,1,163.15,5,0.1,184.62,225.74,1270.52,1539.33,3,"Ar","1","Indomalayan",55.15,0,0,100,"1",228,30,14,10,"0","0","0","0","0","0","0","1","0","0",1,1
1,"1",242,2700,0,2700,0.995,1,"1","0",0,0,0,0,100,0,0,1,138.69,45157.74,2.22,-3.87,-0.82,130.87,125.99,128.43,5,25.41,5,0.04,236.8,243,-999,-999,4,"Ar","1","Australasian",404.3,0,0,100,"1",36,2,1,2,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Afrotropical",65.6,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,151.41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"Ar","1","Oceanian",441.09,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",161.13,300,0,300,1,1,"0","0",0,0,0,0,100,0,0,1,116.5,24235.72,-2.35,-5.83,-4.09,153.11,147.74,150.43,8,10.86,8,0.16,202.73,244.83,-999,-999,1,"Ar","1","Australasian",179.12,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",NA,1000,0,1000,NA,1,"0","0",0,0,0,0,100,0,0,1,115.01,225635.37,2.64,-5.7,-1.53,130.87,118.75,124.81,5,71.21,5,0.07,231.15,222,1812.6,1909.15,3,"Ar","1","Australasian",240.66,0,0,100,"1",0,1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,120,182.24,-11.58,-11.72,-11.65,166.98,166.77,166.87,13,13,13,0.18,-999,-999,-999,-999,NA,"Ar","1","Australasian",226.64,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",140.65,NA,NA,NA,1.5,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,81.45,6196.65,-1.87,-2.67,-2.27,102.29,101.49,101.89,35,43.14,35,0.21,316.14,226.57,1858.56,1866.28,1,"Ar","1","Indomalayan",83.05,0,1,99,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",140.65,NA,NA,NA,1.5,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,79.66,121150.39,18.14,1.88,10.01,125.37,99.84,112.6,1,74.05,3,0.14,245.06,237.27,1679.59,1760.39,2,"Ar","1","Indomalayan",85,0,1,99,"1",5,0,0,0,"0","0","0","0","0","0","0","1","0","0",1,0
1,NA,265,45,0,45,1,NA,NA,NA,0,0,0,0,100,0,0,1,156,914.27,-4.86,-5.44,-5.15,39.87,39.63,39.75,310,329.99,310,0.15,-999,-999,-999,-999,1,"Ar","1","Afrotropical",542.4,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,141.52,1230,0,1230,1,1,"0","0",0,0,0,0,100,0,0,1,88.28,13791.81,-6.8,-9.94,-8.37,161.39,156.02,158.7,13,13,13,0.18,196.99,258.68,-999,-999,2,"Ar","1","Australasian",122.67,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14821.62,-2.93,-6.56,-4.75,153.02,147.66,150.34,8,11.29,8,0.17,222.33,250.25,-999,-999,NA,"Ar","1",NA,247.5,0,0,100,"1",4,0,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,253.59,250,0,250,NA,1,"0","0",0,0,0,0,100,0,0,1,170,29871.72,-1.15,-4.42,-2.78,131.6,125.99,128.8,5,27.16,5,0.04,280.9,237.2,-999,-999,1,"Ar","1","Australasian",730.19,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,1,0,"1","0",0,0,0,0,100,0,0,1,86.5,346769.46,-7.19,-17.87,-12.53,17.73,12.02,14.88,1,24.28,2,0.12,73.63,207,838.66,1409.63,1,"Ar","1","Afrotropical",88.75,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,200,0,200,1,1,"1","0",0,0,0,0,100,0,0,1,174.06,384685.67,2.64,-23.47,-10.41,154.28,127.28,140.78,0,9.61,0,0.08,162.43,242.16,1222.64,1691.36,2,"Ar","1","Australasian",760.71,0,0,100,"1",17,18,5,3,"0","0","0","0","0","0","0","1","0","0",1,1
2,"1",120.08,4000,0,4000,0.99,0,"1","0",0,0,0,0,60,40,0,2,73.08,4001672.86,12.96,-21.07,-4.05,40.37,-15.6,12.38,0,55.87,2,0.13,124.24,240.3,1120.33,1546.07,5,"Ar","1","Afrotropical",68.31,0,0,100,"1",29,0,0,4,"0","0","0","0","0","0","0","1","0","0",1,1
1.5,"1",159.41,NA,NA,NA,1,NA,NA,NA,0,0,0,0,100,0,0,1,85.27,3524240.83,15.64,3.95,9.79,39.47,-17.53,10.97,1,67.96,4,0.12,106.13,257.58,954.23,1569.57,2,"Ar","1","Afrotropical",80,0,0,100,"1",63,14,8,5,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,285.02,NA,NA,NA,NA,1,"0","0",0,0,0,0,100,0,0,1,191.5,30972.95,-2.77,-8.03,-5.4,132.8,125.99,129.4,19,22.18,19,0.06,269.37,238.97,-999,-999,1,"Ar","1","Australasian",874.94,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,243.72,400,0,400,NA,1,"0","0",0,0,0,0,40,40,20,3,142.48,9345.46,-7.5,-9.94,-8.72,160.83,158.41,159.62,13,13,13,0.18,195.19,261.82,-999,-999,1,"Ar","1","Australasian",490.8,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,262.31,200,0,200,1,NA,NA,NA,0,0,0,0,40,40,20,3,165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar","1","Australasian",670.2,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,51.32,4065.54,-6.5,-8.31,-7.41,114.24,106.15,110.19,270,579.15,270,0.05,239.38,230.67,1636,1922,1,"Ar","1","Indomalayan",19.89,1,0,99,"1",5,0,0,0,"0","0","0","0","0","0","0","1","0","0",1,0
NA,NA,NA,400,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637,-7.94,-8.77,-8.36,158.12,157.18,157.65,13,13,13,0.18,186.5,270,-999,-999,1,"Ar","1","Australasian",286.7,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,175.48,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,119.32,515.2,-10.66,-10.88,-10.77,166.09,165.69,165.89,13,13,13,0.18,-999,-999,-999,-999,1,"Ar","1","Australasian",275.56,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,202.87,900,0,900,NA,1,"0","0",0,0,0,0,100,0,0,1,138.68,26128.32,-2.77,-3.87,-3.32,130.87,125.99,128.43,23,23,23,0.04,281,235.88,-999,-999,1,"Ar","1","Australasian",228.76,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,"0",NA,1100,0,1100,1,1,"1","0",0,0,0,0,0,100,0,1,79.76,328195.7,5.77,-1.65,2.05,117.48,110.44,113.96,1,11.34,3,0.17,271.55,232.09,1679.56,1690.91,1,"Ar","1","Indomalayan",80.85,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1,NA,NA,400,0,400,1,NA,NA,NA,0,0,0,0,100,0,0,1,125.34,111.5,-19.66,-19.76,-19.71,63.5,63.32,63.41,0,0,0,-999,-999,-999,-999,-999,1,"Ar","1","Afrotropical",303.085,0,0,100,"1",3,7,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,255.53,350,0,350,0.99,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,121.67,3397.56,-10.17,-10.85,-10.51,162.39,161.25,161.82,13,13,13,0.18,225,257,-999,-999,2,"Ar","1","Australasian",448.535,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,274.535,1200,0,1200,1,1,"1","0",0,0,0,0,100,0,0,1,162,359698.78,-11.94,-25.6,-18.77,50.48,43.22,46.85,2,26.46,3,0.18,126.27,224.45,1094.7,1616.72,1,"Ar","1","Afrotropical",776.345,0,0,100,"1",46,15,8,5,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,171.25,1100,0,1100,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,94.87,113590.54,1.75,-4.17,-1.2,125.24,119.11,122.17,17,63.48,17,0.09,227.03,209.03,1812.6,1909.15,1,"Ar","2","Australasian",172.42,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,900,300,1200,NA,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,63.01,862.58,0.41,0.02,0.22,6.76,6.47,6.61,144,144,144,0.11,-999,-999,-999,-999,1,"Ar","1","Afrotropical",35.81,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,192.98,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,63.56,775.34,-4.47,-7.22,-5.85,20.94,11.84,16.39,18,71.23,18,0.24,115.22,245.25,1105.07,1575.01,2,"Ar","1","Afrotropical",49.42,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,0,0,0,0,100,0,0,1,135.58,72.37,27.1,24.23,25.66,142.23,141.27,141.75,455,455,455,0.01,-999,-999,-999,-999,1,"Ar","1","Indomalayan",321.49,0,0,100,"1",0,4,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1,"1",214.115,1500,0,1500,0.99,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,122.55,22628.33,-1.31,-6.13,-3.72,153.33,145.88,149.6,8,11.87,9,0.11,204.26,244.73,1653,1653,3,"Ar","1","Australasian",312.4,0,0,100,"1",2,0,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,255.53,700,0,700,0.99,1,"0","0",0,0,0,0,100,0,0,1,158.61,26002.69,-5.06,-9.94,-7.5,161.39,154.58,157.99,13,14.37,13,0.16,190.69,262.36,-999,-999,1,"Ar","1","Australasian",661.28,0,0,100,"1",1,0,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,255.53,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.88,-11.46,-11.85,-11.65,160.58,159.94,160.26,13,13,13,0.18,-999,-999,-999,-999,1,"Ar","1","Australasian",661.28,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,NA,152.15,2120,0,2120,1,1,"1","0",0,0,0,0,100,0,0,1,90.29,105330.59,1.75,-3.86,-1.05,125.24,118.75,121.99,17,65.58,17,0.1,224.32,204.95,1812.6,1909.15,1,"Ar","1","Australasian",126.125,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",135.03,NA,NA,NA,1,0,"1","0",0,0,0,0,100,0,0,1,89.44,3922873.36,9.23,-12.19,-1.48,34.79,-5.27,14.76,0,45.31,1,0.12,137.29,242.66,1312.49,1561.31,1,"Ar","1","Afrotropical",118.99,0,0,100,"1",77,12,7,6,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,159.02,2100,200,2300,NA,1,"0","0",0,0,0,0,100,0,0,1,114.63,749.41,-4.28,-5.94,-5.11,153.03,149.63,151.33,8,11.59,8,0.17,206.64,233.32,-999,-999,1,"Ar","1","Australasian",406.94,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1.5,"0",159.41,1685,500,2185,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,80.49,2059789.46,-8.27,-27.92,-18.1,38.61,20.1,29.36,1,21.06,1,0.17,80.09,217.66,824.56,1448.06,1,"Ar","1","Afrotropical",87.52,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1.5,NA,73,2050,200,2250,0.99,1,"1","0",0,0,0,0,100,0,0,1,47,36.68,16.87,16.81,16.84,121.08,121.02,121.05,113,113,113,-0.05,269,226,1412,1557,1,"Ar","1","Indomalayan",16.92,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",132.2,NA,NA,800,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,60.94,4944187.15,10.97,-11.07,-0.04,31.3,-10.88,10.21,0,35.77,1,0.12,139.14,244.29,1274.45,1551.97,1,"Ar","1","Afrotropical",37,0,0,100,"1",27,8,7,3,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,135.99,NA,NA,NA,NA,1,"0","0",0,0,0,0,100,0,0,1,101.83,16470.95,-20.08,-22.39,-21.24,167.02,163.98,165.5,10,10,10,0.11,87.85,205.31,-999,-999,2,"Ar","1","Australasian",151.54,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,NA,202738.63,5.12,-10.37,-2.62,129.95,114.39,122.17,0,93.9,17,0.08,212.28,219.97,1812.6,1909.15,1,"Ar","1","Australasian",269,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,69.68,104213.37,-3.67,-9.34,-6.5,39.72,35.29,37.51,8,111.99,8,0.15,85.47,239.06,988.73,1565.96,1,"Ar","1","Afrotropical",53.32,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
1,NA,279.07,1250,0,1250,1,1,"1","0",0,0,0,0,100,0,0,1,200,2034681.18,18.65,-10.62,4.01,127.3,95.18,111.24,0,165.58,4,0.13,217.99,249.98,1525.79,1714.19,2,"Ar","1","Australasian, Indomalayan, Palearctic",944.685,0,0,100,"1",104,53,23,4,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,262.31,NA,NA,NA,1,1,"0","0",0,0,0,0,40,40,20,3,165.5,7318.84,-5.12,-7.41,-6.27,157.55,154.58,156.07,13,16.77,13,0.14,182.39,261.39,-999,-999,1,"Ar","1","Australasian",532.775,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",94.33,2200,0,2200,0.99,0,"1","0",0,0,0,0,100,0,0,1,73.23,3251459.29,15.91,-13.58,1.16,41.5,11.82,26.66,0,45.6,2,0.12,76.85,234.39,904.84,1585.14,1,"Ar","1","Afrotropical",69.65,0,0,100,"1",18,2,2,2,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,217.5,635,0,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.24,5.37,5.26,5.31,163.03,162.9,162.97,158,158,158,0.11,-999,-999,-999,-999,1,"Ar","1","Oceanian",458.58,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,186.79,NA,900,NA,NA,NA,NA,NA,0,0,0,0,40,40,20,3,117.99,440.14,-16.68,-17,-16.84,179.99,-179.99,2.84e-14,42,42,42,0.07,-999,-999,-999,-999,1,"Ar","1","Oceanian",257.53,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"0",180,1200,0,1200,0.98,0,"0","0",0,0,0,0,100,0,0,1,90.16,479614.16,10.59,4.35,7.47,9.69,-13.29,-1.79,3,85.82,10,0.08,164.99,256.77,1242.61,1569.6,2,"Ar","1","Afrotropical",135.67,0,0,100,"1",4,2,2,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,"0",NA,NA,NA,1890,NA,0,"0","0",0,0,0,0,100,0,0,1,84.49,1146440.89,-1.95,-17.39,-9.67,35.65,13.74,24.7,1,23.86,2,0.16,92.26,212.09,863.14,1467.35,1,"Ar","1","Afrotropical",122.08,0,0,100,"1",3,0,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,NA,800,0,800,NA,1,"0","0",0,0,0,0,100,0,0,1,121.5,96863.56,9.82,-5.58,2.11,126.6,114.39,120.5,0,161.5,35,0.12,170.68,236.39,1567.81,1734.24,NA,"Ar","1","Indomalayan",234.85,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,80,1100,0,1100,0.99,NA,NA,NA,0,0,0,0,100,0,0,1,51.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar","1",NA,21.3,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,400,1200,1600,NA,NA,NA,NA,0,0,0,0,100,0,0,1,98.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,"Ar","1","Afrotropical",127.15,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,80,1100,0,1100,0.99,NA,NA,NA,0,0,0,0,100,0,0,1,51.17,928860.2,8.07,-4.78,1.64,29.52,-10.46,9.53,1,87.38,1,0.1,155.63,244.26,1330.82,1544,1,"Ar","1","Afrotropical",21.3,0,0,100,"1",0,2,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,NA,3035705.24,11.93,-16.83,-2.44,45.3,26.57,35.94,1,36.02,3,0.12,73.96,228.57,872.81,1552.53,2,"Ar","1","Afrotropical",68.15,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,"1",131.69,2000,0,2000,1,0,"1","0",0,0,0,0,100,0,0,1,80.66,5397486.84,5.24,-34.21,-14.48,48.19,8.49,28.34,0,37.08,2,0.14,89.53,223.99,922.58,1483.6,2,"Ar","1","Afrotropical",86.795,0,0,100,"1",22,14,0,2,"0","0","0","0","0","0","0","1","0","0",1,1
1,NA,NA,2000,0,2000,0.995,0,"1","0",0,0,0,0,100,0,0,1,177.97,3550847.86,34.03,1.88,17.95,96.91,66.78,81.85,0,331.94,34,0.09,105,243.34,783.94,1421.5,1,"Ar","1","Indomalayan",824.85,0,0,100,"1",322,62,20,12,"0","0","0","0","0","0","0","1","0","0",1,1
2,"0",265.24,NA,NA,1800,1.4,0,"0","0",0,10,0,0,90,0,0,1,127.5,6029962.02,13.93,-11.35,1.28,36.29,-16.82,9.73,0,42.63,1,0.12,134.45,246.55,1210.09,1561.38,2,"Ar","1","Afrotropical",336.97,0,10,90,"1",28,17,13,6,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,145.5,NA,NA,NA,1,NA,NA,NA,0,0,0,0,100,0,0,1,93.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"Ar","1","Oceanian",153.7,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,197.41,NA,NA,NA,1,1,"0","0",0,0,0,0,100,0,0,1,136.16,56956.39,-3.34,-22.39,-12.87,179.99,-179.99,0,0,33.81,10,0.12,172.39,228.9,1653,1653,1,"Ar","1","Australasian, Oceanian",510.045,0,0,100,"1",85,2,1,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,169.49,200,0,200,NA,NA,NA,NA,0,0,0,0,100,0,0,1,114.65,314.24,9.25,7.92,8.59,93.57,92.7,93.14,14,44.71,14,0.15,-999,-999,-999,-999,1,"Ar","1","Indomalayan",222.62,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,80,1100,0,1100,0.99,NA,NA,NA,0,0,0,0,100,0,0,1,51.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar","1",NA,21.3,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,147.36,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,0,1,101.56,325.78,-13.7,-13.94,-13.82,167.7,167.38,167.54,14,14,14,0.16,-999,-999,-999,-999,2,"Ar","1","Australasian",210.67,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,1,1,"1","0",0,0,0,0,100,0,0,1,131,3178.37,31.82,18.84,25.33,131.27,121.19,126.23,72,256.26,73,0.02,169.45,131.18,-999,-999,1,"Ar","1","Indomalayan, Palearctic",463.43,0,0,100,"1",3,9,3,0,"0","0","0","0","0","0","0","1","0","0",1,0
1,NA,272.59,NA,NA,NA,1,0,"0","0",0,0,0,0,100,0,0,1,162,547129.94,-19.18,-39.13,-29.16,153.63,141.32,147.48,0,27.01,1,0.05,70.95,158.14,751.39,1194.12,2,"Ar","1","Australasian",675,0,0,100,"1",72,67,19,8,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,NA,NA,NA,NA,0.98,1,"0","0",0,0,0,0,100,0,0,1,121.52,10979.84,-13.63,-20.24,-16.93,169.9,166.52,168.21,14,14,14,0.16,307,225,-999,-999,2,"Ar","1","Australasian",397.22,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,NA,1000,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26928.33,-2.77,-3.87,-3.32,130.87,125.99,128.43,23,23,23,0.04,281,235.88,-999,-999,1,"Ar","1","Australasian",250,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
NA,NA,104.5,1400,0,1400,1,1,"1","0",0,0,0,0,60,40,0,2,71.76,173659.28,3.74,-5.7,-0.98,126.34,118.75,122.55,5,92.44,17,0.07,229.41,215.47,1812.6,1909.15,2,"Ar","1","Australasian",63.07,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0
2,NA,NA,1250,0,1250,NA,1,"0","0",0,0,0,0,100,0,0,1,108,232023.94,18.65,5.01,11.83,126.6,119.73,123.16,0,230.46,32,0.1,200.49,240.98,1470.69,1729.38,1,"Ar","1","Indomalayan",194.2,0,0,100,"1",3,10,0,1,"0","0","0","0","0","0","0","1","0","0",1,1
NA,NA,75,1200,0,1200,0.98,0,"0","0",0,0,0,0,0,100,0,1,48,1388474.86,10.81,3.52,7.16,19.11,-12.49,3.3,3,87.79,8,0.11,140.81,259.24,1164.08,1580.71,2,"Ar","1","Afrotropical",21.89,0,0,100,"1",2,1,1,0,"0","0","0","0","0","0","0","1","0","0",1,0
NA,NA,NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,51.5,184645.35,-3.21,-9.9,-6.56,39.95,36.1,38.03,2,85.59,2,0.15,81,245.59,1001.49,1602.2,1,"A","1","Afrotropical",20.09,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0
NA,NA,NA,923,0,923,0.99,NA,NA,NA,100,0,0,0,0,0,0,1,67.5,6885843.77,32.03,-8.84,11.59,120.11,73.63,96.87,1,236.75,8,0.09,149,215.07,1092.37,1422.49,3,"A","1","Indomalayan",34.07,100,0,0,"3",4,2,0,1,"0","0","0","0","0","0","0","0","1","0",1,1
1,NA,NA,NA,0,NA,0.99,NA,NA,NA,100,0,0,0,0,0,0,1,64.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Afrotropical",25.99,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0
1,NA,NA,NA,0,NA,1,0,"0","0",100,0,0,0,0,0,0,1,40,1723915.59,11.51,-30.47,-9.47,33.91,-12.91,10.5,0,10.71,0,0.11,53.11,212.22,570.34,1407.44,2,"A","1","Afrotropical",6.15,100,0,0,"3",5,0,0,0,"0","0","0","0","0","0","0","0","1","0",1,0
1,NA,NA,NA,0,NA,0.99,NA,NA,NA,100,0,0,0,0,0,0,1,57,560935.75,6.38,-6.47,-0.04,43.6,28.75,36.18,1,91.85,4,0.11,85.48,224.68,1124.83,1579.27,2,"A","1","Afrotropical",16.12,100,0,0,"3",10,0,0,1,"0","0","0","0","0","0","0","0","1","0",1,1
NA,NA,NA,500,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4960.23,-6.82,-7.24,-7.03,115.57,112.67,114.12,460,635.94,460,0.02,110,269,1182,1492,2,"A","1","Indomalayan",9.8,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0
NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.56,-5.05,-5.11,-5.08,39.05,38.99,39.02,54,299,54,0.12,158,258,1220,1487,1,"A","1","Afrotropical",6,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0
