"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Nycteris intermedia","Nycteris intermedia","Nycteris_intermedia","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_intermedia",0,0,0,"drop","drop",0,"yes","Nycteris intermedia",6.91,NA,NA,35.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",1
"Nycteris javanica","Nycteris javanica","Nycteris_javanica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_javanica",0,1,0,"keep","drop",1,"yes","Nycteris javanica",17.78,0.475,NA,45.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,0,2500,1,NA,0,0,"Australasian, Indomalayan",2
"Nycteris macrotis","Nycteris macrotis","Nycteris_macrotis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_macrotis",2,1,0,"keep","keep",1,"yes","Nycteris macrotis",14.49,0.389,NA,47.5,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Afrotropical",2
"Nycteris madagascariensis","Nycteris madagascariensis","Nycteris_madagascariensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_madagascariensis",0,0,0,"drop","drop",NA,"yes","Nycteris madagascariensis",16.09,NA,115,51,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Afrotropical",NA
"Nycteris major","Nycteris major","Nycteris_major","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_major",0,0,0,"drop","drop",0,"yes","Nycteris major",15.46,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",1
"Nycteris nana","Nycteris nana","Nycteris_nana","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_nana",0,1,1,"keep","keep",0,"yes","Nycteris nana",6.98,0.239,NA,34,NA,NA,NA,NA,NA,107.97,NA,1,1,NA,NA,52.5,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,0,2100,0,NA,1,0,"Afrotropical",2
"Nycteris parisii","Nycteris parisii","Nycteris_parisii","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_parisii",0,0,0,"drop","drop",NA,"yes","Nycteris parisii",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Nycteris thebaica","Nycteris thebaica","Nycteris_thebaica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_thebaica",32,9,1,"keep","keep",1,"yes","Nycteris thebaica",9.2,0.278,52.65,45.25,NA,NA,NA,NA,NA,114.95,NA,1,1.25,NA,NA,60.855,NA,NA,NA,NA,0,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical, Palearctic",6
"Nycteris tragata","Nycteris tragata","Nycteris_tragata","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_tragata",0,0,0,"drop","drop",1,"yes","Nycteris tragata",16.09,0.46,NA,49.5,NA,365.25,365.25,365.25,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",3
"Nycteris vinsoni","Nycteris vinsoni","Nycteris_vinsoni","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_vinsoni",0,0,0,"drop","drop",0,"yes","Nycteris vinsoni",17.015,NA,NA,51,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Nycteris woodi","Nycteris woodi","Nycteris_woodi","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_woodi",0,0,0,"drop","drop",1,"yes","Nycteris woodi",7.6,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2
"Nycticeinops schlieffeni","Nycticeinops schlieffeni","Nycticeinops_schlieffeni","Nycticeinops","VESPERTILIONIDAE","Yangochiroptera","Nycticeinops_schlieffeni",0,0,0,"drop","drop",1,"yes","Nycticeinops schlieffeni",5.05,NA,56,30.99,NA,NA,NA,NA,NA,78.63,NA,2.54,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical, Palearctic",3
"Nycticeius aenobarbus","Nycticeius aenobarbus","Nycticeius_aenobarbus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_aenobarbus",0,0,0,"drop","drop",NA,"yes","Nycticeius aenobarbus",5.69,NA,62,NA,NA,106.82,106.82,NA,199.07,92.25,NA,0.99,2.5,NA,NA,30.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycticeius cubanus","Nycticeius cubanus","Nycticeius_cubanus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_cubanus",0,0,0,"drop","drop",1,"yes","Nycticeius cubanus",6.65,NA,50,NA,8760,410.5,365,456,NA,NA,NA,1.47,1,364.75,1.74,29.14,3.555,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",NA
"Nycticeius humeralis","Nycticeius humeralis","Nycticeius_humeralis","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_humeralis",15,11,2,"keep","keep",1,"yes","Nycticeius humeralis",6.65,NA,50,33.74,8760,410.5,365,456,NA,NA,NA,1.47,1,364.75,1.74,29.14,3.555,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,0,300,0,NA,0,0,"Nearctic",1
"Nyctiellus lepidus","Nyctiellus lepidus","Nyctiellus_lepidus","Nyctiellus","NATALIDAE","Yangochiroptera","Nyctiellus_lepidus",0,0,0,"drop","drop",1,"yes","Nyctiellus lepidus",3.88,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,422,0,422,1,NA,1,0,"Neotropical",2
"Nyctimene aello","Nyctimene aello","Nyctimene_aello","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_aello",0,0,0,"drop","drop",0,"yes","Nyctimene aello",85.26,NA,121.55,82.74,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,0,NA,1,0,"Australasian",2
"Nyctimene albiventer","Nyctimene albiventer","Nyctimene_albiventer","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_albiventer",0,0,0,"drop","drop",0,"yes","Nyctimene albiventer",29.95,0.825,82.32,54.78,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1.5,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1900,0,1900,0,NA,1,0,"Australasian",1
"Nyctimene cephalotes","Nyctimene cephalotes","Nyctimene_cephalotes","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cephalotes",1,0,0,"keep","keep",0,"yes","Nyctimene cephalotes",44.92,NA,94.7,65.03,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1
"Nyctimene certans","Nyctimene certans","Nyctimene_certans","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_certans",0,0,0,"drop","drop",0,"yes","Nyctimene certans",43.24,NA,86.36,60.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2800,800,2000,1,NA,0,0,"Australasian",2
"Nyctimene cyclotis","Nyctimene cyclotis","Nyctimene_cyclotis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cyclotis",0,0,0,"drop","drop",0,"yes","Nyctimene cyclotis",44.615,NA,NA,54.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",2
"Nyctimene draconilla","Nyctimene draconilla","Nyctimene_draconilla","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_draconilla",0,0,0,"drop","drop",0,"yes","Nyctimene draconilla",30.05,NA,96.16,49.99,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,100,0,100,1,NA,0,0,"Australasian",2
"Nyctimene keasti","Nyctimene keasti","Nyctimene_keasti","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_keasti",0,0,0,"drop","drop",0,"yes","Nyctimene keasti",29.95,NA,82.32,NA,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Australasian",2
"Nyctimene major","Nyctimene major","Nyctimene_major","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_major",0,0,0,"drop","drop",0,"yes","Nyctimene major",60.33,NA,135.015,76.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,0,900,1,NA,0,0,"Australasian",2
"Nyctimene malaitensis","Nyctimene malaitensis","Nyctimene_malaitensis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_malaitensis",0,0,0,"drop","drop",0,"yes","Nyctimene malaitensis",78.39,NA,119.69,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1
"Nyctimene masalai","Nyctimene masalai","Nyctimene_masalai","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_masalai",0,0,0,"drop","drop",0,"yes","Nyctimene masalai",30.425,NA,82.32,66.67,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",NA
"Nyctimene minutus","Nyctimene minutus","Nyctimene_minutus","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_minutus",0,0,0,"drop","drop",0,"yes","Nyctimene minutus",21.31,NA,NA,52.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,700,200,1,NA,0,0,"Australasian",1
"Nyctimene rabori","Nyctimene rabori","Nyctimene_rabori","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_rabori",0,0,0,"drop","drop",0,"yes","Nyctimene rabori",68.25,NA,NA,77,NA,295.82,243.52,365.25,365,138.16,NA,1,1,NA,NA,105,NA,NA,NA,30,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1300,0,1300,1,NA,0,0,"Indomalayan",1
"Nyctimene robinsoni","Nyctimene robinsoni","Nyctimene_robinsoni","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_robinsoni",0,2,0,"keep","drop",0,"yes","Nyctimene robinsoni",48.83,1.231,NA,65.36,NA,NA,NA,NA,NA,98.93,NA,0.995,1,NA,NA,121.76,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",2
"Nyctimene sanctacrucis","Nyctimene sanctacrucis","Nyctimene_sanctacrucis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_sanctacrucis",0,0,0,"drop","drop",0,"yes","Nyctimene sanctacrucis",59.25,NA,NA,75.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Nyctimene vizcaccia","Nyctimene vizcaccia","Nyctimene_vizcaccia","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_vizcaccia",0,0,0,"drop","drop",0,"yes","Nyctimene vizcaccia",30.9,0.988,93.93,58.07,NA,228.3,228.3,NA,NA,NA,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1800,0,1800,1,NA,0,0,"Australasian",1
"Nyctinomops aurispinosus","Nyctinomops aurispinosus","Nyctinomops_aurispinosus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_aurispinosus",0,0,0,"drop","drop",1,"yes","Nyctinomops aurispinosus",18.43,NA,87,49.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3150,0,3150,0,NA,1,0,"Neotropical",2
"Nyctinomops femorosaccus","Nyctinomops femorosaccus","Nyctinomops_femorosaccus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_femorosaccus",0,1,0,"keep","drop",1,"yes","Nyctinomops femorosaccus",14.5,NA,NA,47.5,NA,NA,NA,NA,NA,80,NA,0.99,1,NA,3.5,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2250,0,2250,0,NA,1,0,"Nearctic, Neotropical",3
"Nyctinomops kalinowskii","Nyctinomops kalinowskii","Nyctinomops_kalinowskii","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Mormopterus_kalinowskii",0,0,0,"drop","drop",0,"yes","Nyctinomops kalinowskii",7.49,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1830,0,1830,0,NA,1,0,"Neotropical",2
"Nyctinomops laticaudatus","Nyctinomops laticaudatus","Nyctinomops_laticaudatus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_laticaudatus",104,17,9,"keep","keep",1,"yes","Nyctinomops laticaudatus",13.56,NA,64,43.24,NA,NA,NA,NA,NA,NA,NA,0.995,1,NA,4.01,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,NA,NA,0,NA,1,0,"Neotropical",2
"Nyctinomops macrotis","Nyctinomops macrotis","Nyctinomops_macrotis","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_macrotis",14,9,4,"keep","keep",1,"yes","Nyctinomops macrotis",23,NA,NA,60.99,NA,106.54,106.54,106.54,182.64,76.1,NA,0.995,1,NA,4.94,76.1,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2600,0,2600,0,NA,1,0,"Nearctic, Neotropical",1
"Nyctophilus arnhemensis","Nyctophilus arnhemensis","Nyctophilus_arnhemensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_arnhemensis",1,0,0,"keep","keep",1,"yes","Nyctophilus arnhemensis",6.83,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",2
"Nyctophilus bifax","Nyctophilus bifax","Nyctophilus_bifax","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_bifax",0,5,0,"keep","drop",1,"yes","Nyctophilus bifax",10.605,NA,NA,43.5,365,326.81,326.81,NA,349.75,22.94,NA,2,NA,NA,1.65,44.34,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,NA,NA
"Nyctophilus corbeni","Nyctophilus corbeni","Nyctophilus_corbeni","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Nyctophilus corbeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,NA
"Nyctophilus corbeni","Nyctophilus timoriensis","Nyctophilus_timoriensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_timoriensis",0,0,0,"drop","drop",0,"yes","Nyctophilus corbeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,NA
"Nyctophilus geoffroyi","Nyctophilus geoffroyi","Nyctophilus_geoffroyi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_geoffroyi",2,11,0,"keep","keep",1,"yes","Nyctophilus geoffroyi",8,0.167,NA,NA,2156.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",5
"Nyctophilus gouldi","Nyctophilus gouldi","Nyctophilus_gouldi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_gouldi",2,12,0,"keep","keep",1,"yes","Nyctophilus gouldi",11.32,NA,NA,39.73,365,326.81,326.81,NA,349.75,22.94,NA,1.77,NA,NA,1.65,44.34,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",1
"Nyctophilus heran","Nyctophilus heran","Nyctophilus_heran","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_heran",0,0,0,"drop","drop",NA,"yes","Nyctophilus heran",7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Australasian",1
"Nyctophilus howensis","Nyctophilus howensis","Nyctophilus_howensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_howensis",0,0,0,"drop","drop",NA,"yes","Nyctophilus howensis",20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1
"Nyctophilus microdon","Nyctophilus microdon","Nyctophilus_microdon","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microdon",0,0,0,"drop","drop",0,"yes","Nyctophilus microdon",9.05,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,1900,300,NA,NA,NA,NA,"Australasian",2
"Nyctophilus microtis","Nyctophilus microtis","Nyctophilus_microtis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microtis",0,0,0,"drop","drop",0,"yes","Nyctophilus microtis",7.29,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2600,0,2600,0,NA,1,0,"Australasian",2
"Nyctophilus nebulosus","Nyctophilus nebulosus","Nyctophilus_nebulosus","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_nebulosus",0,0,0,"drop","drop",NA,"yes","Nyctophilus nebulosus",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,430,430,0,NA,NA,NA,NA,"Australasian",1
"Nyctophilus sherrini","Nyctophilus sherrini","Nyctophilus_sherrini","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Nyctophilus sherrini",15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,NA,NA,NA,0,NA,1,0,"Australasian",1
"Nyctophilus shirleyae","Nyctophilus shirleyae","Nyctophilus_shirleyae","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Nyctophilus shirleyae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1700,500,1200,0,NA,1,0,"Australasian",1
"Nyctophilus walkeri","Nyctophilus walkeri","Nyctophilus_walkeri","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_walkeri",0,0,0,"drop","drop",NA,"yes","Nyctophilus walkeri",4.44,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",2
"Otomops formosus","Otomops formosus","Otomops_formosus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_formosus",0,0,0,"drop","drop",NA,"yes","Otomops formosus",30.39,NA,NA,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Indomalayan",NA
"Otomops johnstonei","Otomops johnstonei","Otomops_johnstonei","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_johnstonei",0,0,0,"drop","drop",0,"yes","Otomops johnstonei",26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1
"Otomops madagascariensis","Otomops madagascariensis","Otomops_madagascariensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_madagascariensis",8,1,0,"keep","keep",0,"yes","Otomops madagascariensis",34.92,NA,125,NA,NA,371.23,371.23,NA,463.77,92.54,NA,0.99,1,NA,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,800,0,800,NA,NA,NA,NA,"Afrotropical",3
