"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Otomops martiensseni","Otomops martiensseni","Otomops_martiensseni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_martiensseni",66,3,0,"keep","keep",1,"yes","Otomops martiensseni",34.92,0.756,110,65.31,NA,371.23,371.23,NA,456.25,92.54,NA,0.99,1,NA,7.99,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2900,0,2900,NA,NA,NA,NA,"Afrotropical",3
"Otomops papuensis","Otomops papuensis","Otomops_papuensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_papuensis",0,0,0,"drop","drop",0,"yes","Otomops papuensis",18.45,NA,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,0,300,NA,NA,NA,NA,"Australasian",1
"Otomops secundus","Otomops secundus","Otomops_secundus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_secundus",0,0,0,"drop","drop",0,"yes","Otomops secundus",27.55,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1980,0,1980,NA,NA,NA,NA,"Australasian",1
"Otomops wroughtoni","Otomops wroughtoni","Otomops_wroughtoni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_wroughtoni",0,0,0,"drop","drop",0,"yes","Otomops wroughtoni",39.15,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,860,140,720,0,NA,0,0,"Indomalayan",2
"Otonycteris hemprichii","Otonycteris hemprichii","Otonycteris_hemprichii","Otonycteris","VESPERTILIONIDAE","Yangochiroptera","Otonycteris_hemprichii",0,7,0,"keep","drop",1,"yes","Otonycteris hemprichii",21.98,NA,97.3,63.09,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,0,1,2400,0,2400,0,NA,1,0,"Afrotropical, Indomalayan, Palearctic",4
"Otopteropus cartilagonodus","Otopteropus cartilagonodus","Otopteropus_cartilagonodus","Otopteropus","PTEROPODIDAE","Yinpterochiroptera","Otopteropus_cartilagonodus",0,0,0,"drop","drop",NA,"yes","Otopteropus cartilagonodus",16.92,NA,73,47,NA,NA,NA,NA,NA,NA,NA,0.99,1.5,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2250,200,2050,1,NA,1,0,"Indomalayan",1
"Paranyctimene raptor","Paranyctimene raptor","Paranyctimene_raptor","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_raptor",0,0,0,"drop","drop",0,"yes","Paranyctimene raptor",23,0.731,78.835,51.66,NA,NA,NA,NA,NA,NA,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1350,0,1350,0,NA,1,0,"Australasian",2
"Paranyctimene tenax","Paranyctimene tenax","Paranyctimene_tenax","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_tenax",0,0,0,"drop","drop",0,"yes","Paranyctimene tenax",31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1350,0,1350,NA,NA,NA,NA,"Australasian",2
"Parastrellus hesperus","Parastrellus hesperus","Parastrellus_hesperus","Parastrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperus",141,0,0,"keep","keep",1,"yes","Parastrellus hesperus",3.56,NA,NA,30.5,2220.113,NA,NA,NA,NA,NA,NA,1.86,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2825,NA,NA,0,NA,1,0,"Nearctic",4
"Paratriaenops auritus","Paratriaenops auritus","Paratriaenops_auritus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_auritus",0,0,0,"drop","drop",0,"yes","Paratriaenops auritus",5.56,NA,71.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",2,0,0,0,1,600,0,600,NA,NA,NA,NA,"Afrotropical",3
"Paratriaenops furculus","Paratriaenops furculus","Paratriaenops_furculus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_furculus",11,2,0,"keep","keep",0,"yes","Paratriaenops furculus",5.56,NA,71.25,43.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,200,0,200,1,NA,0,0,"Afrotropical",2
"Paratriaenops pauliani","Paratriaenops pauliani","Paratriaenops_pauliani","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes","Paratriaenops pauliani",5.56,NA,71.25,43.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,200,0,200,1,NA,0,0,"Afrotropical",1
"Penthetor lucasi","Penthetor lucasi","Penthetor_lucasi","Penthetor","PTEROPODIDAE","Yinpterochiroptera","Penthetor_lucasi",0,2,0,"keep","drop",0,"yes","Penthetor lucasi",35.39,0.948,114,60.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,600,0,600,1,NA,1,0,"Indomalayan",2
"Peropteryx kappleri","Peropteryx kappleri","Peropteryx_kappleri","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_kappleri",0,4,0,"keep","drop",1,"yes","Peropteryx kappleri",9.85,NA,75,49.5,NA,NA,NA,NA,NA,137.96,NA,1,1.51,NA,1.09,59.91,6.74,NA,NA,NA,NA,2,NA,6,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1750,NA,NA,0,NA,1,0,"Neotropical",2
"Peropteryx leucoptera","Peropteryx leucoptera","Peropteryx_leucoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_leucoptera",0,0,0,"drop","drop",0,"yes","Peropteryx leucoptera",12.8,NA,64,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Neotropical",2
"Peropteryx macrotis","Peropteryx macrotis","Peropteryx_macrotis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_macrotis",1,6,0,"keep","keep",1,"yes","Peropteryx macrotis",230.99,0.157,53,43.5,7081,NA,NA,NA,NA,129.27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Peropteryx pallidoptera","Peropteryx pallidoptera","Peropteryx_pallidoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Peropteryx pallidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,400,150,250,NA,NA,NA,NA,"Neotropical",1
"Peropteryx trinitatis","Peropteryx trinitatis","Peropteryx_trinitatis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_trinitatis",0,0,0,"drop","drop",1,"yes","Peropteryx trinitatis",5.68,NA,53,NA,7081,NA,NA,NA,NA,129.27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",2
"Pharotis imogene","Pharotis imogene","Pharotis_imogene","Pharotis","VESPERTILIONIDAE","Yangochiroptera","Pharotis_imogene",0,0,0,"drop","drop",0,"yes","Pharotis imogene",8.1,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"S",1,0,0,0,1,100,0,100,NA,NA,NA,NA,"Australasian",1
"Philetor brachypterus","Philetor brachypterus","Philetor_brachypterus","Philetor","VESPERTILIONIDAE","Yangochiroptera","Philetor_brachypterus",3,0,0,"keep","keep",0,"yes","Philetor brachypterus",12,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1846,585,1261,1,NA,1,0,"Indomalayan",2
"Phoniscus aerosa","Phoniscus aerosa","Phoniscus_aerosa","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_aerosa",0,0,0,"drop","drop",NA,"yes","Phoniscus aerosa",7.79,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",NA
"Phoniscus atrox","Phoniscus atrox","Phoniscus_atrox","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_atrox",0,0,0,"drop","drop",0,"yes","Phoniscus atrox",4.81,0.188,NA,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,400,0,400,0,NA,1,0,"Indomalayan",1
"Phoniscus jagorii","Phoniscus jagorii","Phoniscus_jagorii","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_jagorii",0,0,0,"drop","drop",0,"yes","Phoniscus jagorii",4.7,NA,NA,37.81,NA,NA,NA,NA,NA,125.14,NA,1,NA,NA,NA,83.7,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Australasian, Indomalayan",1
"Phoniscus papuensis","Phoniscus papuensis","Phoniscus_papuensis","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_papuensis",0,0,0,"drop","drop",0,"yes","Phoniscus papuensis",6.32,NA,NA,37.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",2
"Phylloderma stenops","Phylloderma stenops","Phylloderma_stenops","Phylloderma","PHYLLOSTOMIDAE","Yangochiroptera","Phylloderma_stenops",0,1,0,"keep","drop",NA,"yes","Phylloderma stenops",55.82,1.338,115,71.9,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,20,10,60,0,2,2,"Ar",1,0,0,0,1,2600,NA,NA,0,NA,1,0,"Neotropical",3
"Phyllonycteris aphylla","Phyllonycteris aphylla","Phyllonycteris_aphylla","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_aphylla",0,0,0,"drop","drop",0,"yes","Phyllonycteris aphylla",14.15,NA,70,46.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,30,0,70,30,0,0,0,0,0,40,30,0,0,3,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",1
"Phyllonycteris poeyi","Phyllonycteris poeyi","Phyllonycteris_poeyi","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_poeyi",0,1,0,"keep","drop",0,"yes","Phyllonycteris poeyi",15.59,NA,63.99,47.79,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,30,0,70,30,0,0,0,0,0,40,30,0,0,3,2,"Ar",1,0,0,0,1,1700,NA,NA,1,NA,1,0,"Neotropical",1
"Phyllops falcatus","Phyllops falcatus","Phyllops_falcatus","Phyllops","PHYLLOSTOMIDAE","Yangochiroptera","Phyllops_falcatus",0,1,0,"keep","drop",1,"yes","Phyllops falcatus",10.82,NA,NA,41.49,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,680,NA,NA,1,NA,1,0,"Neotropical",1
"Phyllostomus discolor","Phyllostomus discolor","Phyllostomus_discolor","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_discolor",20,85,5,"keep","keep",0,"yes","Phyllostomus discolor",40.05,0.89,97,62.5,3285,NA,NA,NA,NA,105,NA,1,NA,NA,7,NA,NA,NA,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,40,30,0,0,3,2,"S",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",4
"Phyllostomus elongatus","Phyllostomus elongatus","Phyllostomus_elongatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_elongatus",0,1,0,"keep","drop",0,"yes","Phyllostomus elongatus",35.6,0.885,NA,66,NA,NA,NA,NA,NA,121.66,NA,0.985,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,70,10,20,70,0,10,0,0,0,10,10,0,0,1,2,"S",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Phyllostomus hastatus","Phyllostomus hastatus","Phyllostomus_hastatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_hastatus",53,51,1,"keep","keep",1,"yes","Phyllostomus hastatus",82.6,1.532,128.5,83.27,6570,487.04,NA,NA,NA,120,NA,1,1,NA,15.92,72.82,59.09,NA,NA,NA,0,2,NA,NA,40,50,10,40,0,50,0,0,0,10,0,0,0,2,3,"S",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",3
"Phyllostomus latifolius","Phyllostomus latifolius","Phyllostomus_latifolius","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_latifolius",0,1,0,"keep","drop",0,"yes","Phyllostomus latifolius",134,NA,76,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,70,10,20,70,0,10,0,0,0,10,10,0,0,1,2,"S",1,0,0,0,1,500,0,500,0,NA,0,0,"Neotropical",1
"Pipistrellus abramus","Pipistrellus abramus","Pipistrellus_abramus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_abramus",69,37,8,"keep","keep",1,"yes","Pipistrellus abramus",5.395,NA,NA,33.91,1061.542,NA,NA,NA,NA,71.48,NA,2.195,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan, Palearctic",6
"Pipistrellus adamsi","Pipistrellus adamsi","Pipistrellus_adamsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_adamsi",0,0,0,"drop","drop",0,"yes","Pipistrellus adamsi",3.34,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",2
"Pipistrellus aero","Pipistrellus aero","Pipistrellus_aero","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_aero",0,0,0,"drop","drop",NA,"yes","Pipistrellus aero",5.14,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Pipistrellus alaschanicus","Pipistrellus alaschanicus","Pipistrellus_alaschanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,2,0,0,"keep","keep",1,"yes","Pipistrellus alaschanicus",8.2,NA,48,NA,456.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",2
"Pipistrellus angulatus","Pipistrellus angulatus","Pipistrellus_angulatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_angulatus",0,0,0,"drop","drop",1,"yes","Pipistrellus angulatus",3.35,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,2400,0,2400,1,NA,1,0,"Australasian",3
"Pipistrellus anthonyi","Pipistrellus anthonyi","Pipistrellus_anthonyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Pipistrellus anthonyi",8.41,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
"Pipistrellus arabicus","Pipistrellus arabicus","Pipistrellus_arabicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Pipistrellus arabicus",3.17,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",3
"Pipistrellus ariel","Pipistrellus ariel","Pipistrellus_ariel","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Pipistrellus ariel",3.4,NA,NA,29.745,NA,NA,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical, Palearctic",3
"Pipistrellus cadornae","Pipistrellus cadornae","Pipistrellus_cadornae","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Pipistrellus cadornae",6.69,NA,48,34.99,456.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1000,NA,NA,NA,NA,NA,NA,"Indomalayan",2
"Pipistrellus ceylonicus","Pipistrellus ceylonicus","Pipistrellus_ceylonicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_ceylonicus",3,2,2,"keep","keep",1,"yes","Pipistrellus ceylonicus",8.05,0.182,NA,41.49,NA,280.56,280.56,NA,332.88,52.32,NA,1.99,1,NA,1.26,27.5,4.19,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2153,0,2153,NA,NA,NA,NA,"Indomalayan",3
"Pipistrellus collinus","Pipistrellus collinus","Pipistrellus_collinus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_collinus",0,0,0,"drop","drop",0,"yes","Pipistrellus collinus",3.48,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,2900,700,2200,1,NA,0,0,"Australasian",2
"Pipistrellus coromandra","Pipistrellus coromandra","Pipistrellus_coromandra","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_coromandra",7,3,1,"keep","keep",1,"yes","Pipistrellus coromandra",4.59,0.105,NA,30.5,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2769,100,2669,NA,NA,NA,NA,"Indomalayan",3
"Pipistrellus crassulus","Pipistrellus crassulus","Pipistrellus_crassulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,3,0,0,"keep","keep",NA,"yes","Pipistrellus crassulus",6.09,0.132,NA,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1
"Pipistrellus eisentrauti","Pipistrellus eisentrauti","Pipistrellus_eisentrauti","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Pipistrellus eisentrauti",6.11,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Pipistrellus endoi","Pipistrellus endoi","Pipistrellus_endoi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_endoi",0,0,0,"drop","drop",1,"yes","Pipistrellus endoi",5.14,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,100,1400,1,NA,0,0,"Palearctic",2
"Pipistrellus hanaki","Pipistrellus hanaki","Pipistrellus_hanaki","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Pipistrellus hanaki",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",2
"Pipistrellus hesperidus","Pipistrellus hesperidus","Pipistrellus_hesperidus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperidus",11,3,0,"keep","keep",0,"yes","Pipistrellus hesperidus",6,NA,46.495,NA,2920,NA,NA,NA,NA,NA,NA,1.355,1,364.75,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Pipistrellus imbricatus","Pipistrellus imbricatus","Pipistrellus_imbricatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Pipistrellus imbricatus",6.29,0.137,NA,34.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,400,0,400,NA,NA,NA,NA,"Australasian, Indomalayan",1
"Pipistrellus inexspectatus","Pipistrellus inexspectatus","Pipistrellus_inexspectatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_inexspectatus",0,0,0,"drop","drop",NA,"yes","Pipistrellus inexspectatus",4.91,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Afrotropical",2
"Pipistrellus javanicus","Pipistrellus javanicus","Pipistrellus_javanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_javanicus",0,4,1,"keep","keep",1,"yes","Pipistrellus javanicus",4.92,0.108,NA,32.72,1061.542,NA,NA,NA,NA,71.48,NA,2.29,NA,NA,0.98,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2380,0,2380,0,NA,1,0,"Indomalayan",3
"Pipistrellus joffrei","Pipistrellus joffrei","Pipistrellus_joffrei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Pipistrellus joffrei",9.05,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
