"species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete"
"Scotophilus leucogaster","Scotophilus_leucogaster","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_leucogaster",18,3,0,"keep","keep",0,"yes"
"Scotophilus livingstonii","Scotophilus_livingstonii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Scotophilus marovaza","Scotophilus_marovaza","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Scotophilus nigrita","Scotophilus_nigrita","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nigrita",7,0,0,"keep","keep",1,"yes"
"Scotophilus nucella","Scotophilus_nucella","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nucella",0,0,0,"drop","drop",NA,"yes"
"Scotophilus nux","Scotophilus_nux","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nux",4,0,0,"keep","keep",NA,"yes"
"Scotophilus robustus","Scotophilus_robustus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_robustus",0,1,0,"keep","drop",1,"yes"
"Scotophilus tandrefana","Scotophilus_tandrefana","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Scotophilus trujilloi","Scotophilus_trujilloi","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Scotophilus viridis","Scotophilus_viridis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_viridis",0,0,0,"drop","drop",0,"yes"
"Scotorepens balstoni","Scotorepens_balstoni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_balstoni",0,1,0,"keep","drop",1,"yes"
"Scotorepens greyii","Scotorepens_greyii","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_greyii",0,0,0,"drop","drop",1,"yes"
"Scotorepens orion","Scotorepens_orion","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_orion",0,0,0,"drop","drop",1,"yes"
"Scotorepens sanborni","Scotorepens_sanborni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_sanborni",0,0,0,"drop","drop",1,"yes"
"Scotozous dormeri","Scotozous_dormeri","Scotozous","VESPERTILIONIDAE","Yangochiroptera","Scotozous_dormeri",0,1,0,"keep","drop",NA,"yes"
"Sphaerias blanfordi","Sphaerias_blanfordi","Sphaerias","PTEROPODIDAE","Yinpterochiroptera","Sphaerias_blanfordi",0,0,0,"drop","drop",0,"yes"
"Sphaeronycteris toxophyllum","Sphaeronycteris_toxophyllum","Sphaeronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Sphaeronycteris_toxophyllum",0,0,0,"drop","drop",0,"yes"
"Stenoderma rufum","Stenoderma_rufum","Stenoderma","PHYLLOSTOMIDAE","Yangochiroptera","Stenoderma_rufum",0,2,0,"keep","drop",0,"yes"
"Sturnira angeli","Sturnira_angeli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Sturnira aratathomasi","Sturnira_aratathomasi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_aratathomasi",0,1,0,"keep","drop",NA,"yes"
"Sturnira bakeri","Sturnira_bakeri","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,2,0,"keep","drop",NA,"yes"
"Sturnira bidens","Sturnira_bidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bidens",0,0,0,"drop","drop",0,"yes"
"Sturnira bogotensis","Sturnira_bogotensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bogotensis",0,0,0,"drop","drop",NA,"yes"
"Sturnira burtonlimi","Sturnira_burtonlimi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,3,0,"keep","drop",NA,"yes"
"Sturnira erythromos","Sturnira_erythromos","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_erythromos",5,1,0,"keep","keep",0,"yes"
"Sturnira hondurensis","Sturnira_hondurensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,2,0,"keep","drop",0,"yes"
"Sturnira koopmanhilli","Sturnira_koopmanhilli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Sturnira lilium","Sturnira_lilium","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_lilium",113,58,9,"keep","keep",1,"yes"
"Sturnira ludovici","Sturnira_ludovici","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_ludovici",6,2,0,"keep","keep",1,"yes"
"Sturnira luisi","Sturnira_luisi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_luisi",0,1,0,"keep","drop",NA,"yes"
"Sturnira magna","Sturnira_magna","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_magna",0,0,0,"drop","drop",0,"yes"
"Sturnira mistratensis","Sturnira_mistratensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mistratensis",0,0,0,"drop","drop",NA,"yes"
"Sturnira mordax","Sturnira_mordax","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mordax",0,0,0,"drop","drop",NA,"yes"
"Sturnira nana","Sturnira_nana","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_nana",0,0,0,"drop","drop",NA,"yes"
"Sturnira oporaphilum","Sturnira_oporaphilum","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_oporaphilum",0,1,0,"keep","drop",NA,"yes"
"Sturnira parvidens","Sturnira_parvidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,2,9,1,"keep","keep",0,"yes"
"Sturnira paulsoni","Sturnira_paulsoni","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Sturnira perla","Sturnira_perla","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Sturnira sorianoi","Sturnira_sorianoi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Sturnira tildae","Sturnira_tildae","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_tildae",7,0,0,"keep","keep",0,"yes"
"Styloctenium mindorensis","Styloctenium_mindorensis","Styloctenium","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Styloctenium wallacei","Styloctenium_wallacei","Styloctenium","PTEROPODIDAE","Yinpterochiroptera","Styloctenium_wallacei",0,0,0,"drop","drop",NA,"yes"
"Submyotodon latirostris","Submyotodon_latirostris","Submyotodon","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes"
"Syconycteris australis","Syconycteris_australis","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_australis",5,5,0,"keep","keep",0,"yes"
"Syconycteris carolinae","Syconycteris_carolinae","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_carolinae",0,0,0,"drop","drop",NA,"yes"
"Syconycteris hobbit","Syconycteris_hobbit","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_hobbit",0,0,0,"drop","drop",NA,"yes"
"Tadarida aegyptiaca","Tadarida_aegyptiaca","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_aegyptiaca",0,2,0,"keep","drop",1,"yes"
"Tadarida australis","Tadarida_australis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_australis",0,2,0,"keep","drop",1,"yes"
"Tadarida brasiliensis","Tadarida_brasiliensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_brasiliensis",516,177,50,"keep","keep",1,"yes"
"Tadarida fulminans","Tadarida_fulminans","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_fulminans",0,0,0,"drop","drop",0,"yes"
"Tadarida insignis","Tadarida_insignis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_insignis",0,0,0,"drop","drop",1,"yes"
"Tadarida jobimena","Tadarida_jobimena","Tadarida","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Tadarida kuboriensis","Tadarida_kuboriensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_kuboriensis",0,0,0,"drop","drop",0,"yes"
"Tadarida latouchei","Tadarida_latouchei","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_latouchei",0,1,0,"keep","drop",0,"yes"
"Tadarida lobata","Tadarida_lobata","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_lobata",0,0,0,"drop","drop",0,"yes"
"Tadarida teniotis","Tadarida_teniotis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_teniotis",21,18,6,"keep","keep",1,"yes"
"Tadarida ventralis","Tadarida_ventralis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_ventralis",0,0,0,"drop","drop",1,"yes"
"Taphozous achates","Taphozous_achates","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_achates",0,0,0,"drop","drop",0,"yes"
"Taphozous australis","Taphozous_australis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_australis",0,0,0,"drop","drop",1,"yes"
"Taphozous georgianus","Taphozous_georgianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_georgianus",0,6,0,"keep","drop",1,"yes"
"Taphozous hamiltoni","Taphozous_hamiltoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hamiltoni",0,0,0,"drop","drop",0,"yes"
"Taphozous hildegardeae","Taphozous_hildegardeae","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hildegardeae",0,0,0,"drop","drop",0,"yes"
"Taphozous hilli","Taphozous_hilli","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hilli",0,0,0,"drop","drop",1,"yes"
"Taphozous kapalgensis","Taphozous_kapalgensis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_kapalgensis",0,0,0,"drop","drop",0,"yes"
"Taphozous longimanus","Taphozous_longimanus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_longimanus",4,11,0,"keep","keep",1,"yes"
"Taphozous mauritianus","Taphozous_mauritianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_mauritianus",18,3,0,"keep","keep",1,"yes"
"Taphozous melanopogon","Taphozous_melanopogon","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_melanopogon",253,24,4,"keep","keep",1,"yes"
"Taphozous nudiventris","Taphozous_nudiventris","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_nudiventris",0,7,0,"keep","drop",1,"yes"
"Taphozous perforatus","Taphozous_perforatus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_perforatus",26,6,3,"keep","keep",1,"yes"
"Taphozous theobaldi","Taphozous_theobaldi","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_theobaldi",7,1,0,"keep","keep",0,"yes"
"Taphozous troughtoni","Taphozous_troughtoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_troughtoni",0,0,0,"drop","drop",1,"yes"
"Thoopterus nigrescens","Thoopterus_nigrescens","Thoopterus","PTEROPODIDAE","Yinpterochiroptera","Thoopterus_nigrescens",1,0,0,"keep","keep",NA,"yes"
"Thoopterus suhaniahae","Thoopterus_suhaniahae","Thoopterus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Thyroptera devivoi","Thyroptera_devivoi","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Thyroptera discifera","Thyroptera_discifera","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_discifera",0,0,0,"drop","drop",0,"yes"
"Thyroptera lavali","Thyroptera_lavali","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_lavali",0,1,0,"keep","drop",0,"yes"
"Thyroptera tricolor","Thyroptera_tricolor","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_tricolor",0,12,0,"keep","drop",0,"yes"
"Thyroptera wynneae","Thyroptera_wynneae","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Tomopeas ravus","Tomopeas_ravus","Tomopeas","MOLOSSIDAE","Yangochiroptera","Tomopeas_ravus",0,1,0,"keep","drop",0,"yes"
"Tonatia bidens","Tonatia_bidens","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_bidens",4,1,0,"keep","keep",1,"yes"
"Tonatia saurophila","Tonatia_saurophila","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_saurophila",0,4,0,"keep","drop",0,"yes"
"Trachops cirrhosus","Trachops_cirrhosus","Trachops","PHYLLOSTOMIDAE","Yangochiroptera","Trachops_cirrhosus",5,27,0,"keep","keep",1,"yes"
"Triaenops afer","Triaenops_afer","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,71,2,2,"keep","keep",1,"yes"
"Triaenops menamena","Triaenops_menamena","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,33,0,0,"keep","keep",1,"yes"
"Triaenops parvus","Triaenops_parvus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Triaenops persicus","Triaenops_persicus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_persicus",140,3,1,"keep","keep",1,"yes"
"Triaenops rufus","Triaenops_rufus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_rufus",0,0,0,"drop","drop",0,"yes"
"Trinycteris nicefori","Trinycteris_nicefori","Trinycteris","PHYLLOSTOMIDAE","Yangochiroptera","Trinycteris_nicefori",0,1,0,"keep","drop",1,"yes"
"Tylonycteris pachypus","Tylonycteris_pachypus","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera","Tylonycteris_pachypus",127,14,6,"keep","keep",0,"yes"
"Tylonycteris pygmaeus","Tylonycteris_pygmaeus","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Tylonycteris robustula","Tylonycteris_robustula","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera","Tylonycteris_robustula",11,5,1,"keep","keep",0,"yes"
"Uroderma bakeri","Uroderma_bakeri","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Uroderma bilobatum","Uroderma_bilobatum","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera","Uroderma_bilobatum",49,19,3,"keep","keep",0,"yes"
"Uroderma magnirostrum","Uroderma_magnirostrum","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera","Uroderma_magnirostrum",0,3,0,"keep","drop",0,"yes"
"Vampyressa bidens","Vampyressa_bidens","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_bidens",0,1,0,"keep","drop",0,"yes"
"Vampyressa brocki","Vampyressa_brocki","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_brocki",0,0,0,"drop","drop",NA,"yes"
"Vampyressa elisabethae","Vampyressa_elisabethae","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Vampyressa melissa","Vampyressa_melissa","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_melissa",0,0,0,"drop","drop",NA,"yes"
"Vampyressa nymphaea","Vampyressa_nymphaea","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_nymphaea",0,0,0,"drop","drop",0,"yes"
"Vampyressa pusilla","Vampyressa_pusilla","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_pusilla",0,1,0,"keep","drop",0,"yes"
"Vampyressa sinchi","Vampyressa_sinchi","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Vampyressa thyone","Vampyressa_thyone","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_thyone",0,0,0,"drop","drop",0,"yes"
"Vampyrodes caraccioli","Vampyrodes_caraccioli","Vampyrodes","PHYLLOSTOMIDAE","Yangochiroptera","Vampyrodes_caraccioli",9,1,0,"keep","keep",0,"yes"
"Vampyrum spectrum","Vampyrum_spectrum","Vampyrum","PHYLLOSTOMIDAE","Yangochiroptera","Vampyrum_spectrum",0,3,0,"keep","drop",1,"yes"
"Vespadelus baverstocki","Vespadelus_baverstocki","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_baverstocki",0,0,0,"drop","drop",1,"yes"
"Vespadelus caurinus","Vespadelus_caurinus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_caurinus",0,0,0,"drop","drop",1,"yes"
"Vespadelus darlingtoni","Vespadelus_darlingtoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_darlingtoni",0,0,0,"drop","drop",1,"yes"
"Vespadelus douglasorum","Vespadelus_douglasorum","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_douglasorum",0,0,0,"drop","drop",1,"yes"
"Vespadelus finlaysoni","Vespadelus_finlaysoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_finlaysoni",0,0,0,"drop","drop",1,"yes"
"Vespadelus pumilus","Vespadelus_pumilus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_pumilus",2,1,0,"keep","keep",0,"yes"
"Vespadelus regulus","Vespadelus_regulus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_regulus",14,1,0,"keep","keep",1,"yes"
"Vespadelus troughtoni","Vespadelus_troughtoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_troughtoni",0,0,0,"drop","drop",1,"yes"
"Vespadelus vulturnus","Vespadelus_vulturnus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_vulturnus",1,4,0,"keep","keep",0,"yes"
"Vespertilio murinus","Vespertilio_murinus","Vespertilio","VESPERTILIONIDAE","Yangochiroptera","Vespertilio_murinus",26,15,5,"keep","keep",1,"yes"
"Vespertilio sinensis","Vespertilio_sinensis","Vespertilio","VESPERTILIONIDAE","Yangochiroptera","Vespertilio_sinensis",89,10,0,"keep","keep",1,"yes"
"Xeronycteris vieirai","Xeronycteris_vieirai","Xeronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,1,0,0,"keep","keep",0,"yes"
