"","tip","species","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","Synurbic","filter","vfilter"
"643","Myotis_dasycneme","Myotis dasycneme","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dasycneme",57,19,8,NA,"keep","keep"
"644","Myotis_daubentonii","Myotis daubentonii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii",361,91,36,0,"keep","keep"
"645","Myotis_davidii","Myotis davidii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii",56,17,7,NA,"keep","keep"
"646","Myotis_dieteri","Myotis dieteri","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"647","Myotis_diminutus","Myotis diminutus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"648","Myotis_dinellii","Myotis dinellii","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"649","Myotis_dominicensis","Myotis dominicensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dominicensis",0,0,0,NA,"drop","drop"
"650","Myotis_elegans","Myotis elegans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_elegans",0,0,0,NA,"drop","drop"
"651","Myotis_emarginatus","Myotis emarginatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus",71,10,3,NA,"keep","keep"
"652","Myotis_escalerai","Myotis escalerai","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,5,3,0,NA,"keep","keep"
"653","Myotis_evotis","Myotis evotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_evotis",46,6,2,NA,"keep","keep"
"654","Myotis_fimbriatus","Myotis fimbriatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fimbriatus",76,4,0,NA,"keep","keep"
"655","Myotis_findleyi","Myotis findleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_findleyi",0,0,0,NA,"drop","drop"
"656","Myotis_flavus","Myotis flavus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,1,0,0,NA,"keep","keep"
"657","Myotis_formosus","Myotis formosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_formosus",1,2,1,NA,"keep","keep"
"658","Myotis_fortidens","Myotis fortidens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fortidens",0,0,0,NA,"drop","drop"
"659","Myotis_frater","Myotis frater","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_frater",2,4,0,NA,"keep","keep"
"660","Myotis_gomantongensis","Myotis gomantongensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_gomantongensis",0,0,0,NA,"drop","drop"
"661","Myotis_goudoti","Myotis goudoti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_goudoti",10,5,0,NA,"keep","keep"
"662","Myotis_grisescens","Myotis grisescens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_grisescens",3,9,0,NA,"keep","keep"
"663","Myotis_hajastanicus","Myotis hajastanicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hajastanicus",0,1,0,NA,"keep","drop"
"664","Myotis_handleyi","Myotis handleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"665","Myotis_hasseltii","Myotis hasseltii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hasseltii",0,0,0,NA,"drop","drop"
"666","Myotis_hermani","Myotis hermani","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hermani",0,0,0,NA,"drop","drop"
"667","Myotis_horsfieldii","Myotis horsfieldii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_horsfieldii",86,3,3,NA,"keep","keep"
"668","Myotis_ikonnikovi","Myotis ikonnikovi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ikonnikovi",3,4,0,NA,"keep","keep"
"669","Myotis_insularum","Myotis insularum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_insularum",0,0,0,NA,"drop","drop"
"670","Myotis_izecksohni","Myotis izecksohni","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"671","Myotis_keaysi","Myotis keaysi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keaysi",5,2,0,NA,"keep","keep"
"672","Myotis_keenii","Myotis keenii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keenii",23,3,1,NA,"keep","keep"
"673","Myotis_laniger","Myotis laniger","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_laniger",9,1,0,NA,"keep","keep"
"674","Myotis_lavali","Myotis lavali","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,3,1,NA,"keep","keep"
"675","Myotis_leibii","Myotis leibii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_leibii",6,2,0,NA,"keep","keep"
"676","Myotis_levis","Myotis levis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_levis",11,5,0,NA,"keep","keep"
"677","Myotis_longipes","Myotis longipes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_longipes",8,0,0,NA,"keep","keep"
"678","Myotis_lucifugus","Myotis lucifugus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_lucifugus",142,381,29,0,"keep","keep"
"679","Myotis_macrodactylus","Myotis macrodactylus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrodactylus",39,12,3,NA,"keep","keep"
"680","Myotis_macropus","Myotis macropus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macropus",8,2,1,NA,"keep","keep"
"681","Myotis_macrotarsus","Myotis macrotarsus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrotarsus",0,0,0,NA,"drop","drop"
"682","Myotis_martiniquensis","Myotis martiniquensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_martiniquensis",0,0,0,NA,"drop","drop"
"683","Myotis_melanorhinus","Myotis melanorhinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_melanorhinus",0,0,0,NA,"drop","drop"
"684","Myotis_midastactus","Myotis midastactus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,NA,"keep","drop"
"685","Myotis_moluccarum","Myotis moluccarum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_moluccarum",0,0,0,NA,"drop","drop"
"686","Myotis_montivagus","Myotis montivagus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_montivagus",0,1,0,NA,"keep","drop"
"687","Myotis_morrisi","Myotis morrisi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_morrisi",0,0,0,NA,"drop","drop"
"688","Myotis_muricola","Myotis muricola","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_muricola",2,1,0,NA,"keep","keep"
"689","Myotis_myotis","Myotis myotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_myotis",107,224,26,0,"keep","keep"
"690","Myotis_mystacinus","Myotis mystacinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_mystacinus",38,20,1,NA,"keep","keep"
"691","Myotis_nattereri","Myotis nattereri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nattereri",106,49,14,0,"keep","keep"
"692","Myotis_nesopolus","Myotis nesopolus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nesopolus",0,1,0,NA,"keep","drop"
"693","Myotis_nigricans","Myotis nigricans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nigricans",114,30,4,0,"keep","keep"
"694","Myotis_nipalensis","Myotis nipalensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nipalensis",0,0,0,NA,"drop","drop"
"695","Myotis_occultus","Myotis occultus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_occultus",0,1,1,NA,"keep","keep"
"696","Myotis_oreias","Myotis oreias","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oreias",0,0,0,NA,"drop","drop"
"697","Myotis_oxyotus","Myotis oxyotus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oxyotus",7,2,0,NA,"keep","keep"
"698","Myotis_peninsularis","Myotis peninsularis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_peninsularis",0,0,0,NA,"drop","drop"
"699","Myotis_pequinius","Myotis pequinius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pequinius",45,4,2,NA,"keep","keep"
"700","Myotis_petax","Myotis petax","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,25,8,3,NA,"keep","keep"
"701","Myotis_phanluongi","Myotis phanluongi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"702","Myotis_pilosus","Myotis pilosus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,257,2,0,NA,"keep","keep"
"703","Myotis_planiceps","Myotis planiceps","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_planiceps",0,0,0,NA,"drop","drop"
"704","Myotis_pruinosus","Myotis pruinosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pruinosus",0,2,0,NA,"keep","drop"
"705","Myotis_punicus","Myotis punicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_punicus",7,2,0,NA,"keep","keep"
"706","Myotis_ridleyi","Myotis ridleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ridleyi",0,0,0,NA,"drop","drop"
"707","Myotis_riparius","Myotis riparius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_riparius",10,7,1,NA,"keep","keep"
"708","Myotis_rosseti","Myotis rosseti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_rosseti",0,0,0,NA,"drop","drop"
"709","Myotis_ruber","Myotis ruber","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ruber",0,2,0,NA,"keep","drop"
"710","Myotis_rufopictus","Myotis rufopictus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"711","Myotis_schaubi","Myotis schaubi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_schaubi",0,0,0,NA,"drop","drop"
"712","Myotis_scotti","Myotis scotti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_scotti",0,0,0,NA,"drop","drop"
"713","Myotis_secundus","Myotis secundus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"714","Myotis_septentrionalis","Myotis septentrionalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_septentrionalis",27,21,0,NA,"keep","keep"
"715","Myotis_sicarius","Myotis sicarius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sicarius",0,0,0,NA,"drop","drop"
"716","Myotis_siligorensis","Myotis siligorensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_siligorensis",9,2,0,NA,"keep","keep"
"717","Myotis_simus","Myotis simus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_simus",0,2,0,NA,"keep","drop"
"718","Myotis_sodalis","Myotis sodalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sodalis",0,18,0,NA,"keep","drop"
"719","Myotis_soror","Myotis soror","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"720","Myotis_stalkeri","Myotis stalkeri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_stalkeri",0,0,0,NA,"drop","drop"
"721","Myotis_thysanodes","Myotis thysanodes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_thysanodes",7,9,1,NA,"keep","keep"
"722","Myotis_tricolor","Myotis tricolor","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_tricolor",0,3,0,0,"keep","drop"
"723","Myotis_velifer","Myotis velifer","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_velifer",44,27,3,0,"keep","keep"
"724","Myotis_vivesi","Myotis vivesi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_vivesi",0,9,0,NA,"keep","drop"
"725","Myotis_volans","Myotis volans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_volans",18,8,2,NA,"keep","keep"
"726","Myotis_welwitschii","Myotis welwitschii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_welwitschii",1,0,0,NA,"keep","keep"
"727","Myotis_yanbarensis","Myotis yanbarensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yanbarensis",0,1,0,NA,"keep","drop"
"728","Myotis_yumanensis","Myotis yumanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yumanensis",62,9,0,NA,"keep","keep"
"729","Mystacina_robusta","Mystacina robusta","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_robusta",0,0,0,NA,"drop","drop"
"730","Mystacina_tuberculata","Mystacina tuberculata","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_tuberculata",23,18,3,NA,"keep","keep"
"731","Myzopoda_aurita","Myzopoda aurita","Myzopoda","MYZOPODIDAE","Yangochiroptera","Myzopoda_aurita",0,1,0,NA,"keep","drop"
"732","Myzopoda_schliemanni","Myzopoda schliemanni","Myzopoda","MYZOPODIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"733","Nanonycteris_veldkampii","Nanonycteris veldkampii","Nanonycteris","PTEROPODIDAE","Yinpterochiroptera","Nanonycteris_veldkampii",2,1,1,NA,"keep","keep"
"734","Natalus_espiritosantensis","Natalus espiritosantensis","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"735","Natalus_jamaicensis","Natalus jamaicensis","Natalus","NATALIDAE","Yangochiroptera","Natalus_jamaicensis",0,0,0,NA,"drop","drop"
"736","Natalus_lanatus","Natalus lanatus","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"737","Natalus_major","Natalus major","Natalus","NATALIDAE","Yangochiroptera","Natalus_major",0,0,0,NA,"drop","drop"
"738","Natalus_mexicanus","Natalus mexicanus","Natalus","NATALIDAE","Yangochiroptera",NA,0,1,0,NA,"keep","drop"
"739","Natalus_primus","Natalus primus","Natalus","NATALIDAE","Yangochiroptera","Natalus_primus",0,0,0,NA,"drop","drop"
"740","Natalus_saturatus","Natalus saturatus","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"741","Natalus_stramineus","Natalus stramineus","Natalus","NATALIDAE","Yangochiroptera","Natalus_stramineus",5,4,1,NA,"keep","keep"
"742","Natalus_tumidirostris","Natalus tumidirostris","Natalus","NATALIDAE","Yangochiroptera","Natalus_tumidirostris",16,2,0,NA,"keep","keep"
"743","Neonycteris_pusilla","Neonycteris pusilla","Neonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Neonycteris_pusilla",0,0,0,NA,"drop","drop"
"744","Neopteryx_frosti","Neopteryx frosti","Neopteryx","PTEROPODIDAE","Yinpterochiroptera","Neopteryx_frosti",0,0,0,NA,"drop","drop"
"745","Neoromicia_brunnea","Neoromicia brunnea","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,1,0,0,NA,"keep","keep"
"746","Neoromicia_capensis","Neoromicia capensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_capensis",17,5,4,NA,"keep","keep"
"747","Neoromicia_flavescens","Neoromicia flavescens","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_flavescens",0,0,0,NA,"drop","drop"
"748","Neoromicia_guineensis","Neoromicia guineensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_guineensis",0,0,0,NA,"drop","drop"
"749","Neoromicia_helios","Neoromicia helios","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_helios",5,0,0,NA,"keep","keep"
"750","Neoromicia_malagasyensis","Neoromicia malagasyensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"751","Neoromicia_matroka","Neoromicia matroka","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,NA,"keep","drop"
"752","Neoromicia_melckorum","Neoromicia melckorum","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_melckorum",0,0,0,NA,"drop","drop"
"753","Neoromicia_nana","Neoromicia nana","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,17,5,1,1,"keep","keep"
"754","Neoromicia_rendalli","Neoromicia rendalli","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_rendalli",0,1,0,NA,"keep","drop"
"755","Neoromicia_robertsi","Neoromicia robertsi","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"756","Neoromicia_roseveari","Neoromicia roseveari","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"757","Neoromicia_somalica","Neoromicia somalica","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"758","Neoromicia_tenuipinnis","Neoromicia tenuipinnis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_tenuipinnis",8,0,0,NA,"keep","keep"
"759","Neoromicia_zuluensis","Neoromicia zuluensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_zuluensis",0,0,0,NA,"drop","drop"
"760","Noctilio_albiventris","Noctilio albiventris","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_albiventris",0,22,1,0,"keep","keep"
"761","Noctilio_leporinus","Noctilio leporinus","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_leporinus",1,20,0,0,"keep","keep"
"762","Notopteris_macdonaldi","Notopteris macdonaldi","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_macdonaldi",0,0,0,NA,"drop","drop"
"763","Notopteris_neocaledonica","Notopteris neocaledonica","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_neocaledonica",0,0,0,NA,"drop","drop"
"764","Nyctalus_aviator","Nyctalus aviator","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_aviator",0,2,0,NA,"keep","drop"
"765","Nyctalus_azoreum","Nyctalus azoreum","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_azoreum",0,3,0,NA,"keep","drop"
"766","Nyctalus_furvus","Nyctalus furvus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_furvus",0,0,0,NA,"drop","drop"
"767","Nyctalus_lasiopterus","Nyctalus lasiopterus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_lasiopterus",42,10,1,NA,"keep","keep"
"768","Nyctalus_leisleri","Nyctalus leisleri","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_leisleri",25,13,1,NA,"keep","keep"
"769","Nyctalus_montanus","Nyctalus montanus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_montanus",0,0,0,NA,"drop","drop"
"770","Nyctalus_noctula","Nyctalus noctula","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_noctula",91,66,13,1,"keep","keep"
"771","Nyctalus_plancyi","Nyctalus plancyi","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_plancyi",11,9,0,NA,"keep","keep"
"772","Nycteris_arge","Nycteris arge","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_arge",0,0,0,0,"drop","drop"
"773","Nycteris_aurita","Nycteris aurita","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_aurita",0,0,0,NA,"drop","drop"
"774","Nycteris_gambiensis","Nycteris gambiensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_gambiensis",0,0,0,NA,"drop","drop"
"775","Nycteris_grandis","Nycteris grandis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_grandis",0,1,0,0,"keep","drop"
"776","Nycteris_hispida","Nycteris hispida","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_hispida",5,3,0,NA,"keep","keep"
"777","Nycteris_intermedia","Nycteris intermedia","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_intermedia",0,0,0,NA,"drop","drop"
"778","Nycteris_javanica","Nycteris javanica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_javanica",0,1,0,NA,"keep","drop"
"779","Nycteris_macrotis","Nycteris macrotis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_macrotis",2,1,0,0,"keep","keep"
"780","Nycteris_madagascariensis","Nycteris madagascariensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_madagascariensis",0,0,0,NA,"drop","drop"
"781","Nycteris_major","Nycteris major","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_major",0,0,0,NA,"drop","drop"
"782","Nycteris_nana","Nycteris nana","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_nana",0,1,1,NA,"keep","keep"
"783","Nycteris_parisii","Nycteris parisii","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_parisii",0,0,0,NA,"drop","drop"
"784","Nycteris_thebaica","Nycteris thebaica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_thebaica",32,9,1,1,"keep","keep"
"785","Nycteris_tragata","Nycteris tragata","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_tragata",0,0,0,NA,"drop","drop"
"786","Nycteris_vinsoni","Nycteris vinsoni","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_vinsoni",0,0,0,NA,"drop","drop"
"787","Nycteris_woodi","Nycteris woodi","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_woodi",0,0,0,NA,"drop","drop"
"788","Nycticeinops_schlieffeni","Nycticeinops schlieffeni","Nycticeinops","VESPERTILIONIDAE","Yangochiroptera","Nycticeinops_schlieffeni",0,0,0,NA,"drop","drop"
"789","Nycticeius_aenobarbus","Nycticeius aenobarbus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_aenobarbus",0,0,0,NA,"drop","drop"
"790","Nycticeius_cubanus","Nycticeius cubanus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_cubanus",0,0,0,NA,"drop","drop"
"791","Nycticeius_humeralis","Nycticeius humeralis","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_humeralis",15,11,2,NA,"keep","keep"
"792","Nyctiellus_lepidus","Nyctiellus lepidus","Nyctiellus","NATALIDAE","Yangochiroptera","Nyctiellus_lepidus",0,0,0,NA,"drop","drop"
"793","Nyctimene_aello","Nyctimene aello","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_aello",0,0,0,NA,"drop","drop"
"794","Nyctimene_albiventer","Nyctimene albiventer","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_albiventer",0,0,0,NA,"drop","drop"
"795","Nyctimene_cephalotes","Nyctimene cephalotes","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cephalotes",1,0,0,NA,"keep","keep"
"796","Nyctimene_certans","Nyctimene certans","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_certans",0,0,0,NA,"drop","drop"
"797","Nyctimene_cyclotis","Nyctimene cyclotis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cyclotis",0,0,0,NA,"drop","drop"
"798","Nyctimene_draconilla","Nyctimene draconilla","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_draconilla",0,0,0,NA,"drop","drop"
"799","Nyctimene_keasti","Nyctimene keasti","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_keasti",0,0,0,NA,"drop","drop"
"800","Nyctimene_major","Nyctimene major","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_major",0,0,0,NA,"drop","drop"
"801","Nyctimene_malaitensis","Nyctimene malaitensis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_malaitensis",0,0,0,NA,"drop","drop"
"802","Nyctimene_masalai","Nyctimene masalai","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_masalai",0,0,0,NA,"drop","drop"
"803","Nyctimene_minutus","Nyctimene minutus","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_minutus",0,0,0,NA,"drop","drop"
"804","Nyctimene_rabori","Nyctimene rabori","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_rabori",0,0,0,NA,"drop","drop"
"805","Nyctimene_robinsoni","Nyctimene robinsoni","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_robinsoni",0,2,0,NA,"keep","drop"
"806","Nyctimene_sanctacrucis","Nyctimene sanctacrucis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_sanctacrucis",0,0,0,NA,"drop","drop"
"807","Nyctimene_vizcaccia","Nyctimene vizcaccia","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_vizcaccia",0,0,0,NA,"drop","drop"
"808","Nyctinomops_aurispinosus","Nyctinomops aurispinosus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_aurispinosus",0,0,0,NA,"drop","drop"
"809","Nyctinomops_femorosaccus","Nyctinomops femorosaccus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_femorosaccus",0,1,0,NA,"keep","drop"
"810","Nyctinomops_kalinowskii","Nyctinomops kalinowskii","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Mormopterus_kalinowskii",0,0,0,NA,"drop","drop"
"811","Nyctinomops_laticaudatus","Nyctinomops laticaudatus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_laticaudatus",104,17,9,NA,"keep","keep"
"812","Nyctinomops_macrotis","Nyctinomops macrotis","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_macrotis",14,9,4,NA,"keep","keep"
"813","Nyctophilus_arnhemensis","Nyctophilus arnhemensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_arnhemensis",1,0,0,NA,"keep","keep"
"814","Nyctophilus_bifax","Nyctophilus bifax","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_bifax",0,5,0,NA,"keep","drop"
"815","Nyctophilus_corbeni","Nyctophilus corbeni","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"816","Nyctophilus_geoffroyi","Nyctophilus geoffroyi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_geoffroyi",2,11,0,NA,"keep","keep"
"817","Nyctophilus_gouldi","Nyctophilus gouldi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_gouldi",2,12,0,NA,"keep","keep"
"818","Nyctophilus_heran","Nyctophilus heran","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_heran",0,0,0,NA,"drop","drop"
"819","Nyctophilus_howensis","Nyctophilus howensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_howensis",0,0,0,NA,"drop","drop"
"820","Nyctophilus_microdon","Nyctophilus microdon","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microdon",0,0,0,NA,"drop","drop"
"821","Nyctophilus_microtis","Nyctophilus microtis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microtis",0,0,0,NA,"drop","drop"
