"","tip","species","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","Synurbic","filter","vfilter"
"161","Dobsonia_exoleta","Dobsonia exoleta","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_exoleta",0,0,0,NA,"drop","drop"
"162","Dobsonia_inermis","Dobsonia inermis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_inermis",0,0,0,NA,"drop","drop"
"163","Dobsonia_minor","Dobsonia minor","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_minor",0,0,0,NA,"drop","drop"
"164","Dobsonia_moluccensis","Dobsonia moluccensis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_moluccensis",36,2,1,NA,"keep","keep"
"165","Dobsonia_pannietensis","Dobsonia pannietensis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_pannietensis",0,0,0,NA,"drop","drop"
"166","Dobsonia_peronii","Dobsonia peronii","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_peronii",0,0,0,NA,"drop","drop"
"167","Dobsonia_praedatrix","Dobsonia praedatrix","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_praedatrix",0,1,0,NA,"keep","drop"
"168","Dobsonia_viridis","Dobsonia viridis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_viridis",0,1,1,NA,"keep","keep"
"169","Dryadonycteris_capixaba","Dryadonycteris capixaba","Dryadonycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"170","Dyacopterus_brooksi","Dyacopterus brooksi","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera","Dyacopterus_brooksi",0,0,0,NA,"drop","drop"
"171","Dyacopterus_rickarti","Dyacopterus rickarti","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"172","Dyacopterus_spadiceus","Dyacopterus spadiceus","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera","Dyacopterus_spadiceus",5,0,0,NA,"keep","keep"
"173","Ectophylla_alba","Ectophylla alba","Ectophylla","PHYLLOSTOMIDAE","Yangochiroptera","Ectophylla_alba",0,7,0,NA,"keep","drop"
"174","Eidolon_dupreanum","Eidolon dupreanum","Eidolon","PTEROPODIDAE","Yinpterochiroptera","Eidolon_dupreanum",22,9,6,NA,"keep","keep"
"175","Eidolon_helvum","Eidolon helvum","Eidolon","PTEROPODIDAE","Yinpterochiroptera","Eidolon_helvum",1247,121,63,NA,"keep","keep"
"176","Emballonura_alecto","Emballonura alecto","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_alecto",0,0,0,NA,"drop","drop"
"177","Emballonura_atrata","Emballonura atrata","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_atrata",0,0,0,NA,"drop","drop"
"178","Emballonura_beccarii","Emballonura beccarii","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_beccarii",0,0,0,NA,"drop","drop"
"179","Emballonura_dianae","Emballonura dianae","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_dianae",0,0,0,NA,"drop","drop"
"180","Emballonura_furax","Emballonura furax","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_furax",0,0,0,NA,"drop","drop"
"181","Emballonura_monticola","Emballonura monticola","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_monticola",0,1,0,NA,"keep","drop"
"182","Emballonura_raffrayana","Emballonura raffrayana","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_raffrayana",0,0,0,NA,"drop","drop"
"183","Emballonura_semicaudata","Emballonura semicaudata","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_semicaudata",0,0,0,NA,"drop","drop"
"184","Emballonura_serii","Emballonura serii","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_serii",0,0,0,NA,"drop","drop"
"185","Emballonura_tiavato","Emballonura tiavato","Emballonura","EMBALLONURIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"186","Enchisthenes_hartii","Enchisthenes hartii","Enchisthenes","PHYLLOSTOMIDAE","Yangochiroptera","Enchisthenes_hartii",0,2,0,NA,"keep","drop"
"187","Eonycteris_major","Eonycteris major","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_major",0,0,0,NA,"drop","drop"
"188","Eonycteris_robusta","Eonycteris robusta","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_robusta",0,0,0,NA,"drop","drop"
"189","Eonycteris_spelaea","Eonycteris spelaea","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_spelaea",228,30,14,NA,"keep","keep"
"190","Epomophorus_angolensis","Epomophorus angolensis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_angolensis",0,0,0,NA,"drop","drop"
"191","Epomophorus_anselli","Epomophorus anselli","Epomophorus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"192","Epomophorus_crypturus","Epomophorus crypturus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_crypturus",0,1,0,NA,"keep","drop"
"193","Epomophorus_gambianus","Epomophorus gambianus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_gambianus",63,14,8,NA,"keep","keep"
"194","Epomophorus_grandis","Epomophorus grandis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_grandis",0,0,0,NA,"drop","drop"
"195","Epomophorus_labiatus","Epomophorus labiatus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_labiatus",18,2,2,NA,"keep","keep"
"196","Epomophorus_minimus","Epomophorus minimus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_minimus",0,0,0,NA,"drop","drop"
"197","Epomophorus_wahlbergi","Epomophorus wahlbergi","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_wahlbergi",22,14,0,NA,"keep","keep"
"198","Epomops_buettikoferi","Epomops buettikoferi","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_buettikoferi",4,2,2,NA,"keep","keep"
"199","Epomops_dobsonii","Epomops dobsonii","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_dobsonii",3,0,0,NA,"keep","keep"
"200","Epomops_franqueti","Epomops franqueti","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_franqueti",77,12,7,NA,"keep","keep"
"201","Eptesicus_andinus","Eptesicus andinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_andinus",0,0,0,NA,"drop","drop"
"202","Eptesicus_bobrinskoi","Eptesicus bobrinskoi","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_bobrinskoi",0,0,0,NA,"drop","drop"
"203","Eptesicus_bottae","Eptesicus bottae","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_bottae",0,2,0,NA,"keep","drop"
"204","Eptesicus_brasiliensis","Eptesicus brasiliensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_brasiliensis",11,2,0,NA,"keep","keep"
"205","Eptesicus_chiriquinus","Eptesicus chiriquinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_chiriquinus",0,0,0,NA,"drop","drop"
"206","Eptesicus_diminutus","Eptesicus diminutus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_diminutus",17,4,0,NA,"keep","keep"
"207","Eptesicus_dimissus","Eptesicus dimissus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_dimissus",0,0,0,NA,"drop","drop"
"208","Eptesicus_floweri","Eptesicus floweri","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_floweri",0,0,0,NA,"drop","drop"
"209","Eptesicus_furinalis","Eptesicus furinalis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_furinalis",157,10,4,NA,"keep","keep"
"210","Eptesicus_fuscus","Eptesicus fuscus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_fuscus",944,514,72,1,"keep","keep"
"211","Eptesicus_gobiensis","Eptesicus gobiensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_gobiensis",0,0,0,NA,"drop","drop"
"212","Eptesicus_guadeloupensis","Eptesicus guadeloupensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_guadeloupensis",0,0,0,NA,"drop","drop"
"213","Eptesicus_hottentotus","Eptesicus hottentotus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_hottentotus",3,3,0,NA,"keep","keep"
"214","Eptesicus_innoxius","Eptesicus innoxius","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_innoxius",0,0,0,NA,"drop","drop"
"215","Eptesicus_isabellinus","Eptesicus isabellinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,36,10,8,NA,"keep","keep"
"216","Eptesicus_japonensis","Eptesicus japonensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_japonensis",7,0,0,NA,"keep","keep"
"217","Eptesicus_kobayashii","Eptesicus kobayashii","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_kobayashii",0,0,0,NA,"drop","drop"
"218","Eptesicus_lobatus","Eptesicus lobatus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"219","Eptesicus_nasutus","Eptesicus nasutus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_nasutus",0,0,0,NA,"drop","drop"
"220","Eptesicus_nilssonii","Eptesicus nilssonii","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_nilssonii",15,19,3,NA,"keep","keep"
"221","Eptesicus_pachyomus","Eptesicus pachyomus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"222","Eptesicus_pachyotis","Eptesicus pachyotis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_pachyotis",0,0,0,NA,"drop","drop"
"223","Eptesicus_platyops","Eptesicus platyops","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_platyops",0,0,0,NA,"drop","drop"
"224","Eptesicus_serotinus","Eptesicus serotinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_serotinus",373,79,56,1,"keep","keep"
"225","Eptesicus_tatei","Eptesicus tatei","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_tatei",0,0,0,NA,"drop","drop"
"226","Erophylla_bombifrons","Erophylla bombifrons","Erophylla","PHYLLOSTOMIDAE","Yangochiroptera","Erophylla_bombifrons",0,1,0,NA,"keep","drop"
"227","Erophylla_sezekorni","Erophylla sezekorni","Erophylla","PHYLLOSTOMIDAE","Yangochiroptera","Erophylla_sezekorni",0,5,0,NA,"keep","drop"
"228","Euderma_maculatum","Euderma maculatum","Euderma","VESPERTILIONIDAE","Yangochiroptera","Euderma_maculatum",7,5,1,NA,"keep","keep"
"229","Eudiscoderma_thongareeae","Eudiscoderma thongareeae","Eudiscoderma","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"230","Eudiscopus_denticulus","Eudiscopus denticulus","Eudiscopus","VESPERTILIONIDAE","Yangochiroptera","Eudiscopus_denticulus",0,1,0,NA,"keep","drop"
"231","Eumops_auripendulus","Eumops auripendulus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_auripendulus",11,2,1,NA,"keep","keep"
"232","Eumops_bonariensis","Eumops bonariensis","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_bonariensis",5,1,0,NA,"keep","keep"
"233","Eumops_chiribaya","Eumops chiribaya","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"234","Eumops_dabbenei","Eumops dabbenei","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_dabbenei",0,0,0,NA,"drop","drop"
"235","Eumops_ferox","Eumops ferox","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"236","Eumops_floridanus","Eumops floridanus","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"237","Eumops_glaucinus","Eumops glaucinus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_glaucinus",10,6,0,NA,"keep","keep"
"238","Eumops_hansae","Eumops hansae","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_hansae",0,0,0,NA,"drop","drop"
"239","Eumops_maurus","Eumops maurus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_maurus",0,1,0,NA,"keep","drop"
"240","Eumops_patagonicus","Eumops patagonicus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_patagonicus",3,2,1,NA,"keep","keep"
"241","Eumops_perotis","Eumops perotis","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_perotis",7,7,2,NA,"keep","keep"
"242","Eumops_trumbulli","Eumops trumbulli","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_trumbulli",0,0,0,NA,"drop","drop"
"243","Eumops_underwoodi","Eumops underwoodi","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_underwoodi",0,0,0,NA,"drop","drop"
"244","Eumops_wilsoni","Eumops wilsoni","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"245","Falsistrellus_affinis","Falsistrellus affinis","Falsistrellus","VESPERTILIONIDAE","Yangochiroptera","Falsistrellus_affinis",0,0,0,NA,"drop","drop"
"246","Falsistrellus_mackenziei","Falsistrellus mackenziei","Falsistrellus","VESPERTILIONIDAE","Yangochiroptera","Falsistrellus_mackenziei",3,1,1,NA,"keep","keep"
"247","Falsistrellus_mordax","Falsistrellus mordax","Falsistrellus","VESPERTILIONIDAE","Yangochiroptera","Falsistrellus_mordax",0,0,0,NA,"drop","drop"
"248","Falsistrellus_petersi","Falsistrellus petersi","Falsistrellus","VESPERTILIONIDAE","Yangochiroptera","Falsistrellus_petersi",0,0,0,NA,"drop","drop"
"249","Falsistrellus_tasmaniensis","Falsistrellus tasmaniensis","Falsistrellus","VESPERTILIONIDAE","Yangochiroptera","Falsistrellus_tasmaniensis",0,0,0,NA,"drop","drop"
"250","Furipterus_horrens","Furipterus horrens","Furipterus","FURIPTERIDAE","Yangochiroptera","Furipterus_horrens",0,2,0,NA,"keep","drop"
"251","Glauconycteris_alboguttata","Glauconycteris alboguttata","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_alboguttata",0,0,0,NA,"drop","drop"
"252","Glauconycteris_argentata","Glauconycteris argentata","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_argentata",3,0,0,NA,"keep","keep"
"253","Glauconycteris_beatrix","Glauconycteris beatrix","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_beatrix",0,2,0,NA,"keep","drop"
"254","Glauconycteris_curryae","Glauconycteris curryae","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_curryae",0,1,0,NA,"keep","drop"
"255","Glauconycteris_egeria","Glauconycteris egeria","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_egeria",0,0,0,NA,"drop","drop"
"256","Glauconycteris_gleni","Glauconycteris gleni","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_gleni",0,0,0,NA,"drop","drop"
"257","Glauconycteris_humeralis","Glauconycteris humeralis","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_humeralis",0,0,0,NA,"drop","drop"
"258","Glauconycteris_kenyacola","Glauconycteris kenyacola","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_kenyacola",0,0,0,NA,"drop","drop"
"259","Glauconycteris_machadoi","Glauconycteris machadoi","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_machadoi",0,0,0,NA,"drop","drop"
"260","Glauconycteris_poensis","Glauconycteris poensis","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_poensis",0,2,0,NA,"keep","drop"
"261","Glauconycteris_superba","Glauconycteris superba","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_superba",0,1,0,NA,"keep","drop"
"262","Glauconycteris_variegata","Glauconycteris variegata","Glauconycteris","VESPERTILIONIDAE","Yangochiroptera","Glauconycteris_variegata",1,0,0,NA,"keep","keep"
"263","Glischropus_aquilus","Glischropus aquilus","Glischropus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"264","Glischropus_bucephalus","Glischropus bucephalus","Glischropus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"265","Glischropus_javanus","Glischropus javanus","Glischropus","VESPERTILIONIDAE","Yangochiroptera","Glischropus_javanus",0,0,0,NA,"drop","drop"
"266","Glischropus_tylopus","Glischropus tylopus","Glischropus","VESPERTILIONIDAE","Yangochiroptera","Glischropus_tylopus",0,1,0,NA,"keep","drop"
"267","Glossophaga_commissarisi","Glossophaga commissarisi","Glossophaga","PHYLLOSTOMIDAE","Yangochiroptera","Glossophaga_commissarisi",6,7,0,NA,"keep","keep"
"268","Glossophaga_leachii","Glossophaga leachii","Glossophaga","PHYLLOSTOMIDAE","Yangochiroptera","Glossophaga_leachii",0,0,0,NA,"drop","drop"
"269","Glossophaga_longirostris","Glossophaga longirostris","Glossophaga","PHYLLOSTOMIDAE","Yangochiroptera","Glossophaga_longirostris",2,5,1,0,"keep","keep"
"270","Glossophaga_morenoi","Glossophaga morenoi","Glossophaga","PHYLLOSTOMIDAE","Yangochiroptera","Glossophaga_morenoi",3,0,0,NA,"keep","keep"
"271","Glossophaga_soricina","Glossophaga soricina","Glossophaga","PHYLLOSTOMIDAE","Yangochiroptera","Glossophaga_soricina",74,109,7,NA,"keep","keep"
"272","Glyphonycteris_behnii","Glyphonycteris behnii","Glyphonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Glyphonycteris_behnii",0,0,0,NA,"drop","drop"
"273","Glyphonycteris_daviesi","Glyphonycteris daviesi","Glyphonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Glyphonycteris_daviesi",0,0,0,NA,"drop","drop"
"274","Glyphonycteris_sylvestris","Glyphonycteris sylvestris","Glyphonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Glyphonycteris_sylvestris",0,1,0,NA,"keep","drop"
"275","Haplonycteris_fischeri","Haplonycteris fischeri","Haplonycteris","PTEROPODIDAE","Yinpterochiroptera","Haplonycteris_fischeri",0,2,0,NA,"keep","drop"
"276","Harpiocephalus_harpia","Harpiocephalus harpia","Harpiocephalus","VESPERTILIONIDAE","Yangochiroptera","Harpiocephalus_harpia",0,2,0,NA,"keep","drop"
"277","Harpiocephalus_mordax","Harpiocephalus mordax","Harpiocephalus","VESPERTILIONIDAE","Yangochiroptera","Harpiocephalus_mordax",0,0,0,NA,"drop","drop"
"278","Harpiola_grisea","Harpiola grisea","Harpiola","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"279","Harpiola_isodon","Harpiola isodon","Harpiola","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"280","Harpyionycteris_celebensis","Harpyionycteris celebensis","Harpyionycteris","PTEROPODIDAE","Yinpterochiroptera","Harpyionycteris_celebensis",0,0,0,NA,"drop","drop"
"281","Harpyionycteris_whiteheadi","Harpyionycteris whiteheadi","Harpyionycteris","PTEROPODIDAE","Yinpterochiroptera","Harpyionycteris_whiteheadi",0,0,0,NA,"drop","drop"
"282","Hesperoptenus_blanfordi","Hesperoptenus blanfordi","Hesperoptenus","VESPERTILIONIDAE","Yangochiroptera","Hesperoptenus_blanfordi",0,1,0,NA,"keep","drop"
"283","Hesperoptenus_doriae","Hesperoptenus doriae","Hesperoptenus","VESPERTILIONIDAE","Yangochiroptera","Hesperoptenus_doriae",0,0,0,NA,"drop","drop"
"284","Hesperoptenus_gaskelli","Hesperoptenus gaskelli","Hesperoptenus","VESPERTILIONIDAE","Yangochiroptera","Hesperoptenus_gaskelli",0,0,0,NA,"drop","drop"
"285","Hesperoptenus_tickelli","Hesperoptenus tickelli","Hesperoptenus","VESPERTILIONIDAE","Yangochiroptera","Hesperoptenus_tickelli",0,0,0,NA,"drop","drop"
"286","Hesperoptenus_tomesi","Hesperoptenus tomesi","Hesperoptenus","VESPERTILIONIDAE","Yangochiroptera","Hesperoptenus_tomesi",0,0,0,NA,"drop","drop"
"287","Hipposideros_abae","Hipposideros abae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_abae",26,1,1,NA,"keep","keep"
"288","Hipposideros_alongensis","Hipposideros alongensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"289","Hipposideros_armiger","Hipposideros armiger","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_armiger",105,44,6,NA,"keep","keep"
"290","Hipposideros_ater","Hipposideros ater","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_ater",0,1,0,0,"keep","drop"
"291","Hipposideros_beatus","Hipposideros beatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_beatus",2,1,0,NA,"keep","keep"
"292","Hipposideros_bicolor","Hipposideros bicolor","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_bicolor",9,6,1,NA,"keep","keep"
"293","Hipposideros_boeadii","Hipposideros boeadii","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"294","Hipposideros_breviceps","Hipposideros breviceps","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_breviceps",0,0,0,NA,"drop","drop"
"295","Hipposideros_caffer","Hipposideros caffer","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_caffer",317,8,3,0,"keep","keep"
"296","Hipposideros_calcaratus","Hipposideros calcaratus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_calcaratus",0,0,0,NA,"drop","drop"
"297","Hipposideros_camerunensis","Hipposideros camerunensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_camerunensis",0,0,0,NA,"drop","drop"
"298","Hipposideros_cervinus","Hipposideros cervinus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_cervinus",17,2,0,NA,"keep","keep"
"299","Hipposideros_cineraceus","Hipposideros cineraceus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_cineraceus",25,1,1,NA,"keep","keep"
"300","Hipposideros_commersoni","Hipposideros commersoni","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_commersoni",24,6,3,0,"keep","keep"
"301","Hipposideros_coronatus","Hipposideros coronatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_coronatus",0,0,0,NA,"drop","drop"
"302","Hipposideros_corynophyllus","Hipposideros corynophyllus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_corynophyllus",0,0,0,NA,"drop","drop"
"303","Hipposideros_coxi","Hipposideros coxi","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_coxi",0,0,0,NA,"drop","drop"
"304","Hipposideros_crumeniferus","Hipposideros crumeniferus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_crumeniferus",0,0,0,NA,"drop","drop"
"305","Hipposideros_curtus","Hipposideros curtus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_curtus",0,0,0,NA,"drop","drop"
"306","Hipposideros_cyclops","Hipposideros cyclops","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_cyclops",23,5,1,NA,"keep","keep"
"307","Hipposideros_demissus","Hipposideros demissus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_demissus",0,0,0,NA,"drop","drop"
"308","Hipposideros_diadema","Hipposideros diadema","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_diadema",17,9,1,NA,"keep","keep"
"309","Hipposideros_dinops","Hipposideros dinops","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_dinops",0,0,0,NA,"drop","drop"
"310","Hipposideros_doriae","Hipposideros doriae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_doriae",0,0,0,NA,"drop","drop"
"311","Hipposideros_durgadasi","Hipposideros durgadasi","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_durgadasi",0,1,0,NA,"keep","drop"
"312","Hipposideros_dyacorum","Hipposideros dyacorum","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_dyacorum",0,0,0,NA,"drop","drop"
"313","Hipposideros_edwardshilli","Hipposideros edwardshilli","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_edwardshilli",0,0,0,NA,"drop","drop"
"314","Hipposideros_einnaythu","Hipposideros einnaythu","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"315","Hipposideros_fuliginosus","Hipposideros fuliginosus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_fuliginosus",4,1,0,NA,"keep","keep"
