"","icnames","species","pcnames","ccnames","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","zvirus","category","population_trend"
"777","Nycteris hispida","Nycteris hispida","Nycteris hispida","Nycteris hispida","Nycteris_hispida","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_hispida",6,3,0,"keep","keep",1,"yes","Nycteris hispida",7.98,0.284,NA,38.99,NA,NA,NA,NA,NA,91.24,NA,0.995,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",2,14056670.99,15.84,-28.63,-6.39,51.41,-17.53,16.93,0,37.4,1,0.13,98.96,241.03,975.18,1564.52,1,"LC","Stable"
"778","Nycteris intermedia","Nycteris intermedia","Nycteris intermedia","Nycteris intermedia","Nycteris_intermedia","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_intermedia",0,0,0,"drop","drop",1,"yes","Nycteris intermedia",6.91,NA,NA,35.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",1,3728544.28,7.81,-9.95,-1.06,31.56,-10.92,10.31,0,44.42,1,0.13,143.21,241.8,1323.35,1548.5,0,"LC","Decreasing"
"779","Nycteris javanica","Nycteris javanica","Nycteris javanica","Nycteris javanica","Nycteris_javanica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_javanica",0,1,0,"keep","drop",1,"yes","Nycteris javanica",17.78,0.475,NA,45.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,0,2500,1,NA,0,0,"Australasian, Indomalayan",2,132686.33,-5.87,-8.84,-7.36,115.71,105.2,110.46,270,790.78,305,0.04,196.77,244.6,1370.42,1640.76,0,"VU","Decreasing"
"780","Nycteris macrotis","Nycteris macrotis","Nycteris macrotis","Nycteris macrotis","Nycteris_macrotis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_macrotis",2,1,0,"keep","keep",1,"yes","Nycteris macrotis",14.49,0.389,NA,47.5,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Afrotropical",2,9321164.08,15.46,-22.43,-3.48,40.46,-16.79,11.83,0,40.42,1,0.13,117.75,240.05,1110.03,1552.01,0,"LC","Unknown"
"781","Nycteris madagascariensis","Nycteris madagascariensis","Nycteris madagascariensis","Nycteris madagascariensis","Nycteris_madagascariensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_madagascariensis",0,0,0,"drop","drop",NA,"yes","Nycteris madagascariensis",16.09,NA,115,51,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Afrotropical",NA,50763.9,-11.94,-15.99,-13.97,50.48,47.86,49.17,3,30.74,6,0.16,137.4,217.65,1317.59,1707.83,0,"DD","Unknown"
"782","Nycteris major","Nycteris major","Nycteris major","Nycteris major","Nycteris_major","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_major",0,0,0,"drop","drop",1,"yes","Nycteris major",15.46,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",1,3096721.15,8.26,-13.37,-2.55,29.42,-10.7,9.36,0,42.24,1,0.13,145.87,243.93,1319.51,1551.37,0,"DD","Unknown"
"783","Nycteris nana","Nycteris nana","Nycteris nana","Nycteris nana","Nycteris_nana","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_nana",0,1,1,"keep","keep",1,"yes","Nycteris nana",6.98,0.239,NA,34,NA,NA,NA,NA,NA,107.97,NA,1,1,NA,NA,52.5,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,0,2100,0,NA,1,0,"Afrotropical",2,4237572.76,8.4,-8.92,-0.26,35.95,-11.75,12.09,0,37.39,1,0.12,142.12,240.35,1319.26,1559.54,0,"LC","Unknown"
"784","Nycteris parisii","Nycteris parisii","Nycteris parisii","Nycteris parisii","Nycteris_parisii","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_parisii",0,0,0,"drop","drop",NA,"yes","Nycteris parisii",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1,410454.8,6.84,0.86,3.85,48.02,11.08,29.55,2,11.32,3,0.1,53.51,251.52,643.53,1624.48,0,"DD","Unknown"
"785","Nycteris thebaica","Nycteris thebaica","Nycteris thebaica","Nycteris thebaica","Nycteris_thebaica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_thebaica",28,9,1,"keep","keep",1,"yes","Nycteris thebaica",9.2,0.278,52.65,45.25,NA,NA,NA,NA,NA,114.95,NA,1,1.25,NA,NA,60.855,NA,NA,NA,NA,0,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical, Palearctic",6,16847056.25,37.34,-34.77,1.28,52.05,-17.53,17.25,0,41.56,1,0.13,68.05,226.22,729.41,1481.97,2,"LC","Unknown"
"786","Nycteris tragata","Nycteris tragata","Nycteris tragata","Nycteris tragata","Nycteris_tragata","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_tragata",0,0,0,"drop","drop",1,"yes","Nycteris tragata",16.09,0.46,NA,49.5,NA,365.25,365.25,365.25,NA,NA,NA,1,NA,NA,NA,NA,NA,1825,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",3,874536.94,13.94,-5.94,4,117.73,95.18,106.46,1,92.96,4,0.13,236.67,250.4,1668.71,1770.55,0,"NT","Decreasing"
"787","Nycteris vinsoni","Nycteris vinsoni","Nycteris vinsoni","Nycteris vinsoni","Nycteris_vinsoni","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_vinsoni",0,0,0,"drop","drop",0,"yes","Nycteris vinsoni",17.015,NA,NA,51,NA,NA,NA,NA,NA,78.21,NA,0.99,2.25,NA,NA,60.41,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1,52.88,-21.4,-21.47,-21.43,33.89,33.81,33.85,5,5,5,0.25,75,238,961,1412,0,"DD","Unknown"
"788","Nycteris woodi","Nycteris woodi","Nycteris woodi","Nycteris woodi","Nycteris_woodi","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_woodi",0,0,0,"drop","drop",1,"yes","Nycteris woodi",7.6,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2,665399.76,-11.05,-23.02,-17.04,36.6,27.31,31.96,1,32.61,4,0.15,69.29,219.64,793.43,1462.07,0,"LC","Decreasing"
"789","Nycticeinops schlieffeni","Nycticeinops schlieffeni","Nycticeinops schlieffeni","Nycticeinops schlieffeni","Nycticeinops_schlieffeni","Nycticeinops","VESPERTILIONIDAE","Yangochiroptera","Nycticeinops_schlieffeni",0,0,0,"drop","drop",1,"yes","Nycticeinops schlieffeni",5.05,NA,56,30.99,NA,NA,NA,NA,NA,78.63,NA,2.54,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical, Palearctic",3,13760621.45,31.6,-27.56,2.02,47.61,-17.53,15.03,0,34.56,1,0.13,69.66,240.47,763.13,1546.42,0,"LC","Unknown"
"790","Nycticeius aenobarbus","Nycticeius aenobarbus","Nycticeius aenobarbus","Nycticeius aenobarbus","Nycticeius_aenobarbus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_aenobarbus",0,0,0,"drop","drop",NA,"yes","Nycticeius aenobarbus",5.69,NA,62,NA,NA,106.82,106.82,NA,199.07,92.25,NA,0.99,2.5,NA,NA,30.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"791","Nycticeius cubanus","Nycticeius cubanus","Nycticeius cubanus","Nycticeius cubanus","Nycticeius_cubanus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_cubanus",0,0,0,"drop","drop",1,"yes","Nycticeius cubanus",6.65,NA,50,NA,8760,410.5,365,456,NA,NA,NA,1.47,1,364.75,1.74,29.14,3.555,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",NA,107157.22,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,108.76,16,0.02,103.5,252.34,1271,1782.03,0,"NT","Unknown"
"792","Nycticeius humeralis","Nycticeius humeralis","Nycticeius humeralis","Nycticeius humeralis","Nycticeius_humeralis","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_humeralis",14,11,2,"keep","keep",1,"yes","Nycticeius humeralis",6.65,NA,50,33.74,8760,410.5,365,456,NA,NA,NA,1.47,1,364.75,1.74,29.14,3.555,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,0,300,0,NA,0,0,"Nearctic",1,2889477.8,42.78,21.88,32.33,-74.16,-101.35,-87.75,0,59.54,4,0.05,85.22,158.82,877.06,1024.64,1,"LC","Stable"
"793","Nyctiellus lepidus","Nyctiellus lepidus","Nyctiellus lepidus","Nyctiellus lepidus","Nyctiellus_lepidus","Nyctiellus","NATALIDAE","Yangochiroptera","Nyctiellus_lepidus",0,0,0,"drop","drop",1,"yes","Nyctiellus lepidus",3.88,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,422,0,422,1,NA,1,0,"Neotropical",2,66549.07,25.56,21.23,23.39,-75,-84.95,-79.97,2,92.09,5,0.03,111.11,250.96,1261,1950,0,"LC","Unknown"
"794","Nyctimene aello","Nyctimene aello","Nyctimene aello","Nyctimene aello","Nyctimene_aello","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_aello",0,0,0,"drop","drop",0,"yes","Nyctimene aello",85.26,NA,121.55,82.74,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,0,NA,1,0,"Australasian",2,390567.59,2.22,-10.7,-4.23,150.87,127.39,139.13,1,10.48,1,0.11,266.74,227.2,1677.36,1705.86,0,"LC","Stable"
"795","Nyctimene albiventer","Nyctimene albiventer","Nyctimene albiventer","Nyctimene albiventer","Nyctimene_albiventer","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_albiventer",0,0,0,"drop","drop",0,"yes","Nyctimene albiventer",29.95,0.825,82.32,54.78,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1.5,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1900,0,1900,0,NA,1,0,"Australasian",1,527482.57,2.64,-10.7,-4.02,153.11,127.28,140.19,1,11.28,1,0.12,256.72,234.76,1658.55,1691.54,0,"LC","Stable"
"796","Nyctimene cephalotes","Nyctimene cephalotes","Nyctimene cephalotes","Nyctimene cephalotes","Nyctimene_cephalotes","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cephalotes",1,0,0,"keep","keep",0,"yes","Nyctimene cephalotes",44.92,NA,94.7,65.03,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1,251382.79,1.75,-10.37,-4.3,147.4,118.75,133.07,1,70.79,1,0.07,220.07,228.29,1711.33,1816.63,0,"LC","Unknown"
"797","Nyctimene certans","Nyctimene certans","Nyctimene certans","Nyctimene certans","Nyctimene_certans","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_certans",0,0,0,"drop","drop",0,"yes","Nyctimene certans",43.24,NA,86.36,60.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2800,800,2000,1,NA,0,0,"Australasian",2,122392.34,-3.3,-9.18,-6.24,147.84,136.93,142.38,1,11.97,2,0.14,278.65,185.01,1677.2,1689.02,0,"LC","Stable"
"798","Nyctimene cyclotis","Nyctimene cyclotis","Nyctimene cyclotis","Nyctimene cyclotis","Nyctimene_cyclotis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cyclotis",0,0,0,"drop","drop",0,"yes","Nyctimene cyclotis",44.615,NA,NA,54.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",2,259281.47,-0.62,-10.7,-5.66,150.73,134.01,142.37,1,11.53,1,0.11,290.96,217.49,1669.67,1688.17,0,"DD","Unknown"
"799","Nyctimene draconilla","Nyctimene draconilla","Nyctimene draconilla","Nyctimene draconilla","Nyctimene_draconilla","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_draconilla",0,0,0,"drop","drop",0,"yes","Nyctimene draconilla",30.05,NA,96.16,49.99,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,100,0,100,1,NA,0,0,"Australasian",2,78720.86,-3.98,-6.96,-5.47,145.8,138.54,142.17,1,5.31,1,0.19,268.88,246.61,1688.66,1694.29,0,"DD","Unknown"
"800","Nyctimene keasti","Nyctimene keasti","Nyctimene keasti","Nyctimene keasti","Nyctimene_keasti","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_keasti",0,0,0,"drop","drop",0,"yes","Nyctimene keasti",29.95,NA,82.32,NA,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Australasian",2,4955.44,-5.27,-8.05,-6.66,133.19,129.58,131.39,19,19,19,0.11,164,267,NA,NA,0,"NT","Decreasing"
"801","Nyctimene major","Nyctimene major","Nyctimene major","Nyctimene major","Nyctimene_major","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_major",0,0,0,"drop","drop",0,"yes","Nyctimene major",60.33,NA,135.015,76.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,0,900,1,NA,0,0,"Australasian",2,36810.07,-3.23,-11.65,-7.44,161.39,144.57,152.98,7,13.09,9,0.14,203.55,260.24,1653,1653,0,"LC","Unknown"
"802","Nyctimene malaitensis","Nyctimene malaitensis","Nyctimene malaitensis","Nyctimene malaitensis","Nyctimene_malaitensis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_malaitensis",0,0,0,"drop","drop",0,"yes","Nyctimene malaitensis",78.39,NA,119.69,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1,3870.66,-8.31,-9.64,-8.97,161.39,160.54,160.97,13,13,13,0.18,204.49,258.5,NA,NA,0,"LC","Unknown"
"803","Nyctimene masalai","Nyctimene masalai","Nyctimene masalai","Nyctimene masalai","Nyctimene_masalai","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_masalai",0,0,0,"drop","drop",0,"yes","Nyctimene masalai",30.425,NA,82.32,66.67,NA,228.3,228.3,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",NA,7066.71,-2.55,-4.85,-3.7,153.11,150.69,151.9,10,10,10,0.11,189.5,238,NA,NA,0,"DD","Unknown"
"804","Nyctimene minutus","Nyctimene minutus","Nyctimene minutus","Nyctimene minutus","Nyctimene_minutus","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_minutus",0,0,0,"drop","drop",0,"yes","Nyctimene minutus",21.31,NA,NA,52.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,900,700,200,1,NA,0,0,"Australasian",1,199965.79,1.75,-5.7,-1.97,130.87,118.75,124.81,5,82.58,17,0.07,236.37,218.4,1812.6,1909.15,0,"VU","Decreasing"
