"","icnames","species","pcnames","ccnames","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","zvirus","category","population_trend"
"24","Arielulus cuprosus","Arielulus cuprosus","Arielulus cuprosus","Arielulus cuprosus","Arielulus_cuprosus","Arielulus","VESPERTILIONIDAE","Yangochiroptera","Arielulus_cuprosus",0,0,0,"drop","drop",NA,"yes","Arielulus cuprosus",6.91,NA,NA,35.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1784,0,1784,NA,NA,NA,NA,"Indomalayan",1,25.19,5.9,5.85,5.88,117.96,117.91,117.94,58,58,58,0.28,265,267,1738,1749,0,"VU","Unknown"
"25","Arielulus societatis","Arielulus societatis","Arielulus societatis","Arielulus societatis","Arielulus_societatis","Arielulus","VESPERTILIONIDAE","Yangochiroptera","Arielulus_societatis",0,0,0,"drop","drop",0,"yes","Arielulus societatis",8.72,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan",1,7183.23,5.35,3.93,4.64,101.91,101.28,101.59,7,58.01,7,0.08,203.61,242.25,1656.57,1759.97,0,"LC","Decreasing"
"26","Arielulus torquatus","Arielulus torquatus","Arielulus torquatus","Arielulus torquatus","Arielulus_torquatus","Arielulus","VESPERTILIONIDAE","Yangochiroptera","Arielulus_torquatus",0,0,0,"drop","drop",NA,"yes","Arielulus torquatus",6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",2,36065.98,25.29,21.9,23.6,122,120.04,121.02,70,676.6,73,0.03,160.5,165.8,NA,NA,0,"LC","Stable"
"27","Ariteus flavescens","Ariteus flavescens","Ariteus flavescens","Ariteus flavescens","Ariteus_flavescens","Ariteus","PHYLLOSTOMIDAE","Yangochiroptera","Ariteus_flavescens",0,0,0,"drop","drop",NA,"yes","Ariteus flavescens",10.09,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,40,0,60,40,0,0,0,0,0,60,0,0,0,2,2,"Ar",1,0,0,0,1,1500,0,1500,1,NA,0,0,"Neotropical",2,8821.83,18.52,17.92,18.22,-65.59,-67.26,-66.42,189,333.48,189,0.05,104.75,240,NA,NA,0,"LC","Unknown"
"28","Artibeus amplus","Artibeus amplus","Artibeus amplus","Artibeus amplus","Artibeus_amplus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_amplus",0,1,0,"keep","drop",0,"yes","Artibeus amplus",61.04,NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,2630,25,2605,0,NA,1,0,"Neotropical",1,704691.93,9.23,1.31,5.27,-58.32,-73.61,-65.96,0,6.72,0,0.18,160.88,241.38,1483.43,1664.94,0,"LC","Unknown"
"29","Artibeus concolor","Artibeus concolor","Artibeus concolor","Artibeus concolor","Artibeus_concolor","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_concolor",0,0,0,"drop","drop",NA,"yes","Artibeus concolor",19.675,0.633,NA,47.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,1000,NA,NA,0,NA,0,0,"Neotropical",1,6473389.12,10.01,-13.01,-1.5,-34.79,-75.23,-55.01,0,12.37,0,0.1,168.66,251.8,1374.77,1592.68,0,"LC","Stable"
"30","Artibeus fimbriatus","Artibeus fimbriatus","Artibeus fimbriatus","Artibeus fimbriatus","Artibeus_fimbriatus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_fimbriatus",10,5,2,"keep","keep",0,"yes","Artibeus fimbriatus",63.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1,1195211.14,-18.73,-28.22,-23.48,-41.76,-59.24,-50.5,0,75.59,1,0.07,125.63,208.92,1233.51,1315.75,1,"LC","Stable"
"31","Artibeus fraterculus","Artibeus fraterculus","Artibeus fraterculus","Artibeus fraterculus","Artibeus_fraterculus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_fraterculus",0,1,0,"keep","drop",1,"yes","Artibeus fraterculus",45.65,NA,93,56,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2,336498.73,1.08,-13.73,-6.32,-75.69,-81.35,-78.52,0,81.95,6,0.1,67.93,165.07,790.26,1396.68,0,"LC","Decreasing"
"32","Artibeus hirsutus","Artibeus hirsutus","Artibeus hirsutus","Artibeus hirsutus","Artibeus_hirsutus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_hirsutus",0,3,0,"keep","drop",1,"yes","Artibeus hirsutus",40.42,NA,70,55.88,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",3,299330.97,28.69,16.65,22.67,-98.39,-110.11,-104.25,1,82.64,4,0.08,68.43,203.79,805.02,1474.59,0,"LC","Stable"
"33","Artibeus inopinatus","Artibeus inopinatus","Artibeus inopinatus","Artibeus inopinatus","Artibeus_inopinatus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_inopinatus",0,0,0,"drop","drop",1,"yes","Artibeus inopinatus",18.99,NA,72,50.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1000,NA,NA,0,NA,1,0,"Neotropical",3,48689.76,14.03,11.26,12.64,-85.42,-90.08,-87.75,27,139.08,44,0.13,134.62,230.02,1066.46,1677.08,0,"DD","Unknown"
"34","Artibeus jamaicensis","Artibeus jamaicensis","Artibeus jamaicensis","Artibeus jamaicensis","Artibeus_jamaicensis","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_jamaicensis",79,104,27,"keep","keep",1,"yes","Artibeus jamaicensis",46.1,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",4,14327574.52,26.12,-25.53,0.29,-34.79,-108.79,-71.79,0,33.02,0,0.11,147.19,237.53,1278.5,1531.97,14,"LC","Stable"
"35","Artibeus lituratus","Artibeus lituratus","Artibeus lituratus","Artibeus lituratus","Artibeus_lituratus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_lituratus",238,111,21,"keep","keep",1,"yes","Artibeus lituratus",46.1,1.05,93,70.33,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2,14275189.62,22.11,-29.57,-3.73,-34.79,-98.34,-66.56,0,27.78,0,0.11,148.64,235.91,1281.41,1521.14,19,"LC","Stable"
"36","Artibeus obscurus","Artibeus obscurus","Artibeus obscurus","Artibeus obscurus","Artibeus_obscurus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_obscurus",9,9,1,"keep","keep",0,"yes","Artibeus obscurus",45.65,NA,93,NA,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,500,NA,NA,0,NA,1,0,"Neotropical",2,11220757.02,8.79,-26.5,-8.85,-34.79,-78.17,-56.48,0,19.72,0,0.11,154.26,240.14,1302.96,1531.52,2,"LC","Unknown"
"37","Artibeus planirostris","Artibeus planirostris","Artibeus planirostris","Artibeus planirostris","Artibeus_planirostris","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera",NA,46,39,9,"keep","keep",0,"yes","Artibeus planirostris",47,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,20,0,80,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"LC","Stable"
"38","Asellia arabica","Asellia arabica","Asellia arabica","Asellia arabica","Asellia_arabica","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes","Asellia arabica",10,0.24,56,51.33,NA,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"39","Asellia patrizii","Asellia patrizii","Asellia patrizii","Asellia patrizii","Asellia_patrizii","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera","Asellia_patrizii",0,0,0,"drop","drop",1,"yes","Asellia patrizii",8.72,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",3,132910.18,17.18,8.75,12.97,44.12,39.68,41.9,4,53.09,5,0.14,37.13,255.16,498.01,1672.63,0,"LC","Unknown"
"40","Asellia tridens","Asellia tridens","Asellia tridens","Asellia tridens","Asellia_tridens","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera","Asellia_tridens",0,5,0,"keep","drop",1,"yes","Asellia tridens",10,0.24,56,51.33,NA,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical, Indomalayan, Palearctic",5,13554119.99,36.8,-1.56,17.61,68.42,-17.1,25.65,0,18.64,0,0.11,9.2,236.45,151.4,1341.63,0,"LC","Stable"
"41","Aselliscus stoliczkanus","Aselliscus stoliczkanus","Aselliscus stoliczkanus","Aselliscus stoliczkanus","Aselliscus_stoliczkanus","Aselliscus","HIPPOSIDERIDAE","Yinpterochiroptera","Aselliscus_stoliczkanus",20,12,3,"keep","keep",0,"yes","Aselliscus stoliczkanus",6.09,0.15,NA,41.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan, Palearctic",1,1399537.9,28.75,2.08,15.42,114.6,96.12,105.36,5,167.6,12,0.08,139.23,195.97,1102.58,1327.28,2,"LC","Decreasing"
"42","Aselliscus tricuspidatus","Aselliscus tricuspidatus","Aselliscus tricuspidatus","Aselliscus tricuspidatus","Aselliscus_tricuspidatus","Aselliscus","HIPPOSIDERIDAE","Yinpterochiroptera","Aselliscus_tricuspidatus",0,0,0,"drop","drop",1,"yes","Aselliscus tricuspidatus",4.08,0.134,NA,40.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,600,0,600,1,NA,0,0,"Australasian",2,300956.24,2.64,-16.59,-6.97,167.83,125.99,146.91,1,15.2,2,0.1,292.15,234.1,1666.66,1682.57,0,"LC","Stable"
"43","Balantiopteryx infusca","Balantiopteryx infusca","Balantiopteryx infusca","Balantiopteryx infusca","Balantiopteryx_infusca","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_infusca",0,0,0,"drop","drop",1,"yes","Balantiopteryx infusca",9.05,NA,53,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,150,1050,0,NA,0,0,"Neotropical",2,68801.56,1.43,-2.73,-0.64,-78.29,-80.97,-79.63,0,83.28,9,0.11,121.57,242.2,1124.51,1461.07,0,"VU","Decreasing"
"44","Balantiopteryx io","Balantiopteryx io","Balantiopteryx io","Balantiopteryx io","Balantiopteryx_io","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_io",0,0,0,"drop","drop",0,"yes","Balantiopteryx io",3.97,NA,42.1,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.59,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,500,0,500,0,NA,0,0,"Neotropical",2,211758.21,18.8,15,16.9,-88.21,-96.39,-92.3,3,40.29,4,0.13,144.32,239.45,1366.65,1623.94,0,"VU","Decreasing"
"45","Balantiopteryx plicata","Balantiopteryx plicata","Balantiopteryx plicata","Balantiopteryx plicata","Balantiopteryx_plicata","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_plicata",0,6,0,"keep","drop",1,"yes","Balantiopteryx plicata",6.57,NA,53,42.23,NA,226.19,226.19,NA,365,138.81,NA,0.99,1,NA,2,58.59,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,NA,1,0,"Neotropical",3,841946.43,27.13,9.36,18.24,-71.82,-110.03,-90.93,3,88.19,8,0.09,106.96,216.78,1061.85,1571.82,0,"LC","Unknown"
"46","Balionycteris maculata","Balionycteris maculata","Balionycteris maculata","Balionycteris maculata","Balionycteris_maculata","Balionycteris","PTEROPODIDAE","Yinpterochiroptera","Balionycteris_maculata",1,0,0,"keep","keep",0,"yes","Balionycteris maculata",14.43,0.511,66,40.96,1460,730.5,730.5,730.5,865.5,135,NA,1,1.5,NA,3.5,60,NA,NA,NA,NA,1,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,NA,1,870187.37,7.09,-5.94,0.57,119.26,95.18,107.22,1,90.03,4,0.14,244.15,249.46,1690.56,1755.34,1,"LC","Unknown"
"47","Barbastella barbastellus","Barbastella barbastellus","Barbastella barbastellus","Barbastella barbastellus","Barbastella_barbastellus","Barbastella","VESPERTILIONIDAE","Yangochiroptera","Barbastella_barbastellus",10,24,2,"keep","keep",1,"yes","Barbastella barbastellus",10,0.185,58,38.49,8395,547.875,547.875,NA,NA,NA,NA,2,1,364.75,NA,NA,NA,1825,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2260,0,2260,0,NA,1,1,"Palearctic",4,3884782.92,60.57,27.99,44.28,49.43,-17.33,16.05,3,129.06,16,0.00949499719783702,57.71,84.24,498.71,630.2,2,"NT","Decreasing"
"48","Barbastella beijingensis","Barbastella beijingensis","Barbastella beijingensis","Barbastella beijingensis","Barbastella_beijingensis","Barbastella","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Barbastella beijingensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"49","Barbastella leucomelas","Barbastella leucomelas","Barbastella leucomelas","Barbastella leucomelas","Barbastella_leucomelas","Barbastella","VESPERTILIONIDAE","Yangochiroptera","Barbastella_leucomelas",0,1,0,"keep","drop",1,"yes","Barbastella leucomelas",10,NA,58,41.49,8395,547.875,547.875,NA,NA,NA,NA,2,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,0,2500,0,NA,1,0,"Indomalayan, Palearctic",4,3609915.54,45.52,15.46,30.49,145.82,33.91,89.86,0,143.24,1,0.08,84.55,82.03,630.25,997.18,0,"LC","Unknown"
"50","Bauerus dubiaquercus","Bauerus dubiaquercus","Bauerus dubiaquercus","Bauerus dubiaquercus","Bauerus_dubiaquercus","Bauerus","VESPERTILIONIDAE","Yangochiroptera","Bauerus_dubiaquercus",2,0,0,"keep","keep",1,"yes","Bauerus dubiaquercus",22.22,NA,78,53.29,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,0,20,0,0,0,0,0,0,0,2,3,"A",1,0,0,0,1,2300,100,2200,0,NA,0,0,"Neotropical",1,295020.71,21.5,11.17,16.34,-83.15,-106.52,-94.83,2,31.58,3,0.18,171.52,241.32,1396.07,1619.64,0,"NT","Unknown"
"51","Brachyphylla cavernarum","Brachyphylla cavernarum","Brachyphylla cavernarum","Brachyphylla cavernarum","Brachyphylla_cavernarum","Brachyphylla","PHYLLOSTOMIDAE","Yangochiroptera","Brachyphylla_cavernarum",0,4,1,"keep","keep",1,"yes","Brachyphylla cavernarum",45,1.278,81.26,66.21,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,NA,73.44,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",2,14649.83,18.52,13.03,15.78,-59.42,-67.26,-63.34,0,334.38,8,0.04,104.75,240,NA,NA,0,"LC","Unknown"
"52","Brachyphylla nana","Brachyphylla nana","Brachyphylla nana","Brachyphylla nana","Brachyphylla_nana","Brachyphylla","PHYLLOSTOMIDAE","Yangochiroptera","Brachyphylla_nana",0,0,0,"drop","drop",0,"yes","Brachyphylla nana",45,NA,82.725,58.26,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,13.34,73.44,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",1,184267.85,23.19,17.6,20.39,-68.31,-84.95,-76.63,2,145.17,23,0.04,103.98,246.61,1361.58,1646.11,0,"LC","Stable"
"53","Cardioderma cor","Cardioderma cor","Cardioderma cor","Cardioderma cor","Cardioderma_cor","Cardioderma","MEGADERMATIDAE","Yinpterochiroptera","Cardioderma_cor",10,3,0,"keep","keep",1,"yes","Cardioderma cor",26.45,0.672,77,54,NA,NA,NA,NA,NA,91.93,NA,1,2,NA,NA,73.56,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,0,1,940,0,940,0,NA,1,0,"Afrotropical",3,2892359.62,18,-10.53,3.73,51.41,31.39,41.4,0,39.85,2,0.11,55.07,232.39,704.56,1613.35,0,"LC","Unknown"
"54","Carollia benkeithi","Carollia benkeithi","Carollia benkeithi","Carollia benkeithi","Carollia_benkeithi","Carollia","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Carollia benkeithi",13.1,0.448,60,36.2,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,1000,200,800,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Stable"
"55","Carollia brevicauda","Carollia brevicauda","Carollia brevicauda","Carollia brevicauda","Carollia_brevicauda","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_brevicauda",21,19,1,"keep","keep",1,"yes","Carollia brevicauda",14.85,NA,70,40.26,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2,11615943.22,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0,25.68,0,0.12,155.22,240.49,1310.39,1560.88,3,"LC","Stable"
"56","Carollia castanea","Carollia castanea","Carollia castanea","Carollia castanea","Carollia_castanea","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_castanea",0,4,1,"keep","keep",0,"yes","Carollia castanea",13.1,0.448,60,36.2,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,1100,50,1050,0,NA,1,0,"Neotropical",2,4881458.89,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0,24.23,0,0.12,171.15,236.15,1395.44,1587.12,0,"LC","Stable"
"57","Carollia manu","Carollia manu","Carollia manu","Carollia manu","Carollia_manu","Carollia","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes","Carollia manu",18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,2250,1300,950,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Stable"
"58","Carollia perspicillata","Carollia perspicillata","Carollia perspicillata","Carollia perspicillata","Carollia_perspicillata","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_perspicillata",143,203,19,"keep","keep",1,"yes","Carollia perspicillata",16.4,0.47,66.995,42.45,6205,298.14,258,258,410.62,95,NA,1,2,158.891,5,35.63,12.5,1847.535,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2,14098730.57,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0,26.25,0,0.11,149.5,236.85,1288.14,1519.79,19,"LC","Stable"
"59","Carollia sowelli","Carollia sowelli","Carollia brevicauda","Carollia sowelli","Carollia_sowelli","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_sowelli",20,8,1,"keep","keep",1,"yes","Carollia sowelli",16.5,NA,70,40.26,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,20,0,80,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",2,11615943.22,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0,25.68,0,0.12,155.22,240.49,1310.39,1560.88,2,"LC","Stable"
"60","Carollia subrufa","Carollia subrufa","Carollia subrufa","Carollia subrufa","Carollia_subrufa","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_subrufa",3,0,0,"keep","keep",1,"yes","Carollia subrufa",14.47,NA,60.5,39.41,NA,NA,NA,NA,NA,NA,NA,0.985,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,NA,NA,0,NA,1,0,"Neotropical",3,330694.77,18.12,4.56,11.34,-57.15,-94.01,-75.58,0,70.67,0,0.1,143.06,232.26,1398.75,1697.37,1,"LC","Stable"
"61","Casinycteris argynnis","Casinycteris argynnis","Casinycteris argynnis","Casinycteris argynnis","Casinycteris_argynnis","Casinycteris","PTEROPODIDAE","Yinpterochiroptera","Casinycteris_argynnis",0,3,0,"keep","drop",0,"yes","Casinycteris argynnis",28.28,0.92,95,56,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,4.29,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Afrotropical",1,1040595.8,3.82,-7.09,-1.63,28.42,11.01,19.72,1,12.04,1,0.14,149.06,244.46,1470.12,1586.1,0,"LC","Unknown"
