"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"1084","Rhinolophus philippinensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_philippinensis","Rhinolophus_philippinensis",1,1,1,0,0,0
"1085","Rhinolophus pusillus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus",18,50,1,10,9,1
"1086","Rhinolophus rex","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex",1,4,1,1,1,1
"1087","Rhinolophus robinsoni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_robinsoni","Rhinolophus_robinsoni",0,0,0,0,0,0
"1088","Rhinolophus rouxii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii",2,3,1,1,1,1
"1089","Rhinolophus rufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rufus","Rhinolophus_rufus",0,0,0,0,0,0
"1090","Rhinolophus ruwenzorii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ruwenzorii","Rhinolophus_ruwenzorii",0,0,0,0,0,0
"1091","Rhinolophus sakejiensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sakejiensis","Rhinolophus_sakejiensis",0,0,0,0,0,0
"1092","Rhinolophus schnitzleri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_schnitzleri",0,0,0,0,0,0
"1093","Rhinolophus sedulus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sedulus","Rhinolophus_sedulus",0,0,0,0,0,0
"1094","Rhinolophus shameli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shameli","Rhinolophus_shameli",2,7,1,1,1,1
"1095","Rhinolophus shortridgei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shortridgei","Rhinolophus_shortridgei",0,0,0,0,0,0
"1096","Rhinolophus siamensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_siamensis","Rhinolophus_siamensis",1,3,1,0,0,0
"1097","Rhinolophus silvestris","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_silvestris","Rhinolophus_silvestris",0,0,0,0,0,0
"1098","Rhinolophus simulator","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_simulator","Rhinolophus_simulator",3,8,1,0,0,0
"1099","Rhinolophus sinicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sinicus","Rhinolophus_sinicus",23,80,1,10,8,1
"1100","Rhinolophus smithersi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_smithersi",0,0,0,0,0,0
"1101","Rhinolophus stheno","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_stheno","Rhinolophus_stheno",1,3,1,1,1,1
"1102","Rhinolophus subbadius","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subbadius","Rhinolophus_subbadius",0,0,0,0,0,0
"1103","Rhinolophus subrufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subrufus","Rhinolophus_subrufus",0,0,0,0,0,0
"1104","Rhinolophus swinnyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_swinnyi","Rhinolophus_swinnyi",0,0,0,0,0,0
"1105","Rhinolophus thailandensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_thailandensis",0,0,0,0,0,0
"1106","Rhinolophus thomasi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_thomasi","Rhinolophus_thomasi",5,14,1,1,1,1
"1107","Rhinolophus trifoliatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_trifoliatus","Rhinolophus_trifoliatus",1,1,1,0,0,0
"1108","Rhinolophus virgo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_virgo","Rhinolophus_virgo",0,0,0,0,0,0
"1109","Rhinolophus willardi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_willardi",0,0,0,0,0,0
"1110","Rhinolophus xinanzhongguoensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_xinanzhongguoensis",0,0,0,0,0,0
"1111","Rhinolophus yunanensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_yunanensis","Rhinolophus_yunanensis",0,0,0,0,0,0
"1112","Rhinolophus ziama","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ziama","Rhinolophus_ziama",0,0,0,0,0,0
"1113","Rhinonicteris aurantia","Rhinonicteris","HIPPOSIDERIDAE","Yinpterochiroptera","Rhinonicteris_aurantia","Rhinonicteris_aurantia",0,0,0,0,0,0
"1114","Rhinophylla alethina","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_alethina","Rhinophylla_alethina",0,0,0,0,0,0
"1115","Rhinophylla fischerae","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_fischerae","Rhinophylla_fischerae",0,0,0,0,0,0
"1116","Rhinophylla pumilio","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_pumilio","Rhinophylla_pumilio",3,3,1,1,1,1
"1117","Rhinopoma hadramauticum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera",NA,"Rhinopoma_hadramauticum",0,0,0,0,0,0
"1118","Rhinopoma hardwickii","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_hardwickii","Rhinopoma_hardwickii",2,6,1,0,0,0
"1119","Rhinopoma macinnesi","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_macinnesi","Rhinopoma_macinnesi",0,0,0,0,0,0
"1120","Rhinopoma microphyllum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_microphyllum","Rhinopoma_microphyllum",0,0,0,0,0,0
"1121","Rhinopoma muscatellum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_muscatellum","Rhinopoma_muscatellum",0,0,0,0,0,0
"1122","Rhogeessa aeneus","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_aeneus","Rhogeessa_aeneus",0,0,0,0,0,0
"1123","Rhogeessa alleni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_alleni","Rhogeessa_alleni",0,0,0,0,0,0
"1124","Rhogeessa bickhami","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,"Rhogeessa_bickhami",0,0,0,0,0,0
"1125","Rhogeessa genowaysi","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_genowaysi","Rhogeessa_genowaysi",0,0,0,0,0,0
"1126","Rhogeessa gracilis","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_gracilis","Rhogeessa_gracilis",0,0,0,0,0,0
"1127","Rhogeessa hussoni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_hussoni","Rhogeessa_hussoni",0,0,0,0,0,0
"1128","Rhogeessa io","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_io","Rhogeessa_io",0,0,0,0,0,0
"1129","Rhogeessa menchuae","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,"Rhogeessa_menchuae",0,0,0,0,0,0
"1130","Rhogeessa minutilla","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_minutilla","Rhogeessa_minutilla",0,0,0,0,0,0
"1131","Rhogeessa mira","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_mira","Rhogeessa_mira",0,0,0,0,0,0
"1132","Rhogeessa parvula","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_parvula","Rhogeessa_parvula",0,0,0,0,0,0
"1133","Rhogeessa tumida","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_tumida","Rhogeessa_tumida",1,1,1,1,1,1
"1134","Rhynchonycteris naso","Rhynchonycteris","EMBALLONURIDAE","Yangochiroptera","Rhynchonycteris_naso","Rhynchonycteris_naso",2,2,1,0,0,0
"1135","Rousettus aegyptiacus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_aegyptiacus","Rousettus_aegyptiacus",21,70,1,13,10,1
"1136","Rousettus amplexicaudatus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_amplexicaudatus","Rousettus_amplexicaudatus",8,11,1,4,4,1
"1137","Rousettus bidens","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_bidens","Rousettus_bidens",0,0,0,0,0,0
"1138","Rousettus celebensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_celebensis","Rousettus_celebensis",0,0,0,0,0,0
"1139","Rousettus lanosus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_lanosus","Rousettus_lanosus",0,0,0,0,0,0
"1140","Rousettus leschenaultii","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_leschenaultii","Rousettus_leschenaultii",18,38,1,12,8,1
"1141","Rousettus linduensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_linduensis","Rousettus_linduensis",0,0,0,0,0,0
"1142","Rousettus madagascariensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_madagascariensis","Rousettus_madagascariensis",5,11,1,2,2,1
"1143","Rousettus obliviosus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_obliviosus","Rousettus_obliviosus",0,0,0,0,0,0
"1144","Rousettus spinalatus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_spinalatus","Rousettus_spinalatus",0,0,0,0,0,0
"1145","Saccolaimus flaviventris","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_flaviventris","Saccolaimus_flaviventris",1,1,1,1,1,1
"1146","Saccolaimus mixtus","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_mixtus","Saccolaimus_mixtus",0,0,0,0,0,0
"1147","Saccolaimus peli","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_peli","Saccolaimus_peli",0,0,0,0,0,0
"1148","Saccolaimus saccolaimus","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_saccolaimus","Saccolaimus_saccolaimus",1,1,1,1,1,1
"1149","Saccopteryx antioquensis","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_antioquensis","Saccopteryx_antioquensis",0,0,0,0,0,0
"1150","Saccopteryx bilineata","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_bilineata","Saccopteryx_bilineata",1,1,1,0,0,0
"1151","Saccopteryx canescens","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_canescens","Saccopteryx_canescens",0,0,0,0,0,0
"1152","Saccopteryx gymnura","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_gymnura","Saccopteryx_gymnura",0,0,0,0,0,0
"1153","Saccopteryx leptura","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_leptura","Saccopteryx_leptura",0,0,0,0,0,0
"1154","Sauromys petrophilus","Sauromys","MOLOSSIDAE","Yangochiroptera","Sauromys_petrophilus","Sauromys_petrophilus",0,0,0,0,0,0
"1155","Scleronycteris ega","Scleronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Scleronycteris_ega","Scleronycteris_ega",0,0,0,0,0,0
"1156","Scoteanax rueppellii","Scoteanax","VESPERTILIONIDAE","Yangochiroptera","Scoteanax_rueppellii","Scoteanax_rueppellii",0,0,0,0,0,0
"1157","Scotoecus albofuscus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_albofuscus","Scotoecus_albofuscus",0,0,0,0,0,0
"1158","Scotoecus hirundo","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_hirundo","Scotoecus_hirundo",0,0,0,0,0,0
"1159","Scotoecus pallidus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_pallidus","Scotoecus_pallidus",0,0,0,0,0,0
"1160","Scotomanes ornatus","Scotomanes","VESPERTILIONIDAE","Yangochiroptera","Scotomanes_ornatus","Scotomanes_ornatus",0,0,0,0,0,0
"1161","Scotonycteris bergmansi","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,"Scotonycteris_bergmansi",0,0,0,0,0,0
"1162","Scotonycteris occidentalis","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,"Scotonycteris_occidentalis",0,0,0,0,0,0
"1163","Scotonycteris zenkeri","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera","Scotonycteris_zenkeri","Scotonycteris_zenkeri",0,0,0,0,0,0
"1164","Scotophilus andrewreborii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_andrewreborii",0,0,0,0,0,0
"1165","Scotophilus borbonicus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_borbonicus","Scotophilus_borbonicus",0,0,0,0,0,0
"1166","Scotophilus celebensis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_celebensis","Scotophilus_celebensis",0,0,0,0,0,0
"1167","Scotophilus collinus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_collinus","Scotophilus_collinus",0,0,0,0,0,0
"1168","Scotophilus dinganii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_dinganii","Scotophilus_dinganii",3,6,1,0,0,0
"1169","Scotophilus ejetai","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_ejetai",0,0,0,0,0,0
"1170","Scotophilus heathii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_heathii","Scotophilus_heathii",1,1,1,0,0,0
"1171","Scotophilus kuhlii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_kuhlii","Scotophilus_kuhlii",18,52,1,8,6,1
"1172","Scotophilus leucogaster","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_leucogaster","Scotophilus_leucogaster",1,3,1,0,0,0
"1173","Scotophilus livingstonii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_livingstonii",0,0,0,0,0,0
"1174","Scotophilus marovaza","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_marovaza",0,0,0,0,0,0
"1175","Scotophilus nigrita","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nigrita","Scotophilus_nigrita",1,1,1,1,1,1
"1176","Scotophilus nucella","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nucella","Scotophilus_nucella",0,0,0,0,0,0
"1177","Scotophilus nux","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nux","Scotophilus_nux",1,1,1,0,0,0
"1178","Scotophilus robustus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_robustus","Scotophilus_robustus",0,0,0,0,0,0
"1179","Scotophilus tandrefana","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_tandrefana",0,0,0,0,0,0
"1180","Scotophilus trujilloi","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Scotophilus_trujilloi",0,0,0,0,0,0
"1181","Scotophilus viridis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_viridis","Scotophilus_viridis",0,0,0,0,0,0
"1182","Scotorepens balstoni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_balstoni","Scotorepens_balstoni",0,0,0,0,0,0
"1183","Scotorepens greyii","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_greyii","Scotorepens_greyii",0,0,0,0,0,0
"1184","Scotorepens orion","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_orion","Scotorepens_orion",0,0,0,0,0,0
"1185","Scotorepens sanborni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_sanborni","Scotorepens_sanborni",0,0,0,0,0,0
"1186","Scotozous dormeri","Scotozous","VESPERTILIONIDAE","Yangochiroptera","Scotozous_dormeri","Scotozous_dormeri",0,0,0,0,0,0
"1187","Sphaerias blanfordi","Sphaerias","PTEROPODIDAE","Yinpterochiroptera","Sphaerias_blanfordi","Sphaerias_blanfordi",0,0,0,0,0,0
"1188","Sphaeronycteris toxophyllum","Sphaeronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Sphaeronycteris_toxophyllum","Sphaeronycteris_toxophyllum",0,0,0,0,0,0
"1189","Stenoderma rufum","Stenoderma","PHYLLOSTOMIDAE","Yangochiroptera","Stenoderma_rufum","Stenoderma_rufum",0,0,0,0,0,0
"1190","Sturnira angeli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_angeli",1,1,1,0,0,0
"1191","Sturnira aratathomasi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_aratathomasi","Sturnira_aratathomasi",0,0,0,0,0,0
"1192","Sturnira bakeri","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_bakeri",0,0,0,0,0,0
"1193","Sturnira bidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bidens","Sturnira_bidens",0,0,0,0,0,0
"1194","Sturnira bogotensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bogotensis","Sturnira_bogotensis",0,0,0,0,0,0
"1195","Sturnira burtonlimi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_burtonlimi",0,0,0,0,0,0
"1196","Sturnira erythromos","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_erythromos","Sturnira_erythromos",1,1,1,0,0,0
"1197","Sturnira hondurensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_hondurensis",0,0,0,0,0,0
"1198","Sturnira koopmanhilli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_koopmanhilli",0,0,0,0,0,0
"1199","Sturnira lilium","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_lilium","Sturnira_lilium",10,20,1,3,3,1
"1200","Sturnira ludovici","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_ludovici","Sturnira_ludovici",1,1,1,0,0,0
"1201","Sturnira luisi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_luisi","Sturnira_luisi",0,0,0,0,0,0
"1202","Sturnira magna","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_magna","Sturnira_magna",0,0,0,0,0,0
"1203","Sturnira mistratensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mistratensis","Sturnira_mistratensis",0,0,0,0,0,0
"1204","Sturnira mordax","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mordax","Sturnira_mordax",0,0,0,0,0,0
"1205","Sturnira nana","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_nana","Sturnira_nana",0,0,0,0,0,0
"1206","Sturnira oporaphilum","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_oporaphilum","Sturnira_oporaphilum",0,0,0,0,0,0
"1207","Sturnira parvidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_parvidens",3,4,1,3,2,1
"1208","Sturnira paulsoni","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_paulsoni",0,0,0,0,0,0
"1209","Sturnira perla","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_perla",0,0,0,0,0,0
"1210","Sturnira sorianoi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Sturnira_sorianoi",0,0,0,0,0,0
"1211","Sturnira tildae","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_tildae","Sturnira_tildae",1,1,1,0,0,0
"1212","Styloctenium mindorensis","Styloctenium","PTEROPODIDAE","Yinpterochiroptera",NA,"Styloctenium_mindorensis",0,0,0,0,0,0
"1213","Styloctenium wallacei","Styloctenium","PTEROPODIDAE","Yinpterochiroptera","Styloctenium_wallacei","Styloctenium_wallacei",0,0,0,0,0,0
"1214","Submyotodon latirostris","Submyotodon","VESPERTILIONIDAE","Yangochiroptera",NA,"Submyotodon_latirostris",1,1,1,1,1,1
"1215","Syconycteris australis","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_australis","Syconycteris_australis",2,2,1,0,0,0
"1216","Syconycteris carolinae","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_carolinae","Syconycteris_carolinae",0,0,0,0,0,0
"1217","Syconycteris hobbit","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_hobbit","Syconycteris_hobbit",0,0,0,0,0,0
"1218","Tadarida aegyptiaca","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_aegyptiaca","Tadarida_aegyptiaca",0,0,0,0,0,0
"1219","Tadarida australis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_australis","Tadarida_australis",0,0,0,0,0,0
"1220","Tadarida brasiliensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_brasiliensis","Tadarida_brasiliensis",15,44,1,4,4,1
"1221","Tadarida fulminans","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_fulminans","Tadarida_fulminans",0,0,0,0,0,0
"1222","Tadarida insignis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_insignis","Tadarida_insignis",2,2,1,1,1,1
"1223","Tadarida jobimena","Tadarida","MOLOSSIDAE","Yangochiroptera",NA,"Tadarida_jobimena",0,0,0,0,0,0
"1224","Tadarida kuboriensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_kuboriensis","Tadarida_kuboriensis",0,0,0,0,0,0
"1225","Tadarida latouchei","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_latouchei","Tadarida_latouchei",0,0,0,0,0,0
"1226","Tadarida lobata","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_lobata","Tadarida_lobata",0,0,0,0,0,0
"1227","Tadarida teniotis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_teniotis","Tadarida_teniotis",2,6,1,1,1,1
"1228","Tadarida ventralis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_ventralis","Tadarida_ventralis",0,0,0,0,0,0
"1229","Taphozous achates","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_achates","Taphozous_achates",0,0,0,0,0,0
"1230","Taphozous australis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_australis","Taphozous_australis",0,0,0,0,0,0
"1231","Taphozous georgianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_georgianus","Taphozous_georgianus",0,0,0,0,0,0
"1232","Taphozous hamiltoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hamiltoni","Taphozous_hamiltoni",0,0,0,0,0,0
"1233","Taphozous hildegardeae","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hildegardeae","Taphozous_hildegardeae",3,3,1,0,0,0
"1234","Taphozous hilli","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hilli","Taphozous_hilli",0,0,0,0,0,0
"1235","Taphozous kapalgensis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_kapalgensis","Taphozous_kapalgensis",0,0,0,0,0,0
"1236","Taphozous longimanus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_longimanus","Taphozous_longimanus",1,2,1,0,0,0
"1237","Taphozous mauritianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_mauritianus","Taphozous_mauritianus",2,3,1,0,0,0
"1238","Taphozous melanopogon","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_melanopogon","Taphozous_melanopogon",21,48,1,9,8,1
"1239","Taphozous nudiventris","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_nudiventris","Taphozous_nudiventris",0,0,0,0,0,0
"1240","Taphozous perforatus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_perforatus","Taphozous_perforatus",7,7,1,2,2,1
"1241","Taphozous theobaldi","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_theobaldi","Taphozous_theobaldi",2,2,1,0,0,0
"1242","Taphozous troughtoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_troughtoni","Taphozous_troughtoni",0,0,0,0,0,0
"1243","Thoopterus nigrescens","Thoopterus","PTEROPODIDAE","Yinpterochiroptera","Thoopterus_nigrescens","Thoopterus_nigrescens",0,0,0,0,0,0
"1244","Thoopterus suhaniahae","Thoopterus","PTEROPODIDAE","Yinpterochiroptera",NA,"Thoopterus_suhaniahae",0,0,0,0,0,0
"1245","Thyroptera devivoi","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,"Thyroptera_devivoi",0,0,0,0,0,0
"1246","Thyroptera discifera","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_discifera","Thyroptera_discifera",0,0,0,0,0,0
"1247","Thyroptera lavali","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_lavali","Thyroptera_lavali",0,0,0,0,0,0
"1248","Thyroptera tricolor","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_tricolor","Thyroptera_tricolor",0,0,0,0,0,0
"1249","Thyroptera wynneae","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,"Thyroptera_wynneae",0,0,0,0,0,0
"1250","Tomopeas ravus","Tomopeas","MOLOSSIDAE","Yangochiroptera","Tomopeas_ravus","Tomopeas_ravus",0,0,0,0,0,0
"1251","Tonatia bidens","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_bidens","Tonatia_bidens",0,0,0,0,0,0
"1252","Tonatia saurophila","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_saurophila","Tonatia_saurophila",0,0,0,0,0,0
"1253","Trachops cirrhosus","Trachops","PHYLLOSTOMIDAE","Yangochiroptera","Trachops_cirrhosus","Trachops_cirrhosus",3,3,1,1,1,1
"1254","Triaenops afer","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,"Triaenops_afer",3,6,1,2,1,1
"1255","Triaenops menamena","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,"Triaenops_menamena",3,4,1,1,1,1
"1256","Triaenops parvus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,"Triaenops_parvus",0,0,0,0,0,0
"1257","Triaenops persicus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_persicus","Triaenops_persicus",4,11,1,1,1,1
"1258","Triaenops rufus","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_rufus","Triaenops_rufus",0,0,0,0,0,0
