"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"353","Hipposideros speoris","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_speoris","Hipposideros_speoris",0,0,0,0,0,0
"354","Hipposideros stenotis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_stenotis","Hipposideros_stenotis",0,0,0,0,0,0
"355","Hipposideros sumbae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_sumbae","Hipposideros_sumbae",0,0,0,0,0,0
"356","Hipposideros thomensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_thomensis","Hipposideros_thomensis",0,0,0,0,0,0
"357","Hipposideros turpis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_turpis","Hipposideros_turpis",2,2,1,0,0,0
"358","Hipposideros vittatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_vittatus","Hipposideros_vittatus",2,6,1,0,0,0
"359","Hipposideros wollastoni","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_wollastoni","Hipposideros_wollastoni",0,0,0,0,0,0
"360","Histiotus alienus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_alienus","Histiotus_alienus",0,0,0,0,0,0
"361","Histiotus humboldti","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_humboldti","Histiotus_humboldti",0,0,0,0,0,0
"362","Histiotus laephotis","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_laephotis","Histiotus_laephotis",1,1,1,0,0,0
"363","Histiotus macrotus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_macrotus","Histiotus_macrotus",1,1,1,1,1,1
"364","Histiotus magellanicus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_magellanicus","Histiotus_magellanicus",0,0,0,0,0,0
"365","Histiotus montanus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_montanus","Histiotus_montanus",1,1,1,1,1,1
"366","Histiotus velatus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_velatus","Histiotus_velatus",1,1,1,1,1,1
"367","Hsunycteris cadenai","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Hsunycteris_cadenai",0,0,0,0,0,0
"368","Hsunycteris pattoni","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Hsunycteris_pattoni",0,0,0,0,0,0
"369","Hsunycteris thomasi","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Hsunycteris_thomasi",1,1,1,0,0,0
"370","Hylonycteris underwoodi","Hylonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Hylonycteris_underwoodi","Hylonycteris_underwoodi",0,0,0,0,0,0
"371","Hypsignathus monstrosus","Hypsignathus","PTEROPODIDAE","Yinpterochiroptera","Hypsignathus_monstrosus","Hypsignathus_monstrosus",4,4,1,1,1,1
"372","Hypsugo anchietae","Hypsugo","VESPERTILIONIDAE","Yangochiroptera","Hypsugo_anchietae","Hypsugo_anchietae",0,0,0,0,0,0
"373","Hypsugo bemainty","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,"Hypsugo_bemainty",0,0,0,0,0,0
"374","Hypsugo dolichodon","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,"Hypsugo_dolichodon",0,0,0,0,0,0
"375","Hypsugo lanzai","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,"Hypsugo_lanzai",0,0,0,0,0,0
"376","Ia io","Ia","VESPERTILIONIDAE","Yangochiroptera","Ia_io","Ia_io",10,16,1,1,1,1
"377","Idionycteris phyllotis","Idionycteris","VESPERTILIONIDAE","Yangochiroptera","Idionycteris_phyllotis","Idionycteris_phyllotis",0,0,0,0,0,0
"378","Kerivoula africana","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_africana","Kerivoula_africana",0,0,0,0,0,0
"379","Kerivoula agnella","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_agnella","Kerivoula_agnella",0,0,0,0,0,0
"380","Kerivoula argentata","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_argentata","Kerivoula_argentata",1,1,1,0,0,0
"381","Kerivoula cuprosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_cuprosa","Kerivoula_cuprosa",0,0,0,0,0,0
"382","Kerivoula eriophora","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_eriophora","Kerivoula_eriophora",0,0,0,0,0,0
"383","Kerivoula flora","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_flora","Kerivoula_flora",0,0,0,0,0,0
"384","Kerivoula hardwickii","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_hardwickii","Kerivoula_hardwickii",1,1,1,0,0,0
"385","Kerivoula intermedia","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_intermedia","Kerivoula_intermedia",0,0,0,0,0,0
"386","Kerivoula kachinensis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,"Kerivoula_kachinensis",0,0,0,0,0,0
"387","Kerivoula krauensis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,"Kerivoula_krauensis",0,0,0,0,0,0
"388","Kerivoula lanosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_lanosa","Kerivoula_lanosa",0,0,0,0,0,0
"389","Kerivoula lenis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_lenis","Kerivoula_lenis",0,0,0,0,0,0
"390","Kerivoula minuta","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_minuta","Kerivoula_minuta",0,0,0,0,0,0
"391","Kerivoula muscina","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_muscina","Kerivoula_muscina",0,0,0,0,0,0
"392","Kerivoula myrella","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_myrella","Kerivoula_myrella",0,0,0,0,0,0
"393","Kerivoula papillosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_papillosa","Kerivoula_papillosa",0,0,0,0,0,0
"394","Kerivoula pellucida","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_pellucida","Kerivoula_pellucida",0,0,0,0,0,0
"395","Kerivoula phalaena","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_phalaena","Kerivoula_phalaena",0,0,0,0,0,0
"396","Kerivoula picta","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_picta","Kerivoula_picta",0,0,0,0,0,0
"397","Kerivoula smithii","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_smithii","Kerivoula_smithii",0,0,0,0,0,0
"398","Kerivoula titania","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,"Kerivoula_titania",1,2,1,0,0,0
"399","Kerivoula whiteheadi","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_whiteheadi","Kerivoula_whiteheadi",0,0,0,0,0,0
"400","Laephotis angolensis","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_angolensis","Laephotis_angolensis",0,0,0,0,0,0
"401","Laephotis botswanae","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_botswanae","Laephotis_botswanae",0,0,0,0,0,0
"402","Laephotis namibensis","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_namibensis","Laephotis_namibensis",0,0,0,0,0,0
"403","Laephotis wintoni","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_wintoni","Laephotis_wintoni",0,0,0,0,0,0
"404","Lampronycteris brachyotis","Lampronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lampronycteris_brachyotis","Lampronycteris_brachyotis",0,0,0,0,0,0
"405","Lasionycteris noctivagans","Lasionycteris","VESPERTILIONIDAE","Yangochiroptera","Lasionycteris_noctivagans","Lasionycteris_noctivagans",3,4,1,2,2,1
"406","Lasiurus atratus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_atratus","Lasiurus_atratus",0,0,0,0,0,0
"407","Lasiurus blossevillii","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_blossevillii","Lasiurus_blossevillii",1,1,1,1,1,1
"408","Lasiurus borealis","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_borealis","Lasiurus_borealis",2,2,1,2,2,1
"409","Lasiurus castaneus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_castaneus","Lasiurus_castaneus",0,0,0,0,0,0
"410","Lasiurus cinereus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus",2,2,1,2,2,1
"411","Lasiurus degelidus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_degelidus","Lasiurus_degelidus",0,0,0,0,0,0
"412","Lasiurus ebenus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ebenus","Lasiurus_ebenus",0,0,0,0,0,0
"413","Lasiurus ega","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega",1,1,1,1,1,1
"414","Lasiurus egregius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_egregius","Lasiurus_egregius",0,0,0,0,0,0
"415","Lasiurus insularis","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_insularis","Lasiurus_insularis",0,0,0,0,0,0
"416","Lasiurus intermedius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius",1,1,1,1,1,1
"417","Lasiurus minor","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_minor","Lasiurus_minor",0,0,0,0,0,0
"418","Lasiurus pfeifferi","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_pfeifferi","Lasiurus_pfeifferi",0,0,0,0,0,0
"419","Lasiurus seminolus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus","Lasiurus_seminolus",1,1,1,1,1,1
"420","Lasiurus varius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_varius","Lasiurus_varius",0,0,0,0,0,0
"421","Lasiurus xanthinus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus","Lasiurus_xanthinus",1,1,1,1,1,1
"422","Latidens salimalii","Latidens","PTEROPODIDAE","Yinpterochiroptera","Latidens_salimalii","Latidens_salimalii",0,0,0,0,0,0
"423","Lavia frons","Lavia","MEGADERMATIDAE","Yinpterochiroptera","Lavia_frons","Lavia_frons",0,0,0,0,0,0
"424","Leptonycteris curasoae","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_curasoae","Leptonycteris_curasoae",0,0,0,0,0,0
"425","Leptonycteris nivalis","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_nivalis","Leptonycteris_nivalis",1,1,1,1,1,1
"426","Leptonycteris yerbabuenae","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_yerbabuenae","Leptonycteris_yerbabuenae",0,0,0,0,0,0
"427","Lichonycteris obscura","Lichonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lichonycteris_obscura","Lichonycteris_obscura",1,1,1,0,0,0
"428","Lionycteris spurrelli","Lionycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lionycteris_spurrelli","Lionycteris_spurrelli",0,0,0,0,0,0
"429","Lonchophylla bokermanni","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_bokermanni","Lonchophylla_bokermanni",0,0,0,0,0,0
"430","Lonchophylla chocoana","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_chocoana",0,0,0,0,0,0
"431","Lonchophylla concava","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_concava",0,0,0,0,0,0
"432","Lonchophylla dekeyseri","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_dekeyseri","Lonchophylla_dekeyseri",0,0,0,0,0,0
"433","Lonchophylla fornicata","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_fornicata",0,0,0,0,0,0
"434","Lonchophylla handleyi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_handleyi","Lonchophylla_handleyi",0,0,0,0,0,0
"435","Lonchophylla hesperia","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_hesperia","Lonchophylla_hesperia",0,0,0,0,0,0
"436","Lonchophylla inexpectata","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_inexpectata",0,0,0,0,0,0
"437","Lonchophylla mordax","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_mordax","Lonchophylla_mordax",0,0,0,0,0,0
"438","Lonchophylla orcesi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_orcesi",0,0,0,0,0,0
"439","Lonchophylla orienticollina","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_orienticollina",0,0,0,0,0,0
"440","Lonchophylla peracchii","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lonchophylla_peracchii",0,0,0,0,0,0
"441","Lonchophylla robusta","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_robusta","Lonchophylla_robusta",0,0,0,0,0,0
"442","Lonchophylla thomasi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_thomasi","Lonchophylla_thomasi",0,0,0,0,0,0
"443","Lonchorhina aurita","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_aurita","Lonchorhina_aurita",1,2,1,0,0,0
"444","Lonchorhina fernandezi","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_fernandezi","Lonchorhina_fernandezi",0,0,0,0,0,0
"445","Lonchorhina inusitata","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_inusitata","Lonchorhina_inusitata",0,0,0,0,0,0
"446","Lonchorhina marinkellei","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_marinkellei","Lonchorhina_marinkellei",0,0,0,0,0,0
"447","Lonchorhina orinocensis","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_orinocensis","Lonchorhina_orinocensis",0,0,0,0,0,0
"448","Lophostoma aequatorialis","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lophostoma_aequatorialis",0,0,0,0,0,0
"449","Lophostoma brasiliense","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_brasiliense","Lophostoma_brasiliense",0,0,0,0,0,0
"450","Lophostoma carrikeri","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_carrikeri","Lophostoma_carrikeri",0,0,0,0,0,0
"451","Lophostoma evotis","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_evotis","Lophostoma_evotis",0,0,0,0,0,0
"452","Lophostoma kalkoae","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lophostoma_kalkoae",0,0,0,0,0,0
"453","Lophostoma schulzi","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_schulzi","Lophostoma_schulzi",0,0,0,0,0,0
"454","Lophostoma silvicolum","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_silvicolum","Lophostoma_silvicolum",0,0,0,0,0,0
"455","Lophostoma yasuni","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Lophostoma_yasuni",0,0,0,0,0,0
"456","Macroderma gigas","Macroderma","MEGADERMATIDAE","Yinpterochiroptera","Macroderma_gigas","Macroderma_gigas",0,0,0,0,0,0
"457","Macroglossus minimus","Macroglossus","PTEROPODIDAE","Yinpterochiroptera","Macroglossus_minimus","Macroglossus_minimus",3,4,1,0,0,0
"458","Macroglossus sobrinus","Macroglossus","PTEROPODIDAE","Yinpterochiroptera","Macroglossus_sobrinus","Macroglossus_sobrinus",3,4,1,1,1,1
"459","Macrophyllum macrophyllum","Macrophyllum","PHYLLOSTOMIDAE","Yangochiroptera","Macrophyllum_macrophyllum","Macrophyllum_macrophyllum",0,0,0,0,0,0
"460","Macrotus californicus","Macrotus","PHYLLOSTOMIDAE","Yangochiroptera","Macrotus_californicus","Macrotus_californicus",2,2,1,1,1,1
"461","Macrotus waterhousii","Macrotus","PHYLLOSTOMIDAE","Yangochiroptera","Macrotus_waterhousii","Macrotus_waterhousii",1,1,1,0,0,0
"462","Megaderma lyra","Megaderma","MEGADERMATIDAE","Yinpterochiroptera","Megaderma_lyra","Megaderma_lyra",5,8,1,1,1,1
"463","Megaderma spasma","Megaderma","MEGADERMATIDAE","Yinpterochiroptera","Megaderma_spasma","Megaderma_spasma",1,1,1,0,0,0
"464","Megaerops ecaudatus","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_ecaudatus","Megaerops_ecaudatus",0,0,0,0,0,0
"465","Megaerops kusnotoi","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_kusnotoi","Megaerops_kusnotoi",2,2,1,0,0,0
"466","Megaerops niphanae","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_niphanae","Megaerops_niphanae",1,1,1,0,0,0
"467","Megaerops wetmorei","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_wetmorei","Megaerops_wetmorei",0,0,0,0,0,0
"468","Megaloglossus azagnyi","Megaloglossus","PTEROPODIDAE","Yinpterochiroptera",NA,"Megaloglossus_azagnyi",0,0,0,0,0,0
"469","Megaloglossus woermanni","Megaloglossus","PTEROPODIDAE","Yinpterochiroptera","Megaloglossus_woermanni","Megaloglossus_woermanni",4,11,1,0,0,0
"470","Melonycteris fardoulisi","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_fardoulisi","Melonycteris_fardoulisi",0,0,0,0,0,0
"471","Melonycteris melanops","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_melanops","Melonycteris_melanops",0,0,0,0,0,0
"472","Melonycteris woodfordi","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_woodfordi","Melonycteris_woodfordi",0,0,0,0,0,0
"473","Mesophylla macconnelli","Mesophylla","PHYLLOSTOMIDAE","Yangochiroptera","Mesophylla_macconnelli","Mesophylla_macconnelli",2,2,1,1,1,1
"474","Micronycteris brosseti","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_brosseti","Micronycteris_brosseti",0,0,0,0,0,0
"475","Micronycteris buriri","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Micronycteris_buriri",0,0,0,0,0,0
"476","Micronycteris giovanniae","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Micronycteris_giovanniae",0,0,0,0,0,0
"477","Micronycteris hirsuta","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_hirsuta","Micronycteris_hirsuta",0,0,0,0,0,0
"478","Micronycteris matses","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_matses","Micronycteris_matses",0,0,0,0,0,0
"479","Micronycteris megalotis","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_megalotis","Micronycteris_megalotis",0,0,0,0,0,0
"480","Micronycteris microtis","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_microtis","Micronycteris_microtis",0,0,0,0,0,0
"481","Micronycteris minuta","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_minuta","Micronycteris_minuta",0,0,0,0,0,0
"482","Micronycteris sanborni","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_sanborni","Micronycteris_sanborni",0,0,0,0,0,0
"483","Micronycteris schmidtorum","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_schmidtorum","Micronycteris_schmidtorum",0,0,0,0,0,0
"484","Micronycteris yatesi","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Micronycteris_yatesi",0,0,0,0,0,0
"485","Micropteropus intermedius","Micropteropus","PTEROPODIDAE","Yinpterochiroptera","Micropteropus_intermedius","Micropteropus_intermedius",0,0,0,0,0,0
"486","Micropteropus pusillus","Micropteropus","PTEROPODIDAE","Yinpterochiroptera","Micropteropus_pusillus","Micropteropus_pusillus",5,10,1,4,4,1
"487","Mimetillus moloneyi","Mimetillus","VESPERTILIONIDAE","Yangochiroptera","Mimetillus_moloneyi","Mimetillus_moloneyi",0,0,0,0,0,0
"488","Mimon bennettii","Mimon","PHYLLOSTOMIDAE","Yangochiroptera","Mimon_bennettii","Mimon_bennettii",0,0,0,0,0,0
"489","Mimon cozumelae","Mimon","PHYLLOSTOMIDAE","Yangochiroptera","Mimon_cozumelae","Mimon_cozumelae",0,0,0,0,0,0
"490","Mimon crenulatum","Mimon","PHYLLOSTOMIDAE","Yangochiroptera","Mimon_crenulatum","Mimon_crenulatum",0,0,0,0,0,0
"491","Mimon koepckeae","Mimon","PHYLLOSTOMIDAE","Yangochiroptera","Mimon_koepckeae","Mimon_koepckeae",0,0,0,0,0,0
"492","Miniopterus aelleni","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_aelleni",0,0,0,0,0,0
"493","Miniopterus ambohitrensis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_ambohitrensis",0,0,0,0,0,0
"494","Miniopterus australis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_australis","Miniopterus_australis",0,0,0,0,0,0
"495","Miniopterus brachytragos","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_brachytragos",0,0,0,0,0,0
"496","Miniopterus egeri","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_egeri",0,0,0,0,0,0
"497","Miniopterus fraterculus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_fraterculus","Miniopterus_fraterculus",1,1,1,0,0,0
"498","Miniopterus fuliginosus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_fuliginosus",13,35,1,3,2,1
"499","Miniopterus fuscus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_fuscus","Miniopterus_fuscus",1,3,1,0,0,0
"500","Miniopterus gleni","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_gleni","Miniopterus_gleni",2,3,1,1,1,1
"501","Miniopterus griffithsi","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_griffithsi",0,0,0,0,0,0
"502","Miniopterus griveaudi","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_griveaudi",2,5,1,1,1,1
"503","Miniopterus inflatus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_inflatus","Miniopterus_inflatus",6,13,1,2,2,1
"504","Miniopterus macrocneme","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_macrocneme","Miniopterus_macrocneme",0,0,0,0,0,0
"505","Miniopterus maghrebensis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_maghrebensis",0,0,0,0,0,0
"506","Miniopterus magnater","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_magnater","Miniopterus_magnater",5,30,1,1,1,1
"507","Miniopterus mahafaliensis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_mahafaliensis",2,2,1,1,1,1
"508","Miniopterus majori","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_majori","Miniopterus_majori",0,0,0,0,0,0
"509","Miniopterus manavi","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_manavi","Miniopterus_manavi",1,1,1,1,1,1
"510","Miniopterus medius","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_medius","Miniopterus_medius",0,0,0,0,0,0
"511","Miniopterus minor","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_minor","Miniopterus_minor",4,4,1,0,0,0
"512","Miniopterus mossambicus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_mossambicus",2,2,1,1,1,1
"513","Miniopterus natalensis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_natalensis","Miniopterus_natalensis",5,8,1,1,1,1
"514","Miniopterus newtoni","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_newtoni",0,0,0,0,0,0
"515","Miniopterus oceanensis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_oceanensis",0,0,0,0,0,0
"516","Miniopterus paululus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_paululus","Miniopterus_paululus",0,0,0,0,0,0
"517","Miniopterus petersoni","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_petersoni",0,0,0,0,0,0
"518","Miniopterus pusillus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_pusillus","Miniopterus_pusillus",14,34,1,3,3,1
"519","Miniopterus robustior","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_robustior","Miniopterus_robustior",0,0,0,0,0,0
"520","Miniopterus schreibersii","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_schreibersii","Miniopterus_schreibersii",21,96,1,12,9,1
"521","Miniopterus shortridgei","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_shortridgei","Miniopterus_shortridgei",0,0,0,0,0,0
"522","Miniopterus sororculus","Miniopterus","VESPERTILIONIDAE","Yangochiroptera",NA,"Miniopterus_sororculus",2,3,1,1,1,1
"523","Miniopterus tristis","Miniopterus","VESPERTILIONIDAE","Yangochiroptera","Miniopterus_tristis","Miniopterus_tristis",0,0,0,0,0,0
"524","Mirimiri acrodonta","Mirimiri","PTEROPODIDAE","Yinpterochiroptera",NA,"Mirimiri_acrodonta",0,0,0,0,0,0
"525","Molossops aequatorianus","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_aequatorianus","Molossops_aequatorianus",0,0,0,0,0,0
"526","Molossops mattogrossensis","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_mattogrossensis","Molossops_mattogrossensis",0,0,0,0,0,0
"527","Molossops neglectus","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_neglectus","Molossops_neglectus",1,1,1,1,1,1
"528","Molossops temminckii","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_temminckii","Molossops_temminckii",0,0,0,0,0,0
"529","Molossus alvarezi","Molossus","MOLOSSIDAE","Yangochiroptera",NA,"Molossus_alvarezi",0,0,0,0,0,0
"530","Molossus aztecus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_aztecus","Molossus_aztecus",0,0,0,0,0,0
"531","Molossus barnesi","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_barnesi","Molossus_barnesi",0,0,0,0,0,0
