"","row","trainAUC","testAUC","spec","sen","best","n.trees","interaction.depth","shrinkage","seed","id","id2"
"15",15,0.96780437756498,0.918587281263338,0.971830985915493,0.522727272727273,15000,15000,2,5e-04,5,"15000 2 5e-04","2"
"16",16,0.964165526675787,0.923602219376867,0.957746478873239,0.659090909090909,14996,15000,2,5e-04,6,"15000 2 5e-04","2"
"17",17,0.963201094391245,0.934272300469484,0.957746478873239,0.590909090909091,14840,15000,2,5e-04,7,"15000 2 5e-04","2"
"18",18,0.961306429548564,0.934805804524114,0.962441314553991,0.659090909090909,14958,15000,2,5e-04,8,"15000 2 5e-04","2"
"19",19,0.966990424076607,0.899807938540333,0.967136150234742,0.5,14992,15000,2,5e-04,9,"15000 2 5e-04","2"
"20",20,0.961463748290014,0.944408877507469,0.990610328638498,0.636363636363636,14962,15000,2,5e-04,10,"15000 2 5e-04","2"
"21",21,0.974172366621067,0.924989329918907,0.976525821596244,0.613636363636364,6412,15000,3,0.001,1,"15000 3 0.001","3"
"22",22,0.970143638850889,0.933525394793,0.995305164319249,0.522727272727273,5864,15000,3,0.001,2,"15000 3 0.001","3"
"23",23,0.973447332421341,0.923388817755015,0.976525821596244,0.659090909090909,6425,15000,3,0.001,3,"15000 3 0.001","3"
"24",24,0.971764705882353,0.940460947503201,0.962441314553991,0.681818181818182,6347,15000,3,0.001,4,"15000 3 0.001","3"
"25",25,0.980512995896033,0.917626973965002,0.971830985915493,0.545454545454545,7968,15000,3,0.001,5,"15000 3 0.001","3"
"26",26,0.972523939808482,0.923602219376867,0.953051643192488,0.659090909090909,6379,15000,3,0.001,6,"15000 3 0.001","3"
"27",27,0.971997264021888,0.935446009389671,0.953051643192488,0.590909090909091,6429,15000,3,0.001,7,"15000 3 0.001","3"
"28",28,0.969794801641587,0.934699103713188,0.967136150234742,0.681818181818182,6289,15000,3,0.001,8,"15000 3 0.001","3"
"29",29,0.975355677154583,0.899167733674776,0.971830985915493,0.5,6695,15000,3,0.001,9,"15000 3 0.001","3"
"30",30,0.972606019151847,0.943768672641912,0.990610328638498,0.590909090909091,6864,15000,3,0.001,10,"15000 3 0.001","3"
"31",31,0.974117647058824,0.92434912505335,0.976525821596244,0.613636363636364,12874,15000,3,5e-04,1,"15000 3 5e-04","4"
"32",32,0.970512995896033,0.933418693982074,0.995305164319249,0.522727272727273,11936,15000,3,5e-04,2,"15000 3 5e-04","4"
"33",33,0.97499316005472,0.92520273154076,0.976525821596244,0.659090909090909,13716,15000,3,5e-04,3,"15000 3 5e-04","4"
"34",34,0.971969904240766,0.940994451557832,0.967136150234742,0.681818181818182,12783,15000,3,5e-04,4,"15000 3 5e-04","4"
"35",35,0.978919288645691,0.918053777208707,0.971830985915493,0.545454545454545,15000,15000,3,5e-04,5,"15000 3 5e-04","4"
"36",36,0.970205198358413,0.923282116944089,0.957746478873239,0.659090909090909,11622,15000,3,5e-04,6,"15000 3 5e-04","4"
"37",37,0.973857729138167,0.935446009389671,0.957746478873239,0.590909090909091,13809,15000,3,5e-04,7,"15000 3 5e-04","4"
"38",38,0.967154582763338,0.933845497225779,0.967136150234742,0.704545454545455,11478,15000,3,5e-04,8,"15000 3 5e-04","4"
"39",39,0.975485636114911,0.900234741784038,0.971830985915493,0.5,13654,15000,3,5e-04,9,"15000 3 5e-04","4"
"40",40,0.971778385772914,0.945155783183952,0.990610328638498,0.590909090909091,13399,15000,3,5e-04,10,"15000 3 5e-04","4"
"41",41,0.976046511627907,0.92296201451131,0.976525821596244,0.613636363636364,5077,15000,4,0.001,1,"15000 4 0.001","5"
"42",42,0.974589603283174,0.93299189073837,0.990610328638498,0.522727272727273,5028,15000,4,0.001,2,"15000 4 0.001","5"
"43",43,0.977140902872777,0.923175416133163,0.976525821596244,0.659090909090909,5410,15000,4,0.001,3,"15000 4 0.001","5"
"44",44,0.975095759233926,0.93992744344857,0.971830985915493,0.681818181818182,5179,15000,4,0.001,4,"15000 4 0.001","5"
"45",45,0.984206566347469,0.917093469910371,0.971830985915493,0.545454545454545,6731,15000,4,0.001,5,"15000 4 0.001","5"
"46",46,0.975745554035568,0.924775928297055,0.957746478873239,0.659090909090909,5205,15000,4,0.001,6,"15000 4 0.001","5"
"47",47,0.977469220246238,0.937046521553564,0.957746478873239,0.613636363636364,5787,15000,4,0.001,7,"15000 4 0.001","5"
"48",48,0.972421340629275,0.932778489116517,0.971830985915493,0.704545454545455,5007,15000,4,0.001,8,"15000 4 0.001","5"
"49",49,0.976990424076607,0.897567221510884,0.976525821596244,0.5,5200,15000,4,0.001,9,"15000 4 0.001","5"
"50",50,0.976326949384405,0.943128467776355,0.990610328638498,0.568181818181818,5683,15000,4,0.001,10,"15000 4 0.001","5"
"51",51,0.976176470588235,0.923708920187793,0.971830985915493,0.613636363636364,10185,15000,4,5e-04,1,"15000 4 5e-04","6"
"52",52,0.973474692202462,0.933738796414853,0.990610328638498,0.522727272727273,9630,15000,4,5e-04,2,"15000 4 5e-04","6"
"53",53,0.976846785225718,0.924242424242424,0.976525821596244,0.659090909090909,10853,15000,4,5e-04,3,"15000 4 5e-04","6"
"54",54,0.97515047879617,0.939820742637644,0.971830985915493,0.681818181818182,10406,15000,4,5e-04,4,"15000 4 5e-04","6"
"55",55,0.983050615595075,0.918373879641485,0.971830985915493,0.545454545454545,12939,15000,4,5e-04,5,"15000 4 5e-04","6"
"56",56,0.975294117647059,0.923175416133163,0.957746478873239,0.659090909090909,10254,15000,4,5e-04,6,"15000 4 5e-04","6"
"57",57,0.975451436388509,0.937046521553564,0.957746478873239,0.590909090909091,10593,15000,4,5e-04,7,"15000 4 5e-04","6"
"58",58,0.973023255813953,0.931071276141699,0.971830985915493,0.704545454545455,10170,15000,4,5e-04,8,"15000 4 5e-04","6"
"59",59,0.978372093023256,0.897247119078105,0.971830985915493,0.5,11085,15000,4,5e-04,9,"15000 4 5e-04","6"
"60",60,0.977380300957592,0.943768672641912,0.990610328638498,0.568181818181818,11603,15000,4,5e-04,10,"15000 4 5e-04","6"
"61",61,0.968652530779754,0.925309432351686,0.976525821596244,0.590909090909091,8229,25000,2,0.001,1,"25000 2 0.001","7"
"62",62,0.964726402188783,0.934485702091336,0.995305164319249,0.522727272727273,7681,25000,2,0.001,2,"25000 2 0.001","7"
"63",63,0.970554035567715,0.923282116944089,0.976525821596244,0.659090909090909,9248,25000,2,0.001,3,"25000 2 0.001","7"
"64",64,0.965923392612859,0.942808365343577,0.967136150234742,0.681818181818182,8243,25000,2,0.001,4,"25000 2 0.001","7"
"65",65,0.974425444596443,0.917306871532224,0.971830985915493,0.545454545454545,10069,25000,2,0.001,5,"25000 2 0.001","7"
"66",66,0.964651162790698,0.922535211267606,0.957746478873239,0.659090909090909,7652,25000,2,0.001,6,"25000 2 0.001","7"
"67",67,0.967941176470588,0.932458386683739,0.953051643192488,0.590909090909091,8955,25000,2,0.001,7,"25000 2 0.001","7"
"68",68,0.964945280437757,0.935019206145967,0.962441314553991,0.681818181818182,8657,25000,2,0.001,8,"25000 2 0.001","7"
"69",69,0.970670314637483,0.899807938540333,0.967136150234742,0.5,8829,25000,2,0.001,9,"25000 2 0.001","7"
"70",70,0.964582763337893,0.942808365343577,0.990610328638498,0.613636363636364,8486,25000,2,0.001,10,"25000 2 0.001","7"
"71",71,0.969459644322845,0.924775928297055,0.976525821596244,0.568181818181818,871,25000,2,0.01,1,"25000 2 0.01","8"
"72",72,0.965170998632011,0.93075117370892,0.995305164319249,0.545454545454545,779,25000,2,0.01,2,"25000 2 0.01","8"
"73",73,0.975246238030096,0.922321809645753,0.976525821596244,0.659090909090909,1120,25000,2,0.01,3,"25000 2 0.01","8"
"74",74,0.96844049247606,0.941954758856167,0.962441314553991,0.681818181818182,925,25000,2,0.01,4,"25000 2 0.01","8"
"75",75,0.97469220246238,0.919334186939821,0.971830985915493,0.568181818181818,1066,25000,2,0.01,5,"25000 2 0.01","8"
"76",76,0.964192886456908,0.922748612889458,0.957746478873239,0.659090909090909,750,25000,2,0.01,6,"25000 2 0.01","8"
"77",77,0.964863201094391,0.93213828425096,0.953051643192488,0.590909090909091,783,25000,2,0.01,7,"25000 2 0.01","8"
"78",78,0.97265389876881,0.934699103713188,0.962441314553991,0.681818181818182,1137,25000,2,0.01,8,"25000 2 0.01","8"
"79",79,0.967147742818057,0.895860008536065,0.962441314553991,0.477272727272727,786,25000,2,0.01,9,"25000 2 0.01","8"
"80",80,0.970540355677155,0.942381562099872,0.990610328638498,0.590909090909091,1069,25000,2,0.01,10,"25000 2 0.01","8"
"81",81,0.970588235294118,0.92434912505335,0.976525821596244,0.590909090909091,18162,25000,2,5e-04,1,"25000 2 5e-04","9"
"82",82,0.964083447332421,0.935019206145967,0.995305164319249,0.522727272727273,14858,25000,2,5e-04,2,"25000 2 5e-04","9"
"83",83,0.968413132694938,0.922001707212975,0.976525821596244,0.659090909090909,17037,25000,2,5e-04,3,"25000 2 5e-04","9"
"84",84,0.96766073871409,0.94216816047802,0.967136150234742,0.681818181818182,17729,25000,2,5e-04,4,"25000 2 5e-04","9"
"85",85,0.977626538987688,0.916239863422962,0.967136150234742,0.545454545454545,23276,25000,2,5e-04,5,"25000 2 5e-04","9"
"86",86,0.964521203830369,0.92296201451131,0.957746478873239,0.659090909090909,15130,25000,2,5e-04,6,"25000 2 5e-04","9"
"87",87,0.96734610123119,0.933952198036705,0.953051643192488,0.590909090909091,17579,25000,2,5e-04,7,"25000 2 5e-04","9"
"88",88,0.963461012311902,0.935232607767819,0.962441314553991,0.681818181818182,16288,25000,2,5e-04,8,"25000 2 5e-04","9"
"89",89,0.97249658002736,0.899381135296628,0.967136150234742,0.5,19469,25000,2,5e-04,9,"25000 2 5e-04","9"
"90",90,0.967120383036936,0.942488262910798,0.990610328638498,0.613636363636364,18750,25000,2,5e-04,10,"25000 2 5e-04","9"
"91",91,0.974521203830369,0.92381562099872,0.976525821596244,0.636363636363636,6412,25000,3,0.001,1,"25000 3 0.001","10"
"92",92,0.97015047879617,0.933205292360222,0.995305164319249,0.522727272727273,5864,25000,3,0.001,2,"25000 3 0.001","10"
"93",93,0.973324213406293,0.92434912505335,0.976525821596244,0.659090909090909,6425,25000,3,0.001,3,"25000 3 0.001","10"
"94",94,0.971819425444596,0.941527955612463,0.967136150234742,0.681818181818182,6347,25000,3,0.001,4,"25000 3 0.001","10"
"95",95,0.980519835841313,0.917306871532224,0.971830985915493,0.545454545454545,7968,25000,3,0.001,5,"25000 3 0.001","10"
"96",96,0.972366621067031,0.922321809645753,0.953051643192488,0.659090909090909,6379,25000,3,0.001,6,"25000 3 0.001","10"
"97",97,0.972202462380301,0.935125906956893,0.957746478873239,0.590909090909091,6429,25000,3,0.001,7,"25000 3 0.001","10"
"98",98,0.969603283173735,0.932244985061886,0.962441314553991,0.704545454545455,6289,25000,3,0.001,8,"25000 3 0.001","10"
"99",99,0.97515047879617,0.900234741784038,0.971830985915493,0.5,6695,25000,3,0.001,9,"25000 3 0.001","10"
"100",100,0.972291381668947,0.944515578318395,0.990610328638498,0.568181818181818,6864,25000,3,0.001,10,"25000 3 0.001","10"
"101",101,0.972995896032832,0.921788305591122,0.971830985915493,0.590909090909091,634,25000,3,0.01,1,"25000 3 0.01","11"
"102",102,0.972763337893297,0.930857874519846,0.995305164319249,0.522727272727273,642,25000,3,0.01,2,"25000 3 0.01","11"
"103",103,0.972236662106703,0.92573623559539,0.976525821596244,0.659090909090909,608,25000,3,0.01,3,"25000 3 0.01","11"
"104",104,0.970328317373461,0.941527955612463,0.967136150234742,0.681818181818182,616,25000,3,0.01,4,"25000 3 0.01","11"
"105",105,0.979281805745554,0.920507895860008,0.971830985915493,0.545454545454545,762,25000,3,0.01,5,"25000 3 0.01","11"
"106",106,0.969808481532148,0.919120785317968,0.953051643192488,0.659090909090909,584,25000,3,0.01,6,"25000 3 0.01","11"
"107",107,0.971025991792066,0.933845497225779,0.957746478873239,0.590909090909091,615,25000,3,0.01,7,"25000 3 0.01","11"
"108",108,0.97047195622435,0.934592402902262,0.971830985915493,0.681818181818182,656,25000,3,0.01,8,"25000 3 0.01","11"
"109",109,0.97343365253078,0.897780623132736,0.967136150234742,0.477272727272727,620,25000,3,0.01,9,"25000 3 0.01","11"
"110",110,0.974432284541724,0.944195475885617,0.990610328638498,0.590909090909091,712,25000,3,0.01,10,"25000 3 0.01","11"
"111",111,0.974288645690835,0.924775928297055,0.976525821596244,0.636363636363636,12874,25000,3,5e-04,1,"25000 3 5e-04","12"
"112",112,0.970923392612859,0.933952198036705,0.995305164319249,0.522727272727273,11936,25000,3,5e-04,2,"25000 3 5e-04","12"
"113",113,0.975027359781122,0.923922321809646,0.976525821596244,0.659090909090909,13716,25000,3,5e-04,3,"25000 3 5e-04","12"
"114",114,0.971798905608755,0.941741357234315,0.967136150234742,0.681818181818182,12783,25000,3,5e-04,4,"25000 3 5e-04","12"
"115",115,0.981545827633379,0.917306871532224,0.967136150234742,0.545454545454545,16734,25000,3,5e-04,5,"25000 3 5e-04","12"
"116",116,0.970191518467852,0.92296201451131,0.957746478873239,0.659090909090909,11622,25000,3,5e-04,6,"25000 3 5e-04","12"
"117",117,0.97359097127223,0.935339308578745,0.957746478873239,0.590909090909091,13809,25000,3,5e-04,7,"25000 3 5e-04","12"
"118",118,0.967435020519836,0.933205292360222,0.962441314553991,0.704545454545455,11478,25000,3,5e-04,8,"25000 3 5e-04","12"
"119",119,0.975711354309165,0.900021340162185,0.971830985915493,0.5,13654,25000,3,5e-04,9,"25000 3 5e-04","12"
"120",120,0.971668946648427,0.945262483994878,0.990610328638498,0.613636363636364,13399,25000,3,5e-04,10,"25000 3 5e-04","12"
"121",121,0.976450068399453,0.923602219376867,0.976525821596244,0.613636363636364,5077,25000,4,0.001,1,"25000 4 0.001","13"
"122",122,0.974589603283174,0.932565087494665,0.990610328638498,0.522727272727273,5028,25000,4,0.001,2,"25000 4 0.001","13"
"123",123,0.977175102599179,0.924669227486129,0.976525821596244,0.659090909090909,5410,25000,4,0.001,3,"25000 4 0.001","13"
"124",124,0.974931600547196,0.940140845070423,0.967136150234742,0.681818181818182,5179,25000,4,0.001,4,"25000 4 0.001","13"
"125",125,0.984165526675787,0.917733674775928,0.971830985915493,0.545454545454545,6731,25000,4,0.001,5,"25000 4 0.001","13"
"126",126,0.975909712722298,0.923068715322236,0.957746478873239,0.659090909090909,5205,25000,4,0.001,6,"25000 4 0.001","13"
"127",127,0.977476060191518,0.935659411011524,0.957746478873239,0.613636363636364,5787,25000,4,0.001,7,"25000 4 0.001","13"
"128",128,0.972291381668947,0.930644472897994,0.971830985915493,0.704545454545455,5007,25000,4,0.001,8,"25000 4 0.001","13"
"129",129,0.976778385772914,0.895646606914213,0.971830985915493,0.477272727272727,5200,25000,4,0.001,9,"25000 4 0.001","13"
"130",130,0.976333789329685,0.944515578318395,0.990610328638498,0.568181818181818,5683,25000,4,0.001,10,"25000 4 0.001","13"
"131",131,0.976019151846785,0.921468203158344,0.971830985915493,0.613636363636364,512,25000,4,0.01,1,"25000 4 0.01","14"
"132",132,0.976224350205198,0.930431071276142,0.990610328638498,0.522727272727273,541,25000,4,0.01,2,"25000 4 0.01","14"
"133",133,0.976340629274966,0.925949637217243,0.976525821596244,0.659090909090909,529,25000,4,0.01,3,"25000 4 0.01","14"
"134",134,0.97593023255814,0.942915066154503,0.967136150234742,0.681818181818182,547,25000,4,0.01,4,"25000 4 0.01","14"
"135",135,0.980068399452804,0.918480580452411,0.971830985915493,0.545454545454545,561,25000,4,0.01,5,"25000 4 0.01","14"
"136",136,0.973734610123119,0.92157490396927,0.957746478873239,0.659090909090909,506,25000,4,0.01,6,"25000 4 0.01","14"
"137",137,0.976580027359781,0.933311993171148,0.953051643192488,0.590909090909091,566,25000,4,0.01,7,"25000 4 0.01","14"
"138",138,0.973700410396717,0.928190354246692,0.967136150234742,0.704545454545455,525,25000,4,0.01,8,"25000 4 0.01","14"
"139",139,0.976053351573187,0.89767392232181,0.976525821596244,0.477272727272727,519,25000,4,0.01,9,"25000 4 0.01","14"
"140",140,0.974938440492476,0.946756295347845,0.990610328638498,0.568181818181818,526,25000,4,0.01,10,"25000 4 0.01","14"
"141",141,0.976340629274966,0.923922321809646,0.971830985915493,0.613636363636364,10185,25000,4,5e-04,1,"25000 4 5e-04","15"
"142",142,0.973543091655267,0.933098591549296,0.990610328638498,0.522727272727273,9630,25000,4,5e-04,2,"25000 4 5e-04","15"
"143",143,0.977147742818057,0.924775928297055,0.976525821596244,0.659090909090909,10853,25000,4,5e-04,3,"25000 4 5e-04","15"
"144",144,0.975027359781122,0.941527955612463,0.971830985915493,0.681818181818182,10406,25000,4,5e-04,4,"25000 4 5e-04","15"
"145",145,0.983242134062928,0.917520273154076,0.967136150234742,0.545454545454545,12939,25000,4,5e-04,5,"25000 4 5e-04","15"
"146",146,0.975444596443228,0.923495518565941,0.957746478873239,0.659090909090909,10254,25000,4,5e-04,6,"25000 4 5e-04","15"
"147",147,0.975335157318741,0.936619718309859,0.957746478873239,0.590909090909091,10593,25000,4,5e-04,7,"25000 4 5e-04","15"
"148",148,0.972934336525308,0.931284677763551,0.971830985915493,0.704545454545455,10170,25000,4,5e-04,8,"25000 4 5e-04","15"
"149",149,0.978419972640219,0.896927016645326,0.971830985915493,0.5,11085,25000,4,5e-04,9,"25000 4 5e-04","15"
"150",150,0.976969904240766,0.944728979940248,0.990610328638498,0.590909090909091,11603,25000,4,5e-04,10,"25000 4 5e-04","15"
"151",151,0.968960328317373,0.926803243704652,0.976525821596244,0.590909090909091,871,5000,2,0.01,1,"5000 2 0.01","16"
"152",152,0.964678522571819,0.936833119931711,0.990610328638498,0.522727272727273,779,5000,2,0.01,2,"5000 2 0.01","16"
"153",153,0.975123119015048,0.922001707212975,0.976525821596244,0.659090909090909,1120,5000,2,0.01,3,"5000 2 0.01","16"
"154",154,0.968502051983584,0.943341869398207,0.962441314553991,0.681818181818182,925,5000,2,0.01,4,"5000 2 0.01","16"
"155",155,0.975615595075239,0.915599658557405,0.971830985915493,0.545454545454545,1066,5000,2,0.01,5,"5000 2 0.01","16"
"156",156,0.964261285909713,0.925416133162612,0.962441314553991,0.659090909090909,750,5000,2,0.01,6,"5000 2 0.01","16"
"157",157,0.964637482900137,0.931391378574477,0.953051643192488,0.590909090909091,783,5000,2,0.01,7,"5000 2 0.01","16"
"158",158,0.971600547195622,0.929790866410585,0.957746478873239,0.681818181818182,1137,5000,2,0.01,8,"5000 2 0.01","16"
"159",159,0.967674418604651,0.89767392232181,0.962441314553991,0.522727272727273,786,5000,2,0.01,9,"5000 2 0.01","16"
"160",160,0.970143638850889,0.93992744344857,0.990610328638498,0.613636363636364,1069,5000,2,0.01,10,"5000 2 0.01","16"
"161",161,0.973303693570451,0.919867690994452,0.976525821596244,0.659090909090909,634,5000,3,0.01,1,"5000 3 0.01","17"
"162",162,0.972619699042408,0.935872812633376,0.995305164319249,0.5,642,5000,3,0.01,2,"5000 3 0.01","17"
"163",163,0.97218878248974,0.922641912078532,0.976525821596244,0.659090909090909,608,5000,3,0.01,3,"5000 3 0.01","17"
"164",164,0.969924760601915,0.942274861288946,0.976525821596244,0.681818181818182,616,5000,3,0.01,4,"5000 3 0.01","17"
"165",165,0.979322845417237,0.916880068288519,0.967136150234742,0.545454545454545,762,5000,3,0.01,5,"5000 3 0.01","17"
"166",166,0.970547195622435,0.922428510456679,0.957746478873239,0.659090909090909,584,5000,3,0.01,6,"5000 3 0.01","17"
"167",167,0.970512995896033,0.934165599658557,0.953051643192488,0.590909090909091,615,5000,3,0.01,7,"5000 3 0.01","17"
"168",168,0.969958960328317,0.927763551002988,0.971830985915493,0.681818181818182,656,5000,3,0.01,8,"5000 3 0.01","17"
"169",169,0.973166894664843,0.899381135296628,0.971830985915493,0.5,620,5000,3,0.01,9,"5000 3 0.01","17"
"170",170,0.973180574555404,0.939607341015792,0.990610328638498,0.613636363636364,712,5000,3,0.01,10,"5000 3 0.01","17"
"171",171,0.976210670314638,0.919120785317968,0.971830985915493,0.613636363636364,512,5000,4,0.01,1,"5000 4 0.01","18"
"172",172,0.976456908344733,0.938113529662825,0.985915492957746,0.545454545454545,541,5000,4,0.01,2,"5000 4 0.01","18"
"173",173,0.97609439124487,0.922535211267606,0.976525821596244,0.659090909090909,529,5000,4,0.01,3,"5000 4 0.01","18"
"174",174,0.975636114911081,0.941207853179684,0.971830985915493,0.681818181818182,547,5000,4,0.01,4,"5000 4 0.01","18"
"175",175,0.979411764705882,0.917306871532224,0.967136150234742,0.545454545454545,561,5000,4,0.01,5,"5000 4 0.01","18"
"176",176,0.974931600547196,0.920507895860008,0.962441314553991,0.659090909090909,506,5000,4,0.01,6,"5000 4 0.01","18"
"177",177,0.97610123119015,0.936406316688007,0.953051643192488,0.613636363636364,566,5000,4,0.01,7,"5000 4 0.01","18"
"178",178,0.97249658002736,0.927656850192061,0.971830985915493,0.659090909090909,525,5000,4,0.01,8,"5000 4 0.01","18"
"179",179,0.976922024623803,0.898100725565514,0.971830985915493,0.454545454545455,519,5000,4,0.01,9,"5000 4 0.01","18"
"180",180,0.974404924760602,0.942915066154503,0.990610328638498,0.613636363636364,526,5000,4,0.01,10,"5000 4 0.01","18"
